numprocesso;ano;modalidade;tipoveiculopublicacao;descricao;nredicao;datapublicacao
663;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11670;2024-06-14
664;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11711;2024-08-12
665;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar&enviado=true&dataInicialEntrada=&dataFinalEntrada=&numero=11671&search=&diarioCodigo=2;11671;2024-06-17
666;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br/;90064;2023-06-17
666;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;65407;2023-06-17
666;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultaLicitacoes;;2023-06-17
667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11672;2024-06-18
668;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11690;2024-07-12
669;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2024-06-17
669;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/app/editais?q=2024&status=todos&pagina=1;;2024-06-17
669;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11671;2024-06-17
670;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11671;2024-06-17
671;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11733;2024-09-11
672;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11673;2024-06-19
673;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11701;2024-07-29
674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-06-24
674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-06-24
676;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11675;2024-06-21
677;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11678;2024-06-26
678;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11672;2024-06-18
680;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11692;2024-07-16
681;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;;2024-09-05
684;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11675;2024-06-21
685;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11694;2024-07-18
687;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Jornal Industria & Comercio ;;2024-10-04
687;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11750;2024-10-04
689;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11860;2025-03-26
689;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.pr.gov.br/dioe;11873;2025-04-14
690;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;JORNAL FOLHA DE LONDRINA;;2024-11-20
690;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11789;2024-11-18
690;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;JORNAL FOLHA DE LONDRINA;;2024-11-13
690;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11781;2024-11-21
692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-06-26
692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-06-26
693;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11686;2024-07-08
695;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2024-07-16
695;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2024-07-16
696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/;11689;2024-07-11
697;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-09-30
698;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;;2024-07-05
699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11703;2024-07-31
699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/;;2024-07-31
701;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-08-28
701;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2024-08-28
703;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11676;2024-06-24
707;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11694;2024-07-18
710;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11676;2024-06-24
714;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-06-26
715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11695;2024-07-19
716;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11740;2024-09-20
717;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11751;2024-10-07
718;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11685;2024-07-05
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.in.gov.br/web/dou/-/aviso-de-licitacao-641789194;130;2025-07-14
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;jornal de grande circulação;;2025-05-26
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2025-05-26
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;JORNAL INCO;;2025-06-16
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;DOU;;2025-06-17
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.in.gov.br/web/dou/-/aviso-de-licitacao-631499518;96;2025-05-23
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11931;2025-07-14
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11913;2025-06-16
719;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;JORNAL INCO;;2025-07-14
720;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11750;2024-10-04
721;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11683;2024-07-03
722;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11863;2025-03-31
725;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;WWW.DIOE.PR.GOV.BR;;2024-10-09
727;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11709;2024-08-08
728;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11693;2024-07-17
729;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11678;2024-06-26
730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br/licitacoes;;2024-06-26
730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.gov.br/compras;;2024-06-26
730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;;;2024-06-26
730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11678;2024-06-26
731;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11679;2024-06-27
732;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;0202-07-04
732;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-07-04
733;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-09-20
734;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11769;2024-10-31
735;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-06-27
735;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;71163;2024-06-27
736;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11690;2024-07-12
738;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11683;2024-07-03
739;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11686;2024-07-08
740;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-07-01
742;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar&enviado=true&dataInicialEntrada=&dataFinalEntrada=&numero=11680&search=&diarioCodigo=2;11680;2024-06-28
744;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2024-08-23
744;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2024-08-23
745;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;72470;2024-07-01
745;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-01
746;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-07-18
746;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-07-18
749;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11686;2024-07-08
750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11686;2024-07-08
751;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11698;2024-07-24
751;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2024-07-24
751;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2024-07-24
751;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2024-07-24
752;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2024-10-11
752;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-10-11
753;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-01
753;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;72603;2024-07-01
754;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar&enviado=true&diarioCodigo=10&dataInicialEntr;2941;2024-06-14
755;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11681;2024-07-01
755;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11686;2024-07-08
756;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-07-22
756;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-07-22
757;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-03
757;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;73951;2024-07-03
759;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11730;2024-10-01
760;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11688;2024-07-10
761;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2024-09-27
761;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2024-09-27
762;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11682;2024-07-02
763;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11682;2024-07-02
764;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2024-07-10
764;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.imprensaoficial.pr.gov.br/;0;2024-07-17
765;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11683;2024-07-03
765;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br;8;2024-07-03
766;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11682;2024-07-02
767;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11710;2024-08-09
767;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;http://www.pncp.gov.br;;2024-08-09
767;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2024-08-09
768;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11640;2024-04-30
770;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11684;2024-07-04
771;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.comprasparana.pr.gov.br;11778;2024-11-13
773;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11642;2024-05-03
774;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11693;2024-07-03
775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11693;2024-07-03
776;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11685;2024-07-05
782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;JORNAL BEM PARANÁ;;2025-02-26
782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11843;2025-02-26
783;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-07-26
783;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;0;2024-07-26
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2024-08-19
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11716;2024-08-19
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11704;2024-08-01
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2024-08-19
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2024-08-19
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2024-08-01
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2024-08-01
784;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2024-08-01
785;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/?d=1;1;2024-08-18
785;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11715;2024-08-16
786;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2024-07-04
787;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.pncp.gov.br;;2024-08-20
788;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/;11716;2024-08-19
789;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/;11714;2024-08-15
790;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2024-09-04
790;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11728;2024-09-04
791;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/;3;2024-08-27
791;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11722;2024-08-27
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11685;2024-07-05
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;;;2024-07-05
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;11696;2024-07-22
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.gov.br/compras;;2024-07-22
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br/licitacoes;;2024-07-22
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br/licitacoes;;2024-07-05
793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.gov.br/compras;;2024-07-05
794;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;77592;2024-07-10
794;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-10
795;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11688;2024-07-10
796;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.pr.gov.br/dioe;11706;2024-08-05
797;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;;2024-09-26
798;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11687;2024-07-09
799;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-10
799;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;77592;2024-07-10
800;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;77592;2024-07-10
800;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-10
802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11687;2024-07-09
803;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2024-07-10
803;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;77592;2024-07-10
804;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.comprasparana.pr.gov.br;11764;2024-10-24
807;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2024-07-09
807;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br;;2024-07-09
808;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-07-09
809;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-07-09
810;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;11710;2024-10-11
810;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11710;2024-08-09
813;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11731;2024-09-09
816;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11687;2024-07-09
817;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2024-07-24
817;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2024-07-24
818;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11700;2024-07-26
819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11688;2024-07-10
820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.diarioinduscom.com.br/;15;2025-01-22
820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11818;2025-01-22
821;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11687;2024-07-09
823;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11688;2024-07-10
829;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.compras.gov.br;;2024-07-09
829;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.detran.pr.gov.br;;2024-07-09
829;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.metropolejornal.com.br;;2024-07-09
829;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11687;2024-07-09
830;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11866;2025-04-03
831;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11692;2024-07-16
832;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-07-12
833;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br;;2024-07-23
833;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;11688;2024-07-23
833;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;;;2024-07-23
834;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11693;2024-07-17
835;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11737;2024-09-17
836;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-07-16
837;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11714;2024-08-15
