numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
11;2021;Licitação Pública Nacional - BID;Fracassado;Contratação de empresa especializada para execução da obra de reforma no Bloco de Alojamento II da Academia do GUATUPÊ, sito à BR 277, KM72, no  município  de  São  José  dos  Pinhais, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;3436555.19;;2021-09-29;;;;169428506;
12;2021;Licitação Pública Nacional - BID;Homologado;Construção  da  Delegacia  Cidadã  Padrão  II,  situada  à Rua  Ministro  Gabriel Passos,  esquina  com  a  Rua  Quadro Martires, no município de Guaíra, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;6305176.93;6305000.00;2021-10-08;2022-02-07;;;170993780;
13;2021;Licitação Pública Nacional - BID;Fracassado;Prestação de serviços técnicos de elaboração de projetos básicos e executivos de reforma e ampliação de arquitetura e engenharia, contemplando instalações, fundações e estrutura, detalhamento de planilha orçamentária e execução de reforma e ampliação do 13º Batalhão de Policia Militar/1º/CRPM sito à Rua Primo Lourenço Tosin, 21, Bairro Novo Mundo,Curitiba, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;12588729.83;;2022-01-11;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;169222355;
14;2021;Licitação Pública Nacional - BID;Deserto;Fase I - Prestação de Serviços Técnicos de Elaboração de Projetos Básicos e Executivos de Arquitetura e Engenharia, contemplando instalações, fundações e estrutura, detalhamento, apresentação de  memoriais  descritivos,  memórias  de  cálculo,  cadernos  de  especificações  técnicas  e  de  planilha orçamentária. Fase II - Construção da Sede do 5º Comando Regional de Polícia Militar (5º CRPM) com área estimada de 2.271,00m², sito à rua da Bandeira 1.362 esq. com Rua Dom Pedro II  no município de Cascavel, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;10865645.55;;2022-01-12;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;176764767;
15;2021;Licitação Pública Nacional - BID;Fracassado;"Elaboração de projetos básicos e executivos de implantação de arquitetura e engenharia, contemplando instalações, fundações e estrutura, detalhamento de planilha orçamentária e execução da obra para a construção da Delegacia Cidadã Tipo III, com área de 1.791,23 m², em Maringá, sito à Rua Thiago Netto, nº 363 confrontando com Rua Silvino Dias Pioneiro, no município de Maringá.
";PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;7751461.60;;2022-01-13;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;177685771;
1;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios, para o período de 12 meses, para atender às necessidades do Corpo de Bombeiros da cidade de Cascavel-PR;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;678117.05;623634.70;2021-02-18;2021-03-25;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;169748373;
2;2021;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de EPIS HOSPITALARES;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-06-22;;Menor Preço;51138325.34;3069782.25;2021-03-24;2021-08-06;www.licitacoes-e.com.br;;170549430;
2;2021;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de EPIS HOSPITALARES;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-08-16;;Menor Preço;51138325.34;3069782.25;2021-03-24;2021-08-06;www.licitacoes-e.com.br;;170549430;
4;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE LÂMPADAS ;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;104359.94;33481.50;2021-02-03;2021-03-11;www.licitacoes-e.com.br;;172215947;
5;2021;Pregão Eletrônico;Homologado;Contratação de empresa para prestação de serviços técnicos de manutenção preventiva e intervenções corretivas em 02 (duas) subestações de energia elétrica da Celepar, com garantia de 06 (seis) meses;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;66957.00;37000.00;2021-04-20;2021-05-10;www.licitacoes-e.com.br;;171117585;
6;2021;Pregão Eletrônico;Revogado;"Contratação de serviços de natureza continuada, por intermédio de empresa especializada, na prestação de serviços de coffee break e coquetel, incluindo serviços correlatos e de suporte, sob demanda, para atender os eventos institucionais realizados pela Escola de Gestão Pública do Tribunal de Contas do Estado do Paraná, na cidade de Curitiba-PR, conforme especificações descritas no
Termo de Referência (Anexo 1 do Edital).
";TCEPR-Tribunal do Contas do Estado do Paraná;Não;;;Menor Preço;73550.00;;2021-01-19;;www.comprasgovernamentais.gov.br;;74752720;
8;2021;Pregão Eletrônico;Cancelado;Seguro de vida em grupo.;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Não;;;Menor Preço;;;2021-01-29;;http://www.bnc.org.br;;171857449;
9;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE INSUMOS E EQUIPAMENTOS DE INFORMÁTICA para atender a demanda do Hospital Regional do Litoral;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;9101.48;7467.48;2021-01-25;2021-02-03;www.bll.org.br;;170221982;
10;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE MATERIAIS ELÉTRICOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;28372.29;19212.97;2021-01-25;2021-02-05;www.bll.org.br.;;170062701;
11;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE MATERIAIS DE PINTURA;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;34298.88;31873.85;2021-01-25;2021-02-03;www.bll.org.br;;170240006;
12;2021;Pregão Eletrônico;Homologado;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;651235.97;319643.14;2021-01-27;2021-02-24;www.bll.org.br.;;168328877;
13;2021;Pregão Eletrônico;Homologado;Contratação de empresa para disponibilização de licenças, atualização de versão, e funcionalidades para a solução de SSL VPN Check Point, incluindo funcionalidades de segurança, acessórios, softwares, licenças e suporte técnico, de forma a atender plenamente as características descritas neste edital e seus anexos. A solução tem como objetivo a garantia da segurança de rede para acessos remotos aos ambientes da Rede Corporativa do Paraná.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;436818.30;330000.00;2021-03-03;2021-04-07;www.licitacoes-e.com.br;;172216234;
14;2021;Pregão Eletrônico;Homologado;Aquisição de MATERIAIS DE PINTURA,;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;34984.14;32429.50;2021-01-27;2021-02-03;www.bll.org.br.;;170413970;
15;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada em tratamento de água para realizar o controle e operação do sistema de água potável do sistema de água do Tribunal de Contas do Estado do Paraná, com o intuito de garantir a potabilidade da água e sua adequação aos requisitos legais solicitados pela legislação vigente, conforme Termo de Referência.;TCEPR-Tribunal do Contas do Estado do Paraná;Não;;;Menor Preço;45937.33;27500.00;2021-01-22;2021-02-10;https://www.comprasgovernamentais.gov.br/;;676760;
16;2021;Pregão Eletrônico;Homologado;Aquisição  de  INSUMOS  DE  INFORMÁTICA ;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;62011.80;50044.29;2021-01-27;2021-02-03;www.bll.org.br.;;160986158;
18;2021;Pregão Eletrônico;Homologado;Execução  de  serviços  subsidiários  à  gestão  dos  processos administrativos sob responsabilidade da Diretoria Geral (DG) e da Diretoria de Operações (DOP)  relativos  aos  contratos  e  convênios  das  concessões  rodoviárias  do  Anel  de Integração do Paraná, de acordo com o estabelecido no Termo de Referência - Anexo I do Edital e demais documentos da licitação. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;7197587.22;4099992.92;2021-02-03;2021-02-24;www.licitacoes-e.com.br;853380;171705878;
19;2021;Pregão Eletrônico;Homologado;Aquisição de 500 m³ de rachão para atender   o   Escritório   Regional   Vale   do   Ivaí,   em  Apucarana,   conforme   quantidades   e especificações contidas no Termo de Referência.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;26300.00;26250.00;2021-02-25;2021-03-17;www.licitacoes-e.com.br;856397;171238560;
20;2021;Pregão Eletrônico;Homologado;PAPEL SULFITE A4;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-05-10;;Menor Preço;13712215.92;9849538.06;2021-04-05;2021-04-29;;;172378153;
21;2021;Pregão Eletrônico;Homologado;Aquisição de MATERIAIS DE PINTURA;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;54227.30;33762.95;2021-01-28;2021-02-03;www.bll.org.br.;;170254783;
22;2021;Pregão Eletrônico;Deserto;"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS PARA MANUTENÇÃO CORRETIVA DE
TELHADO E PLATIBANDA, PAREDES E PISO DA ALA COVID,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;26959.50;;2021-02-24;;www.bll.org.br.;;170441826;1 Ano(s)
23;2021;Pregão Eletrônico;Homologado;Aquisição de VIDRARIAS PARA LABORATÓRIO;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;24719.41;20165.25;2021-02-03;2021-04-16;www.bll.org.br.;;170426495;
24;2021;Pregão Eletrônico;Homologado;"Contratação de empresa especializada para o serviço de instalação de alarmes de incêndio com
fornecimento de material para a ampliação do Sistema de Alarme";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;11886.19;11643.70;2021-02-05;2021-02-16;www.bll.org.br.;;171190452;1 Ano(s)
25;2021;Pregão Eletrônico;Homologado;Trata-se de aquisição de Telefone VOIP e Equipamentos de Informática;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;8974.39;8762.74;2021-02-08;2021-02-24;www.bll.org.br.;;170362365;
26;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE MATERIAIS PARA PINTURA,;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;44448.07;28030.91;2021-02-09;2021-02-18;www.bll.org.br.;;170067061;
27;2021;Pregão Eletrônico;Cancelado;Aquisição de Revestimentos.;ALEP-Assembleia Legislativa do Estado do Paraná;Não;;;Menor Preço;841281.00;;2021-05-26;;www.licitações-e.com.br;;05007812020;
28;2021;Pregão Eletrônico;Homologado;OPME;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;240394.90;89600.00;2021-02-03;2021-02-16;www.bll.org.br.;;171857597;
29;2021;Pregão Eletrônico;Homologado;"AQUISIÇÃO DE MEDICAMENTO CONTRASTE IODADO NÃOIÔNICO
300MG/ML A 320MG/ML 50ML FRASCO AMPOLA,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;243929.40;170409.42;2021-02-08;2021-02-16;www.bll.org.br.;;172133339;
31;2021;Pregão Eletrônico;Homologado;Aquisição de MATERIAL DE EXPEDIENTE;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;36510.74;28820.16;2021-02-22;2021-03-22;www.bll.org.br.;;170297938;
32;2021;Pregão Eletrônico;Fracassado;Contratação de serviços de seguro de vida em grupo.;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Não;;;Menor Preço;;;2021-01-29;;http://www.bnc.org.br;;171857449;
33;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para o Corpo de Bombeiros dos Municipios de Ponta Grossa e Palmeira/Pr.;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;606158.85;541148.05;2021-02-10;2021-03-17;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;170960750;
34;2021;Pregão Eletrônico;Homologado;SUPLEMENTOS ALIMENTARES - DEMANDA JUDICIAL;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-08-09;;Menor Preço;4529903.04;3473279.76;2021-06-23;2021-07-29;www.licitacoes-e.com.br;;164526917;
35;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios, para atender às necessidades do Corpo de Bombeiros dos municípios de Castro e Jaguariaíva. ;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;210653.30;184618.10;2021-02-19;2021-03-18;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;170626397;
36;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada para cessão de plataforma e prestação de serviços de estruturação, implantação e acompanhamento da Universidade Corporativa Celepar, como instrumento de educação continuada e corporativa para os colaboradores visando o desenvolvimento do corpo funcional e consequente excelência dos seus produtos e serviços.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;1272325.53;994617.10;2021-03-02;2021-05-18;www.licitacoes-e.com.br;;170266854;
37;2021;Pregão Eletrônico;Homologado;Aquisição de generos alimentícios para o Corpo de Bombeiros dos Municipios de Santo Antonio da Platina e Jacarezinho/Pr.;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;186225.30;126090.60;2021-03-01;2021-03-31;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;168801068;
38;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para o Corpo de Bombeiros dos Municipios de Pinhais e Piraquara/Pr. ;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;372728.95;274035.95;2021-02-12;2021-03-11;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;170498178;
39;2021;Pregão Eletrônico;Homologado;Contratação de Empresa especializada na prestação de serviços de controle sanitário integrado no combate de vetores englobando desratização, pulverizações, desalojamento de pombos, controle de animais domésticos em todas as áreas internas e externas, bem como o combate as larvas de mosquito em poças dágua nas dependências da APPA, artrópodes como escorpiões, abelhas etc., para atendimento  das  necessidades  da Administração  dos  Portos  de  Paranaguá  e  Antonina, conforme de mostrado neste Edital, Termo de Referência e demais anexos;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;4072431.27;1197000.00;2021-02-05;2021-03-12;www.licitacoes-e.com.br;;170140737;
40;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada para realizar o tratamento, monitoramento e controle microbiológico da água proveniente dos poços artesianos que abastecem a UNIOESTE/Campus de Toledo, bem como a limpeza e desinfecção dos reservatórios e caixas dágua existentes.;UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo;Não;;;Menor Preço;27564.72;27505.20;2021-02-11;2021-02-15;;;64902021;1 Ano(s)
41;2021;Pregão Eletrônico;Homologado;MATERIAL DE ERGONOMIA DE INFORMÁTICA;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-12-05;;Menor Preço;2350364.05;955789.10;2021-05-12;2021-11-25;http://www.licitacoes-e.com.br - ID.: 869478;;170574605;
42;2021;Pregão Eletrônico;Deserto;Aquisição de INSUMOS PARA MANUTENÇÃO DE BENS IMÓVEIS E BENS MÓVEIS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;37031.30;;2021-03-09;;www.bll.org.br.;;170453760;
43;2021;Pregão Eletrônico;Homologado;"Prestação de serviços de gravação e edição de vídeos com conteúdo educativo,
pedagógico, informativo e formativo para estudantes e professores para o pleno atendimento dos alunos matriculados na Rede Pública Estadual de Ensino, durante o período do ensino híbrido e de afastamento necessário ao enfrentamento da emergência de saúde pública decorrente do Corona vírus - COVID-19.";SEED-Secretaria de Estado da Educação;Não;;;Menor Preço;4728000.00;1344000.00;2021-07-08;2021-08-11;www.licitacoes-e.com.br;;171937531;
44;2021;Pregão Eletrônico;Homologado;SUPRIMENTOS DE INFORMÁTICA - CAMPATÍVEIS;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-08-22;;Menor Preço;1664255.44;694007.34;2021-06-25;2021-08-11;www.licitacoes-e.com.br;;172858961;
45;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para o período de 12 meses, de forma parcelada, para o Corpo de Bombeiros dos municípios de Toledo-Pr e Palotina-PR.;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;313311.40;269329.50;2021-02-24;2021-03-25;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;170705793;
46;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE
COORDENAÇÃO, SUPERVISÃO E ORIENTAÇÃO DAS EQUIPES SESMT DAS UNIDADES,
ALIMENTAÇÃO E MANUTENÇÃO DOS DADOS NO SITE DO SESMT DO MINISTÉRIO DO TRABALHO
E RESPONSÁVEL PELA ORIENTAÇÃO DE RESPOSTAS ÀS DEMANDAS E DEMAIS INFORMAÇÕES
SOLICITADAS RELATIVAS AO SESMT POR ÓRGÃOS DE CONTROLE,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;214879.20;123199.92;2021-02-24;2021-03-02;www.bll.org.br.;;172481175;1 Ano(s)
47;2021;Pregão Eletrônico;Homologado;MATERIAIS OPERACIONAIS E EQUIPAMENTOS DE RESGATE;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-12-08;;Menor Preço;3438162.85;2348647.72;2021-06-28;2021-11-30;www.licitacoes-e.com.br - ID 860793;;170177681;
48;2021;Pregão Eletrônico;Homologado;Contratação  de  empresa  especializada,  operadora  de  Plano  de  Saúde,  para  a  prestação  de serviços de assistência suplementar a saúde por meio de rede própria e/ou credenciada, com abrangência  nacional,  classificado  como  COLETIVO  EMPRESARIAL  de  Assistência  à Saúde na segmentação  AMBULATORIAL  +  HOSPITALAR  COM  OBSTETRÍCIA,  registrada  na  Agência Nacional de Saúde Suplementar ANS, para todos os empregados da Administração dos Portos de  Paranaguá  e  Antonina.,  por  24meses.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;21476538.96;19328885.06;2021-02-11;2021-02-16;www.licitacoes-e.com.br;;164393372;
49;2021;Pregão Eletrônico;Fracassado;"Contratação de empresa especializada no fornecimento, manutenção e colocação
de 1 (uma) prótese Bebionic, de fornecedor situado no Estado do Paraná, com
as especificações técnicas previstas no item 3. DAS ESPECIFICAÇÕES
TÉCNICAS (Prótese para amputação transumeral com encaixe confeccionado em
fibra de carbono, encaixe interno em material supra flexível; cotovelo Dynamic Arm
com controle miolétrico dos movimentos de flexão e extensão; punho com sistema
de prono-supinação com controle miolétrico; mão biônica Bebionic com chassi em
aço inoxidável com controle dos movimentos individuais dos dedos acionados por
motores. Prótese apresentando 14 padrões de preensão selecionáveis e
acompanhada de bateria de íon de lítio e luva de silicone em tom de pele a ser
escolhido pelo paciente), incluídos os trabalhos de pré e de pós-protetização,
fisioterapia e atendimento ao funcionário da APPA com o profissional responsável,
com garantia de cinco anos, como determinado em condenação judicial sofrida";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;;;2021-02-12;;www.licitacoes-e.com.br;;171879639;
50;2021;Pregão Eletrônico;Homologado;ALIMENTAÇÃO ANIMAL;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-07-08;;Menor Preço;3674220.80;1546873.12;2021-05-25;2021-07-05;www.licitacoes-e.com.br;;171314771;
51;2021;Pregão Eletrônico;Fracassado;"O presente certame destina-se a aquisição de óleo mineral branco USP de elevado
grau de pureza, na quantidade de 102.840 (cento e dois mil, oitocentos e quarenta)
kilogramas, a ser entregue em 4 (quatro) remessas de igual quantidade,
distribuídas ao longo de 12 (doze) meses, conforme as especificações e condições
estabelecidas no Termo de Referência e neste Edital.";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;;;2021-02-12;;www.licitacoes-e.com.br;;171131618;
52;2021;Pregão Eletrônico;Homologado;Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do Estado do Paraná, e os devidamente inscritos como beneficiários nos Termos de Cooperação Técnico-Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência  SEAP e outros órgãos públicos dos demais poderes, residentes nos municípios da Macrorregião de FOZ DO IGUAÇU, pelo período de 12 (doze) meses;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Não;;;Menor Preço;5473912.32;5469465.60;2021-03-15;2021-03-30;www.licitacoes-e.com.br ID 858720;;168471360;12 Mês(es)
53;2021;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a contratação de empresa para prestação de serviços locação de 30 (trinta) vagas de estacionamento para os veículos oficiais do Instituto de Identificação do Paraná - IIPR, que atenderá serviços essenciais da Instituição pelo período de 12 (doze) meses, prorrogáveis por iguais períodos, conforme quantidade, especificações e condições do Termo de Referência.;II-SESP-Instituto de Identificação - SESP;Não;;;Menor Preço;78120.00;71520.00;2021-06-17;2021-07-13;www.licitacoes-e.com.br;;173118279;12 Mês(es)
54;2021;Pregão Eletrônico;Homologado;MATERIAIS DE HIGIENE PESSOAL (FRALDAS DESCARTÁVEIS, ABSORVENTES e LUVAS SABONOSAS);DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-07-04;;Menor Preço;4986110.08;3758267.38;2021-04-27;2021-06-29;www.licitacoes-e.com.br;;172599214;
55;2021;Pregão Eletrônico;Homologado;Contratação de SOLUÇÃO para disponibilização, gerenciamento e transmissão de conteúdo, comunicação entre professores e alunos por meio de APLICATIVO disponível para os sistemas operacionais Android e IOS e navegadores web, que dialogue com as operadoras de telefonia móvel e permita cobrança de tráfego de dados móveis na modalidade reversa, visando atendimento aos educadores da Secretaria de Estado da Educação e do Esporte SEED e de alunos matriculados na Rede Pública Estadual de Ensino, conforme especificações contidas no Termo de Referência.;SEED-Secretaria de Estado da Educação;Não;;;Menor Preço;1107110.00;734120.00;2021-04-29;2021-06-25;www.licitacoes-e.com.br;;171913012;8 Mês(es)
57;2021;Pregão Eletrônico;Fracassado;RECUPERAÇÃO DE DETECTORES E TACOS;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Não;;;Menor Preço;;;2021-03-18;;http://www.bnc.org.br;;172990320;
58;2021;Pregão Eletrônico;Homologado;Aquisição de peças para locomotivas.;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Não;;;Menor Preço;33250.40;28850.40;2021-02-24;2021-03-02;http://www.bnc.org.br;;172990827;
59;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para atender às necessidades do Corpo de Bombeiros do 2º CRBM (Londrina).;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;80200.95;72708.80;2021-02-26;2021-04-05;https://www.licitacoes-e.com.br (ID 855933);;172836810;
60;2021;Pregão Eletrônico;Homologado;Contratação de empresa para o fornecimento de certificados digitais para servidores de aplicação.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;114060.00;93400.00;2021-04-12;2021-04-29;www.licitacoes-e.com.br;;172492088;
61;2021;Pregão Eletrônico;Homologado;A contratação de empresa especializada para a execução dos serviços de engenharia de reparos para adequação do Layout da Diretoria Geral do Departamento de Trânsito do Paraná, Bloco A, 1º andar, sita à Avenida Victor Ferreira do Amaral, nº 2940, Bairro Tarumã, no município de Curitiba, Paraná, conforme planilha orçamentária de referência (Anexo XIII) e demais elementos técnicos instrutores.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;136200.65;95190.00;2021-04-16;2021-05-13;https://www.licitacoes-e.com.br;;169072558;
62;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO
DE SERVIÇOS DE CALIBRAÇÃO EM TERMÔMETROS, TERMOHIGRÔMETROS,
ESFIGMOMANÔMETROS E BALANÇAS,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;58397.76;53498.80;2021-02-26;2021-03-09;www.bll.org.br.;;172716717;
63;2021;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para atender às necessidades do Corpo de Bombeiros da cidade de Curitiba-PR (GOST);CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Não;;;Menor Preço;205329.88;170641.10;2021-03-04;2021-05-04;http://www.administracao.pr.gov.br/Compras https://www.licitacoes-e.com.br/aop/index.jsp;;172577695;
64;2021;Pregão Eletrônico;Homologado;Aquisição de INSUMOS DE LABORATÓRIO;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;86688.00;49012.00;2021-03-02;2021-04-09;www.bll.org.br.;;172544118;
65;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO
CORRETIVA E PREVENTIVA DE GRUPO GERADOR MARCA STEMAC, COM SUBSTITUIÇÃO DE PEÇAS";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;62214.00;53700.00;2021-03-02;2021-03-09;www.bll.org.br.;;172337104;1 Ano(s)
66;2021;Pregão Eletrônico;Homologado;MEDICAMENTOS - DEMANDA JUDICIAL 02 ;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-05-13;;Menor Preço;687901.16;346874.00;2021-03-12;2021-05-05;www.licitacoes-e.com.br ID 857949;;173118430;
67;2021;Pregão Eletrônico;Homologado;" O objeto desta licitação é a aquisição parcelada, através de Registro de
Preços, de leite longa vida integral, conforme a seguinte descrição:
16.800 (dezesseis mil e oitocentos) litros de leite longa vida UHT/UAT .";TCEPR-Tribunal do Contas do Estado do Paraná;Não;;;Menor Preço;69384.00;59472.00;2021-02-11;2021-03-03;www.tce.pr.gov.br;;77313720;
68;2021;Pregão Eletrônico;Homologado;MATERIAIS MÉDICO HOSPITALARES;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;36780.00;27074.40;2021-03-03;2021-04-16;www.bll.org.br.;;172343384;
69;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO
DE SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA NOS SISTEMAS DE CLIMATIZAÇÃO E
APARELHOS CONDICIONADORES DE AR, COM REPOSIÇÃO DE PEÇAS, ACESSÓRIOS, GÁS
(TODOS) E OUTROS COMPONENTES,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;384000.00;172137.95;2021-03-04;2021-03-29;www.bll.org.br.;;172380913;1 Ano(s)
