numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
10;2020;Licitação Presencial - Estatal;Homologado;"Serviços regulares e especiais de auditoria independente necessários para as empresas abaixo
relacionadas, que inclui a Auditoria das Demonstrações Financeiras individuais e consolidadas, para
fins locais (Comitê de Pronunciamentos Contábeis  CPC / Comissão de Valores Mobiliários  CVM),
dos exercícios findos em 31 de dezembro e a Revisão das Informações Trimestrais de 31 março, 30
junho e 30 setembro. Inclui também a revisão dos procedimentos fiscais e tributários, exame das
demonstrações financeiras e informações complementares requeridas pela Agência Nacional de
Transportes Aquaviários, Comissão de Valores Mobiliários  CVM e Instituições financeiras (p. ex.:
BNDES), emissão de relatórios especiais, emissão de laudo de avaliação patrimonial e documentos
decorrentes de serviços prestados, além do exame dos controles internos baseados no critério
estabelecido no Internal Control  Integrated Framework (2013), emitido pelo Committee of
Sponsoring Organizations of the Treadway Commissi";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Técnica e Preço;2102333.00;847800.00;2020-10-21;2021-04-27;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;165430069;
11;2020;Licitação Presencial - Estatal;Homologado;Contratação de empresa de engenharia para construção de 07 (sete) edificações de apoio com sanitários na faixa portuária do Porto de Paranaguá, conforme especificações e condições definidas neste Edital, no Termo de Referência, nos projetos anexos e demais documentos.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;2455275.35;1872292.19;2020-09-10;2020-11-16;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;165794613;
12;2020;Licitação Presencial - Estatal;Homologado;"O presente procedimento licitatório tem por objeto a Contratação de Empresa(s) de Engenharia para
prestação de serviços técnicos especializados de acompanhamento, supervisão e apoio à
Administração dos Portos de Paranaguá e Antonina (APPA) na Fiscalização das Obras/Serviços de
Dragagem, Derrocagem, Reforma e Construção de Novos Trapiches e Recuperação Estrutural do Píer
Público de Granéis Líquidos, de acordo com as normas vigentes e demais condições presentes no
Termo de Referência e demais elementos anexados pelo setor requisitante.
A contratação se dará em 4 lotes, a seguir detalhados:
LOTE 1 EXECUÇÃO DE OBRAS DE DRAGAGEMDOS PORTOS DE PARANAGUÁ E ANTONINA
LOTE 2 EXECUÇÃO DE OBRAS DE DERROCAGEMDO MACIÇO ROCHOSO DAS PALANGANAS
LOTE 3 REFORMA E CONSTRUÇÃO DE NOVOS TRAPICHES
LOTE 4 RECUPERAÇÃO ESTRUTURAL DO PÍER PÚBLICO DE INFLAMÁVEIS";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;6712460.69;2991893.21;2020-09-23;2021-02-23;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;166643309;
13;2020;Licitação Presencial - Estatal;Homologado;"O presente procedimento licitatório tem por objeto contratação de empresa para a Execução
dos serviços de dragagem de aprofundamento junto aos novos dolfins de atracação e
amarração situados no extremo leste do cais comercial do Porto de Paranaguá visando
propiciar a atracação de navios da Classe Roll-on Roll-off, normalmente utilizados no
transporte de veículos por via marítima, de forma a estabelecer as dimensões e profundidades
previstas,conforme orientações deste Edital, Termo de Referência e demais elementos
anexos.";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;41185911.12;28205185.47;2020-09-16;2020-12-15;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;166572800;
14;2020;Licitação Presencial - Estatal;Homologado;O   presente   procedimento   licitatório   tem   por objeto   a Contratação   de empresa   paraelaboração de  ProjetoBásico  de  Engenharia  para  construção  de  6  (seis)  novos  trapiches  a serem  construídos  nas  comunidades  de  Piaçaguera,  Eufrasina,  Ilhado  Teixeira,  Amparo, Europinha e   VilaMaciel,   situados   na   área   de   influência   direta   da   dragagem   de aprofundamento  do  Porto  de  Paranaguá-PR,  de  acordo  com  asnormas  vigentes  e  demais condições presentes no Termo de Referência, este Edital e demais anexos.Os projetos desenvolvidos pela contratada serãoutilizadospela APPA para deflagrarlicitação específica  para  a  contratação  das obras,  programasambientais, serviçose  fornecimentos necessários para a construção dos trapiches.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;129662.87;102401.04;2020-10-28;2020-12-10;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;168058861;
15;2020;Licitação Presencial - Estatal;Homologado;"contratação  de  empresa especializada na prestação de serviços de Engenharia de Segurança do Trabalho e Higiene Ocupacional, visando a realização de apoio técnico na gestão e fiscalização de  Segurança  e  Saúde  no  Trabalho SST,  bem  como  no  desenvolvimento  das ferramentas de gestão, na elaboração dos programas obrigatórios e laudos técnicos de acordo com as exigências das normas regulamentadoras do Ministério do Trabalho e  demais  legislações  pertinentes,  de  acordo  com  as  normas  vigentes  e  demais condições  presentes no  Termo  de  Referência  e  demais  elementos  anexados  pelo setor requisitante.
Também  são  escopo  deste  Termo  de  Referência  a  realização  dos  treinamentos normativos  e  de  procedimentos  internos  aos  funcionários  da  Portos  do  Paraná, elaboração edesenvolvimento de ações dosPlanos de Emergência inerentesaáreade  SST,  como  Plano  de  Auxílio  Mutuo PAM,além  do apoio,  emconjunto  com  a ConsultoriaAmbiental, naelaboração e gestão d";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;4771304.80;3354325.00;2020-11-13;2021-03-01;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;167492428;
16;2020;Licitação Presencial - Estatal;Homologado;O  presente  procedimento  licitatório  tem  por objeto  a contratação  de  empresa especializada para realização dos monitoramentos ambientais relativos a campanha pós-dragagem de aprofundamento do Porto de Paranaguá.A  Contratada  será  responsável  pela  realização  dos  monitoramentos  ambientais  da etapa  pós-obra referente ao Programa  de  Determinação  e  Balanço  de  Sedimentos, previstos no âmbito da dragagem de aprofundamento do canal de navegação, acesso e berços do porto de Paranaguá, atendendo ao disposto na Licença de Instalação nº 1144/2016, no   Plano   Básico   Ambiental   (PBA)   das   obras,   bem   como   nas especificações contidas em Termo de Referência,de acordo com as normas vigentes e demais condições presentes no Termo de Referência, neste Edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;4377280.84;1249538.76;2020-11-18;2021-01-26;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;168141858;
17;2020;Licitação Presencial - Estatal;Homologado;Contratação  de  empresa especializada para prestar  serviços  de  auditoria  e  entrega  de  diagnóstico  em  ambiente  de  Tecnologia  da  Informação, sistemas  informatizados,  procedimentos  de  atendimento  de  usuários,  implementações  de  melhores práticas  para  otimização  de  gerenciamento  de  recursos  de  TI(ITIL)  e  governança  (COBIT).;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Técnica e Preço;660502.91;481756.80;2021-01-19;2021-02-17;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;158999358;
18;2020;Licitação Presencial - Estatal;Homologado;O presente procedimento licitatório tem por objeto  a Contratação de empresa especializada para  elaboração  de  projeto  básico  de  adequação e  modernização  da  iluminação  da  Faixa Portuária do  Porto  de  Paranaguá,  de  acordo  com  as  normas  vigentes  e  demais  condições presentes no Termo de  Referência,  neste  Edital e  demais  elementos  anexados  pelo  setor requisitante.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;48985.00;48900.00;2020-12-01;2021-01-22;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;168158629;
19;2020;Licitação Presencial - Estatal;Fracassado;O  presente  procedimento  licitatório  tem  por objeto  contrataçãoContratação  de empresa  de  Arquitetura  e/ou  Engenharia  para  elaboração  de  projetos  executivos complementares  e  realização  das  obras  de  reforma  da  sede  administrativa  da Administração  dos  Portos  de  Paranaguá  e  Antonina  (APPA),  conforme  projetos arquitetônicos e Termo de Referência. O contrato deverá ser executado de acordocom  asnormas  vigentes  e  demais  condições presentes  noTermo  de  Referência  e demais elementos anexados pelo setor requisitante.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;;;2020-11-27;;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;168401299;
20;2020;Licitação Presencial - Estatal;Homologado;O presente procedimento licitatório tem por objeto  a contratação de empresade Arquitetura e/ou Engenhariapara elaboração de projeto arquitetônico, projetos complementares e demais documentos  técnicos  para  a  construção  do  novo  edifício  almoxarifado  da  APPA,  conforme especificações doTermo de Referência e demais elementos anexados pelo setor requisitante;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;240507.95;195000.00;2020-12-16;2021-01-26;Avenida Ayrton Senna da Silva 161 Palacio Taguaré Dom Pedro II Paranaguá PR 83203800;;167366619;
21;2020;Licitação Presencial - Estatal;Homologado;O  presente  procedimento  licitatório  tem  por objeto  a Contratação  de  Empresa especializadana prestação de serviços de execução de programas de monitoramento, controle e prevenção ambientais vinculadosao processo de licenciamento ambiental da  APPApelo prazo de 30 meses, de  acordo  com  as  normas  vigentes  e  demais condições presentes no Termo de Referência, este Edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;28079885.91;14807542.91;2021-01-20;2021-04-15;Avenida Ayrton Senna da Silva 161 Palácio Taguaré Dom Pedro II Paranaguá PR 83203800;;168061870;
1;2020;Licitação Pública Internacional - BID;Homologado;Execução das  obras para implantação  do  Contorno  Norte  de Castro,  ligação  entre  as  rodovias  PR-151  e  PR-090,  com  uma  extensão  de 15,62 km incluindo as obras de arte especiais do Viaduto sobre a PR-151 com  27,00  metros  de  extensão, e da  ponte  sobre  o  Rio  Iapó com  320,60  metros  de extensão.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;112228758.93;78978622.85;2020-07-08;2020-10-21;Avenida Iguaçu 420 protocolo geral - térreo Rebouças Curitiba PR 80230902;;164950263;
3;2020;Licitação Pública Internacional - BID;Homologado;Execução  das  obras de  implantação da  Rodovia  Antônio Eduardo de  Brito (PR-160), entre  os  municípios  de  Imbaú  (km  238+192,  na  interseção  com  a  BR-376)  e  Reserva  (km  266+553),  com  uma extensão de 28,36 km, incluindo os contornos de Imbaú e José Lacerda além da Ponte sobre o Rio São Pedro.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;157183931.49;114299502.23;2021-01-05;2021-06-10;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;168175248;
3;2020;Licitação Pública Nacional - BID;Homologado;"Execução dos serviços de duplicação da rodovia PR-092, em Siqueira Campos, com
implantação de vias marginais entre o km 279 e 283 e melhorias nas interseções com a PR-424, PR-272 e acesso à Saltinho, com extensão total de 4 km.";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;51258041.98;42140412.01;2020-06-26;2021-05-27;;;165064631;
4;2020;Licitação Pública Nacional - BID;Homologado;CR8/2020DT - Execução  de obras de  tratamento  de  pontos  críticos na rodovia PR-151 com readequação da interseção e correção de curva entre o km 24,09 e o km 24,81, com extensão total de 0,722 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;4109653.21;3571310.10;2020-07-31;2020-12-17;Avenida Iguaçu 420 protocolo geral do DER Rebouças Curitiba PR 80230020;;166094089;
5;2020;Licitação Pública Nacional - BID;Homologado;Construção do Corpo de Bombeiros, com 5.849,51 metros quadrados, sito àRua Guará, n.º 354, Vila Residencial A, no Município de Foz do Iguaçu, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;23066802.50;19948431.82;2020-08-31;2020-12-09;;;161826731;
7;2020;Licitação Pública Nacional - BID;Cancelado;Contratação de empresa para construção do CRAS de Mato Rico, com área de 206,65m2, sito à Av. das Araucária s/n, no Município de Mato Rico/PR.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;822752.54;;2021-03-05;;;;161994545;
8;2020;Licitação Pública Nacional - BID;Homologado;Prestação de serviços técnicos de elaboração de projetos básicos e executivos de implantação de arquitetura e engenharia, instalações, fundações e estrutura, detalhamento de planilha orçamentária, bem como a. Execução da construção da Delegacia Cidadã, tipo III, com área de 1.791,23 m2 sito á Rua Eduardo Tadeu Milani, 260, Centro no município de Cascavel, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;6497180.15;7300000.00;2021-02-12;2021-05-24;;;165449070;
9;2020;Licitação Pública Nacional - BID;Homologado;Execução das obras de duplicação da rodovia PR-323, entre o município de Doutor Camargo, no km 174,2 e o km 180,5 (local da futura variante do rio Ivaí), através da implantação de nova pista, interseção em desnível, vias marginais, acostamentos, passeios e demais intervenções necessárias, numa extensão de 6,30 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;55594557.82;38363237.07;2020-10-29;2021-01-14;;;169204683;
15;2020;Licitação Pública Nacional - BID;Homologado;Execução das obras de Ampliação da Capacidade e Segurança da Rodovia PRC-280, no trecho (A): DIVISA PR/SC - ENTR. BR-153 (A) e no trecho (B) ENTR. BR-153 (B) - ENTR. BR-280 (MARMELEIRO) correspondentes aos segmentos definidos entre o km 0+000 ao km 5+940 e km 130+350 ao km 254+920 totalizando a extensão de 130,51 km. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;35032752.89;26865676.34;2020-12-11;2021-04-30;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;170356438;
16;2020;Licitação Pública Nacional - BID;Fase Certame;Elaboração de projetos executivos de implantação de arquitetura e engenharia, instalações, fundações e estrutura, detalhamento de planilha orçamentária  do Projeto Padrão do Centro de Referência de Assistência Social  - CRAS (FASE I) e Execução da Obra com área de 197,65 m2 sito á Rua José Pacheco s/n, Buriti - I   Abatiá, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;;;2021-04-29;;;;164792960;
17;2020;Licitação Pública Nacional - BID;Fase Certame;Elaboração de projetos executivos de implantação de arquitetura e engenharia, instalações, fundações e estrutura, detalhamento de planilha orçamentária  do Projeto Padrão do Centro de Referência de Assistência Social  - CRAS (FASE I) e Execução da Obra com área de 197,65 m2 sito á Rua Vereador Belino Pedro de Souza, Salto do Itararé,  Paraná. (FASE II).;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;877072.15;;2021-05-03;;;;164793389;
18;2020;Licitação Pública Nacional - BID;Homologado;Execução de Duplicação da Rodovia PR-323, implantação de duas interseções em desnível, implantação de vias marginais, acostamentos e passeios no trecho entre o AC. II UMUARAMA - ENTR. PR-468 (P/ MARILUZ) com extensão de 4,489 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;81807599.47;66127806.99;2020-12-17;2021-02-18;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;170792327;
19;2020;Licitação Pública Nacional - BID;Homologado;Contratação de empresa especializada para Construção do BATALHÃO DA POLICIA DA FRONTEIRA - BPFRON com área de 6940,49 m², situado à Rodovia PR 467, KM26 - ÁREA RURAL, no município de Marechal Cândido Rondon, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;27332692.18;32476703.94;2021-07-28;2021-10-27;;;170840640;
20;2020;Licitação Pública Nacional - BID;Deserto;Contratação de empresa especializada para construção da Delegacia Cidadã Padrão II com área de 1.633,00m2 sito à Rua Ministro Gabriel Passos esq com Rua Quatro Mártires no município de Guaíra, Paraná. . ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;5905884.51;;2021-04-05;;;;170993780;
21;2020;Licitação Pública Nacional - BID;Deserto;Prestação de serviços técnicos de elaboração de projetos básicos e executivos de reforma e ampliação de arquitetura e engenharia, contemplando instalações, fundações e estrutura, detalhamento de planilha orçamentária e execução de reforma e ampliação do 13º Batalhão de Policia Militar/1º/CRPM sito à Rua Primo Lourenço Tosin, 21, Bairro Novo Mundo, Curitiba, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;11251102.24;;2021-04-19;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230902;;169222355;
1;2020;Pregão Eletrônico;Homologado;Contratação de empresa para fornecimento de 1200 (mil e duzentos) rolos de Película para Identidade, em acetato fundido, 168 x 49 mm, rolo com 1000 (mil) unidades;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;504000.00;223200.00;2020-02-18;2020-04-15;www.licitacoes-e.com.br;;162941321;
2;2020;Pregão Eletrônico;Homologado;Kit de limpeza para calibre 12.;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2021-06-29;;Menor Preço;27799.59;27237.21;2020-05-25;2020-06-23;;;162836064;
3;2020;Pregão Eletrônico;Homologado;Aquisição de materiais para os setores de manutenção das Unidades Penais do DEPEN/PR.;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2021-07-28;;Menor Preço;230671.21;157423.41;2020-05-15;2020-07-01;http://www.licitacoes-e.com.br - ID.: 813629;;162670921;
4;2020;Pregão Eletrônico;Homologado;Aquisição de Equipamentos de Proteção Individual (EPI) e Resgate em Espaço Confinado, Equipamentos para Trabalhos com Eletricidade, Equipamentos para a Brigada de Emergência e Equipamentos de Proteção Individual de uso contínuo na CELEPAR para os trabalhadores que atuam em atividades e/ou áreas onde existe a indicação de uso, previsto no Programa de Prevenção de Riscos Ambientais da CELEPAR.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;193041.47;0.00;2020-04-29;2020-05-28;www.licitacoes-e.com.br;;161629952;
6;2020;Pregão Eletrônico;Homologado;"Contratação de serviço de montagem e desmontagem de mobiliário e de divisórias, ambos com embalagem protetiva, identificação de peças, transporte interno e organização em depósito, nas
instalações internas do Tribunal de Contas do Estado do Paraná -TCE-PR.";TCEPR-Tribunal do Contas do Estado do Paraná;Não;;;Menor Preço;245788.40;137999.60;2020-01-22;2020-01-29;www.comprasgovernamentais.gov.br;;804490;
7;2020;Pregão Eletrônico;Homologado;Papel Sulfite A4.;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2021-04-29;;Menor Preço;10223592.36;7667673.30;2020-03-18;2020-04-14;http://www.licitacoes-e.com.br - ID.: 806558;;162429175;
8;2020;Pregão Eletrônico;Homologado;MATERIAIS E EQUIPAMENTOS DE SEGURANÇA;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-02-24;;Menor Preço;14424954.89;8929431.60;2020-06-03;2021-02-17;http://www.licitacoes-e.com.br - ID.: 812254;;156949370;
9;2020;Pregão Eletrônico;Homologado;Contratação de pessoa jurídica, em lote único, para a renovação de seguro patrimonial multirrisco para cobertura dos bens imóveis, móveis e equipamentos nas dependências da Celepar.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;149173.20;28980.00;2020-02-13;2020-03-05;https://www.licitacoes-e.com.br;;163035740;
10;2020;Pregão Eletrônico;Homologado;Contratação de tecnologia da informação para fornecimento de Switch gerenciável nível 3, incluindo todos seus componentes, softwares, suporte técnico, manutenções e garantia pelo período de 48 (quarenta e oito) meses, em atendimento as necessidades da Administração dos Portos de Paranaguá e Antonina.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;1676766.42;651750.00;2020-01-31;2020-06-03;https://www.licitacoes-e.com.br;;159170799;
11;2020;Pregão Eletrônico;Cancelado;Contratação de empresa para a prestação de serviços de locação de veículos para atendimento das demandas da Administração dos Portos de Paranaguá e Antonina.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;;;2020-05-13;;https://www.licitacoes-e.com.br;;160779713;12 Mês(es)
12;2020;Pregão Eletrônico;Homologado;Arroz e Açúcar refinado;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2021-04-21;;Menor Preço;1131615.55;937074.41;2020-03-19;2020-04-03;http://www.licitacoes-e.com.br - ID.: 806296;;163142520;
13;2020;Pregão Eletrônico;Homologado;Fornecimento de reagentes para realização de exames de gasometria, com locação de equipamento.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;148100.04;103999.92;2020-01-30;2020-04-16;licitacoes-e.com.br;;161561754;1 Ano(s)
14;2020;Pregão Eletrônico;Homologado;Aquisição de Gases Medicinais para atendimento do HZN/HZS.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;410128.56;279860.08;2020-02-11;2020-07-01;licitacoes-e.com.br;;159700933;
15;2020;Pregão Eletrônico;Homologado;Contratação de pessoa jurídica para  ministrar  cursos de  capacitação  e  atualizaçãoIN COMPANY, na sede da Administração dos Portos de Paranaguá e Antonina.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;40465.60;11000.00;2020-01-31;2020-03-24;https://www.licitacoes-e.com.br;;161199710;
18;2020;Pregão Eletrônico;Cancelado;Prestação de serviços contínuos de MANUTENÇÃO PREVENTIVA, CORRETIVA E CALIBRAÇÃO POR VERIFICAÇÃO POR CHECAGEM XPERTCHECK PARA EQUIPAMENTO GENEXPERT, MARCA CEPHEID, INSTALADOS EM LABORATÓRIOS DA REDE DE TESTE RÁPIDO MOLECULAR PARA O DIAGNÓSTICO DA TUBERCULOSE NO PARANÁ  RTR-TB para atender a demanda dos Laboratórios da Rede de Tuberculose.;SESA-Secretaria de Estado da Saúde;Não;;;Menor Preço;202477.00;;2020-01-29;;www.licitacoes-e.com.br;;161238392;
19;2020;Pregão Eletrônico;Homologado;Contratação de empresa, em Lote único, para prestação de serviços continuados de limpeza, no Núcleo Regional de Paranaguá;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;67835.04;64296.00;2020-03-10;2020-05-22;www.licitacoes-e.com.br;;163204410;24 Mês(es)
20;2020;Pregão Eletrônico;Deserto;"Prestação de serviços contínuos de MANUTENÇÃO PREVENTIVA,
CORRETIVA E CALIBRAÇÃO POR VERIFICAÇÃO POR CHECAGEM
XPERTCHECK PARA EQUIPAMENTO GENEXPERT, MARCA CEPHEID,
INSTALADOS EM LABORATÓRIOS DA REDE DE TESTE RÁPIDO
MOLECULAR PARA O DIAGNÓSTICO DA TUBERCULOSE NO PARANÁ 
RTR-TB para atender a demanda dos Laboratórios da Rede de Tuberculose.";SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;202477.00;;2020-01-31;;www.licitacoes-e.com.br;;161238392;
21;2020;Pregão Eletrônico;Homologado;Contratação de empresa para fornecimento contínuo de doses de bebidas quentes (café em grão longo, chá sem açúcar, café com leite sem açúcar, chocolate quente com açúcar), através de comodato de máquinas de auto-serviço, com a opção de fornecimento de água quente sem custo, compreendendo instalação, abastecimento e manutenção preventiva e corretiva das máquinas, bem como o fornecimento de todos os insumos necessário;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;473040.00;400560.00;2020-03-24;2020-05-22;www.licitacoes-e.com.br;;162808206;
22;2020;Pregão Eletrônico;Homologado;ARTIGOS DE HIGIENE PESSOAL;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2021-09-24;;Menor Preço;3903821.09;2418953.07;2020-04-22;2020-08-28;;;163380030;
25;2020;Pregão Eletrônico;Homologado;a contratação de empresa especializada no serviço de transporte de encomendas de materiais biológicos, coletados pela Gerência de Saúde Animal em atendimentos aos programas sanitários implantados pela Adapar. Os envios dos materiais serão a partir da sede da Adapar em Curitiba/PR e das Unidades Regionais de Sanidade Agropecuárias (URS) de Londrina, Cascavel e Paranaguá, com destino aos Laboratórios Federais de Defesa Agropecuária - LFDA do Ministério da Agricultura, Pecuária e Abastecimento/MAPA, laboratórios credenciados e outras instituições que realizam diagnósticos de interesse à saúde animal, nos moldes das especificações do Termo de Referência nº 013/2019  GSA/DDA, anexo no EDITAL do PE 001/2020;ADAPAR-Agência de Defesa Agropecuária do Paraná;Não;;;Menor Preço;242335.33;104500.00;2020-02-07;2020-02-17;www.licitacoes-e.com.br;;159695980;
26;2020;Pregão Eletrônico;Homologado;PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA ESPECIALIZADA EM OPERAÇÃO DE LAVAGEM, CENTRIFUGAÇÃO E DE SECAGEM DE ARTIGOS DE VESTUÁRIO, CAMA, MESA, BANHO, COPA, COZINHA, PANO DE CHÃO, CALÇADOS E OUTRAS SIMILARES, COM FORNECIMENTO DE EPIs, EPCs E UNIFORMES;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2022-06-01;;Menor Preço;3251966.64;2940633.36;2021-02-02;2021-05-20;www.licitacoes-e.com.br;;155598859;12 Mês(es)
27;2020;Pregão Eletrônico;Homologado;CONTRATAÇÃO   DE   PRESTAÇÃO   DE   SERVIÇOS   DE   RECARGA,MANUTENÇÃO PREVENTIVA E CORRETIVA DE EXTINTORES, COM FORNECIMENTO DE PEÇAS, MATERIAIS E ACESSÓRIOS, INSPEÇÃO DE MANGUEIRAS E ESGUICHOS PARA HIDRANTES, INSTALAÇÃO DE PLACAS   DE   SINALIZAÇÃO,   INSTALAÇÃO   DE   ILUMINAÇÃO   DE EMERGÊNCIA, DOS SISTEMAS DE PREVENÇÃO CONTRA INCÊNDIO para o período de 12 (doze) meses.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;36735.95;27009.69;2020-02-06;2020-03-18;http://www.licitacoes-e.com.br/aop/index.jsp;;161305391;1 Ano(s)
28;2020;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE EMPRESA PARA CONCESSÃO DE LICENÇA DE USO DE SISTEMA/APLICATIVO DE GESTÃO PÚBLICA, COM ACESSO SIMULTÂNEO, IMPLANTAÇÃO E ATUALIZAÇÃO DE SOFTWARE pelo período de 12 meses;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;276640.00;140000.00;2020-02-06;2020-03-19;http://www.licitacoes-e.com.br/aop/index.jsp;;158597012;1 Ano(s)
29;2020;Pregão Eletrônico;Homologado;Gerenciamento eletrônico do abastecimento da frota de veículos da ferroeste.;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Não;;;Menor Preço;486024.90;486024.90;2020-02-11;2020-02-20;www.licitacoes-e.com.br;;163328046;
30;2020;Pregão Eletrônico;Homologado;Prestação de serviços de calibração, manutenção preventiva e corretiva com  fornecimento  de  peças,  acessórios  e  laudos  técnicos  em eletrocardiógrafos, pelo período de 12 meses.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;477900.00;369908.40;2020-02-07;2020-03-11;http://www.licitacoes-e.com.br/aop/index.jsp;;159222349;12 Mês(es)
31;2020;Pregão Eletrônico;Homologado;Materiais diversos ;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;93703.00;70151.51;2020-03-25;2020-07-03;http://www.licitacoes-e.com.br/aop/index.jsp;;163088312;
