numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
280;2023;Pregão Eletrônico;2455;2023;SEED - Secretaria de Estado da Educação
282;2023;Pregão Eletrônico;2909;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
283;2023;Pregão Eletrônico;3490;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
284;2023;Pregão Eletrônico;6545;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6547;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6548;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6549;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6550;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6552;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6553;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6555;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6556;2023;UEL - Universidade Estadual de Londrina
284;2023;Pregão Eletrônico;6557;2023;UEL - Universidade Estadual de Londrina
285;2023;Pregão Eletrônico;2916;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
286;2023;Pregão Eletrônico;3687;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
287;2023;Pregão Eletrônico;2740;2024;UEL - Universidade Estadual de Londrina
288;2023;Pregão Eletrônico;2685;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
289;2023;Pregão Eletrônico;2749;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
290;2023;Pregão Eletrônico;2688;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
291;2023;Pregão Eletrônico;3032;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
292;2023;Pregão Eletrônico;4025;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;4154;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;4159;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;4166;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;4178;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;4630;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;5195;2023;SUBPR-4CRPM - 4° Comando Regional da Polícia Militar - SESP
292;2023;Pregão Eletrônico;5289;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
292;2023;Pregão Eletrônico;5489;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
292;2023;Pregão Eletrônico;5490;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
292;2023;Pregão Eletrônico;5503;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
292;2023;Pregão Eletrônico;5505;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
292;2023;Pregão Eletrônico;5733;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;5791;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;5854;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;6066;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
292;2023;Pregão Eletrônico;6068;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
293;2023;Pregão Eletrônico;2903;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
294;2023;Pregão Eletrônico;6881;2023;UEL - Universidade Estadual de Londrina
295;2023;Pregão Eletrônico;2833;2023;SEED - Secretaria de Estado da Educação
295;2023;Pregão Eletrônico;2834;2023;SEED - Secretaria de Estado da Educação
295;2023;Pregão Eletrônico;2835;2023;SEED - Secretaria de Estado da Educação
295;2023;Pregão Eletrônico;2836;2023;SEED - Secretaria de Estado da Educação
295;2023;Pregão Eletrônico;2837;2023;SEED - Secretaria de Estado da Educação
297;2023;Pregão Eletrônico;3986;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
298;2023;Pregão Eletrônico;3727;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
299;2023;Pregão Eletrônico;2548;2023;SEEC - Secretaria de Estado da Cultura (Antigo SECC)
299;2023;Pregão Eletrônico;2864;2023;SEEC - Secretaria de Estado da Cultura (Antigo SECC)
300;2023;Pregão Eletrônico;2803;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
301;2023;Pregão Eletrônico;3629;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
301;2023;Pregão Eletrônico;3633;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
301;2023;Pregão Eletrônico;4704;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
301;2023;Pregão Eletrônico;6962;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
301;2023;Pregão Eletrônico;7685;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
301;2023;Pregão Eletrônico;2543;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
301;2023;Pregão Eletrônico;2549;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
302;2023;Pregão Eletrônico;6871;2023;UEL - Universidade Estadual de Londrina
302;2023;Pregão Eletrônico;6872;2023;UEL - Universidade Estadual de Londrina
302;2023;Pregão Eletrônico;6875;2023;UEL - Universidade Estadual de Londrina
302;2023;Pregão Eletrônico;6876;2023;UEL - Universidade Estadual de Londrina
302;2023;Pregão Eletrônico;6878;2023;UEL - Universidade Estadual de Londrina
305;2023;Pregão Eletrônico;2743;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2744;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2746;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2747;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2751;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2752;2023;SEED - Secretaria de Estado da Educação
305;2023;Pregão Eletrônico;2754;2023;SEED - Secretaria de Estado da Educação
306;2023;Pregão Eletrônico;6412;2023;UEL - Universidade Estadual de Londrina
306;2023;Pregão Eletrônico;6444;2023;UEL - Universidade Estadual de Londrina
306;2023;Pregão Eletrônico;6445;2023;UEL - Universidade Estadual de Londrina
307;2023;Pregão Eletrônico;2694;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
308;2023;Pregão Eletrônico;3207;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
309;2023;Pregão Eletrônico;3092;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
311;2023;Pregão Eletrônico;2613;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
312;2023;Pregão Eletrônico;2748;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
313;2023;Pregão Eletrônico;3913;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
314;2023;Pregão Eletrônico;2156;2023;SEAP - Secretaria de Estado da Administração e da Previdência
316;2023;Pregão Eletrônico;3057;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
317;2023;Pregão Eletrônico;2931;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
318;2023;Pregão Eletrônico;2566;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
319;2023;Pregão Eletrônico;3430;2023;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
320;2023;Pregão Eletrônico;1956;2024;UEM - Universidade Estadual de Maringá
322;2023;Pregão Eletrônico;2888;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
323;2023;Pregão Eletrônico;3059;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
324;2023;Pregão Eletrônico;2595;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
325;2023;Pregão Eletrônico;2653;2023;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
327;2023;Pregão Eletrônico;3531;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
328;2023;Pregão Eletrônico;2690;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
329;2023;Pregão Eletrônico;4792;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
331;2023;Pregão Eletrônico;3753;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
331;2023;Pregão Eletrônico;3755;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
331;2023;Pregão Eletrônico;3781;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
331;2023;Pregão Eletrônico;3782;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
335;2023;Pregão Eletrônico;2611;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
336;2023;Pregão Eletrônico;3062;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
337;2023;Pregão Eletrônico;1796;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
337;2023;Pregão Eletrônico;1797;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
338;2023;Pregão Eletrônico;6622;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
339;2023;Pregão Eletrônico;2616;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
341;2023;Pregão Eletrônico;2138;2023;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
342;2023;Pregão Eletrônico;4678;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
343;2023;Pregão Eletrônico;5035;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
344;2023;Pregão Eletrônico;2128;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
345;2023;Pregão Eletrônico;3485;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
347;2023;Pregão Eletrônico;3215;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
350;2023;Pregão Eletrônico;2116;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
351;2023;Pregão Eletrônico;2366;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
353;2023;Pregão Eletrônico;5196;2023;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
353;2023;Pregão Eletrônico;5197;2023;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
353;2023;Pregão Eletrônico;5198;2023;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
354;2023;Pregão Eletrônico;3404;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
356;2023;Pregão Eletrônico;2254;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
357;2023;Pregão Eletrônico;3701;2023;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
359;2023;Pregão Eletrônico;2241;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
360;2023;Pregão Eletrônico;3097;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
361;2023;Pregão Eletrônico;1591;2023;SEFA - Secretaria de Estado da Fazenda
362;2023;Pregão Eletrônico;2010;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
363;2023;Pregão Eletrônico;2589;2023;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
363;2023;Pregão Eletrônico;2591;2023;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
363;2023;Pregão Eletrônico;2594;2023;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
364;2023;Pregão Eletrônico;2231;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
365;2023;Pregão Eletrônico;4071;2023;IML-SESP - Instituto Médico Legal - SESP
365;2023;Pregão Eletrônico;4073;2023;IML-SESP - Instituto Médico Legal - SESP
366;2023;Pregão Eletrônico;3007;2023;PMPR-BOPE - Batalhão de Operações Policiais Especiais - SESP
366;2023;Pregão Eletrônico;3008;2023;PMPR-BOPE - Batalhão de Operações Policiais Especiais - SESP
367;2023;Pregão Eletrônico;2622;2023;SUBPR-2CRPM - 2° Comando Regional da Polícia Militar - SESP
368;2023;Pregão Eletrônico;2796;2023;SESP - Secretaria de Estado da Segurança Pública
370;2023;Pregão Eletrônico;2969;2023;SEED - Secretaria de Estado da Educação
370;2023;Pregão Eletrônico;2977;2023;SEED - Secretaria de Estado da Educação
371;2023;Pregão Eletrônico;3153;2024;UEM - Universidade Estadual de Maringá
372;2023;Pregão Eletrônico;2297;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
374;2023;Pregão Eletrônico;2137;2023;SUBPR-1CRPM - 1° Comando Regional da Polícia Militar - SESP
375;2023;Pregão Eletrônico;2190;2023;UEPG - Universidade Estadual de Ponta Grossa
378;2023;Pregão Eletrônico;2331;2023;UEPG - Universidade Estadual de Ponta Grossa
379;2023;Pregão Eletrônico;3375;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
381;2023;Pregão Eletrônico;3405;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
381;2023;Pregão Eletrônico;3408;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
381;2023;Pregão Eletrônico;3410;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
382;2023;Pregão Eletrônico;3543;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
382;2023;Pregão Eletrônico;1808;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
382;2023;Pregão Eletrônico;3383;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
383;2023;Pregão Eletrônico;3412;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
385;2023;Pregão Eletrônico;4053;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
386;2023;Pregão Eletrônico;1697;2023;CASA MILITAR - Casa Militar do Estado do Paraná
386;2023;Pregão Eletrônico;1698;2023;CASA MILITAR - Casa Militar do Estado do Paraná
387;2023;Pregão Eletrônico;1636;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
387;2023;Pregão Eletrônico;1637;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
388;2023;Pregão Eletrônico;2773;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
388;2023;Pregão Eletrônico;2774;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
389;2023;Pregão Eletrônico;2766;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
389;2023;Pregão Eletrônico;2767;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
390;2023;Pregão Eletrônico;1651;2023;UEPG - Universidade Estadual de Ponta Grossa
392;2023;Pregão Eletrônico;1853;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
393;2023;Pregão Eletrônico;3076;2023;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
394;2023;Pregão Eletrônico;3637;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
396;2023;Pregão Eletrônico;3965;2023;CEDEC - Coordenadoria Estadual de Defesa Civil
396;2023;Pregão Eletrônico;5092;2023;CEDEC - Coordenadoria Estadual de Defesa Civil
396;2023;Pregão Eletrônico;1499;2024;CEDEC - Coordenadoria Estadual de Defesa Civil
398;2023;Pregão Eletrônico;2245;2023;SUBPR-2CRPM - 2° Comando Regional da Polícia Militar - SESP
402;2023;Pregão Eletrônico;2497;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
403;2023;Pregão Eletrônico;2289;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
403;2023;Pregão Eletrônico;2301;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
403;2023;Pregão Eletrônico;2303;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
404;2023;Pregão Eletrônico;4012;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
405;2023;Pregão Eletrônico;1939;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
405;2023;Pregão Eletrônico;1940;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
407;2023;Pregão Eletrônico;2322;2023;SESP - Secretaria de Estado da Segurança Pública
407;2023;Pregão Eletrônico;2323;2023;SESP - Secretaria de Estado da Segurança Pública
409;2023;Pregão Eletrônico;2285;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
411;2023;Pregão Eletrônico;3686;2023;IML-SESP - Instituto Médico Legal - SESP
412;2023;Pregão Eletrônico;3414;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
412;2023;Pregão Eletrônico;3416;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
412;2023;Pregão Eletrônico;3417;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
412;2023;Pregão Eletrônico;3422;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
414;2023;Pregão Eletrônico;2472;2023;SUBPR-3CRPM - 3° Comando Regional da Polícia Militar - SESP
414;2023;Pregão Eletrônico;2479;2023;SUBPR-3CRPM - 3° Comando Regional da Polícia Militar - SESP
416;2023;Pregão Eletrônico;2454;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
416;2023;Pregão Eletrônico;2457;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
418;2023;Pregão Eletrônico;2343;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
419;2023;Pregão Eletrônico;3361;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
419;2023;Pregão Eletrônico;3367;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
419;2023;Pregão Eletrônico;3368;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
419;2023;Pregão Eletrônico;3369;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
420;2023;Pregão Eletrônico;3477;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
420;2023;Pregão Eletrônico;3500;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
420;2023;Pregão Eletrônico;3504;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
420;2023;Pregão Eletrônico;3507;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
421;2023;Pregão Eletrônico;3154;2023;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
423;2023;Pregão Eletrônico;2792;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
424;2023;Pregão Eletrônico;2288;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
426;2023;Pregão Eletrônico;3271;2023;PGE - Procuradoria Geral do Estado
428;2023;Pregão Eletrônico;3540;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;3668;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;3681;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;3842;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;3875;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;5802;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;5845;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;6021;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;6044;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;6142;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;6155;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;2181;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;2564;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;2748;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;2807;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;2877;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
428;2023;Pregão Eletrônico;3220;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
430;2023;Pregão Eletrônico;6889;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6890;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6891;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6892;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6893;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6894;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6895;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6897;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6898;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6899;2023;UEL - Universidade Estadual de Londrina
430;2023;Pregão Eletrônico;6900;2023;UEL - Universidade Estadual de Londrina
433;2023;Pregão Eletrônico;1473;2024;UEM - Universidade Estadual de Maringá
433;2023;Pregão Eletrônico;2082;2024;UEM - Universidade Estadual de Maringá
434;2023;Pregão Eletrônico;2729;2023;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
435;2023;Pregão Eletrônico;6887;2023;UEL - Universidade Estadual de Londrina
436;2023;Pregão Eletrônico;2253;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
436;2023;Pregão Eletrônico;2257;2023;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
437;2023;Pregão Eletrônico;2727;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
438;2023;Pregão Eletrônico;3529;2023;SEAP - Secretaria de Estado da Administração e da Previdência
438;2023;Pregão Eletrônico;3530;2023;SEAP - Secretaria de Estado da Administração e da Previdência
439;2023;Pregão Eletrônico;3897;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
439;2023;Pregão Eletrônico;3903;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
439;2023;Pregão Eletrônico;3904;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
439;2023;Pregão Eletrônico;3909;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
439;2023;Pregão Eletrônico;3914;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
441;2023;Pregão Eletrônico;2683;2023;IML-SESP - Instituto Médico Legal - SESP
441;2023;Pregão Eletrônico;2686;2023;IML-SESP - Instituto Médico Legal - SESP
441;2023;Pregão Eletrônico;2687;2023;IML-SESP - Instituto Médico Legal - SESP
441;2023;Pregão Eletrônico;2689;2023;IML-SESP - Instituto Médico Legal - SESP
442;2023;Pregão Eletrônico;5018;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5020;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5021;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5023;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5024;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5026;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5028;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5034;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5036;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5037;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
442;2023;Pregão Eletrônico;5040;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
444;2023;Pregão Eletrônico;3021;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
445;2023;Pregão Eletrônico;1771;2023;UEPG - Universidade Estadual de Ponta Grossa
445;2023;Pregão Eletrônico;1773;2023;UEPG - Universidade Estadual de Ponta Grossa
446;2023;Pregão Eletrônico;2572;2023;PMPR-BPFron - Batalhão de Polícia Militar de Fronteira - SESP
446;2023;Pregão Eletrônico;2573;2023;PMPR-BPFron - Batalhão de Polícia Militar de Fronteira - SESP
448;2023;Pregão Eletrônico;2706;2023;DER - Departamento de Estradas de Rodagem do Estado do Paraná
449;2023;Pregão Eletrônico;3366;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
449;2023;Pregão Eletrônico;3594;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
450;2023;Pregão Eletrônico;6134;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
451;2023;Pregão Eletrônico;2242;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;2244;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;2247;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;2249;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;2252;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;2255;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
451;2023;Pregão Eletrônico;6869;2023;UEL - Universidade Estadual de Londrina
453;2023;Pregão Eletrônico;2014;2023;UNIOESTE FOZ - Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu
455;2023;Pregão Eletrônico;2459;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
455;2023;Pregão Eletrônico;2460;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
455;2023;Pregão Eletrônico;2462;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
456;2023;Pregão Eletrônico;2094;2023;APPA - Administração dos Portos de Paranaguá e Antonina
