orgao;numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;quantidade;valorunitario
FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;1505;2024;Pregão Eletrônico (Lei Federal 14.133/2021);22;6522;30587;Materiais Especiais, Conjunto de cateter para drenagem externa ou pic, UNID. DE MEDIDA: Unitário;30.00;312.0000
IAT-Instituto Água e Terra (Antigo IAP);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9;8907;1576;Adoçante dietético, ASPECTO: Líquido, COMPOSIÇÃO: Sucralose, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, substâncias estranhas a sua natureza e não conter glúten, EMBALAGEM: Frasco plástico com bico dosador, tampa e lacre de segurança, PESO LÍQUIDO: 75ml (variação de +/- 10%), UNID. DE MEDIDA: Unitário;300.00;5.7000
IAT-Instituto Água e Terra (Antigo IAP);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);13;8910;1414;Chá, TIPO: Mate queimado, preparo instantâneo, SABOR: Natural, INGREDIENTES: Folhas e talos tostados de erva mate ilex paraguariensis, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Pacote com 500g, UNID. DE MEDIDA: Unitário;300.00;4.4400
IAT-Instituto Água e Terra (Antigo IAP);15;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;5901;2511;Filtro de linha, 3 tomadas, Bivolt, TENSÃO DE ALIMENTAÇÃO: 127/220v, POTÊNCIA MÁXIMA: 1270w (em 127v) 2200w (em 220v), PADRÃO: Tripolar (2 polos e terra), CABO: Comprimento entre 1,30M e 1,50m, COR: Cinza e/ou grafite, CARACTERÍSTICAS ADICIONAIS: Botão liga/desliga, led sinalizador de funcionamento, porta fusível com unidade reserva, UNID. DE MEDIDA: Unitário;400.00;15.4500
IAT-Instituto Água e Terra (Antigo IAP);15;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7;6101;45389;Pilha, TIPO: Alcalina, TAMANHO: Palito AAA, VOLTAGEM: 1,5V, EMBALAGEM: Original do fabricante, Cartela com 2 (duas) unidades, Conter dados de identificação  do produto e marca do fabricante, símbolo orientando destinação após o uso, UNID. DE MEDIDA: Cartela;200.00;2.4800
IAT-Instituto Água e Terra (Antigo IAP);15;2024;Pregão Eletrônico (Lei Federal 14.133/2021);23;6203;46676;Lâmpada, Tubular 120cm, LED T8, POTENCIA: 18 A 20W, TENSÃO: 127V - 220V (Bivolt), MEDIDIAS: Comprimento: 1200mm, Diâmetro: 30mm, Bulbo T8, BASE: G13, FLUXO LUMINOSO: Mínimo 1800 Lumens, Temperatura da Cor 6500K, Vida Útil Mínima 25.000 Horas, UNID. DE MEDIDA: Unitário;400.00;6.5000
IAT-Instituto Água e Terra (Antigo IAP);503;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8504;64144;Papel higiênico, TIPO: Rolo, folha simples de alta qualidade, gofrado, com picote e alta absorção, FRAGRÂNCIA: Neutra, COR: Branco, MEDIDA: 10cm x 60m (variação de +/- 2%), EMBALAGEM: Pacote com no mínimo 8 rolos, CARACTERÍSTICAS ADICIONAIS: Ausência de furos, rasgos, manchas, cheiro e quaisquer substâncias nocivas à saúde, UNID. DE MEDIDA: Unitário;4640.00;0.8600
IAT-Instituto Água e Terra (Antigo IAP);503;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8504;2577;Papel higiênico, TIPO: Gofrado, folha simples de alta qualidade, com picote e alta absorção, MEDIDA: Largura: 10cm, Comprimento: 30m (tolerância de 2%), FRAGRÂNCIA: Neutra, COR: Branco, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, EMBALAGEM: Rolo com 30m, CARACTERÍSTICAS ADICIONAIS: Ausência de furos, rasgos, manchas, cheiro ou quaisquer substâncias nocivas à saúde, UNID. DE MEDIDA: Unitário;7040.00;0.5200
IAT-Instituto Água e Terra (Antigo IAP);503;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8504;2458;Papel higiênico, APRESENTAÇÃO: Rolão, TIPO: Gofrado, alta absorção, sem picote, folha simples de boa qualidade, USO: Dispenser, MEDIDA: Largura: 10cm, Comprimento: 300m (tolerância de 2%), FRAGRÂNCIA: Neutra, COR: Branco, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, EMBALAGEM: Rolo com 300m, CARACTERÍSTICAS ADICIONAIS: Ausência de furos, rasgos, manchas, cheiro, partículas lenhosas, metálicas, fragmentos plásticos ou outras substâncias nocivas à saúde, UNID. DE MEDIDA: Unitário;7324.00;4.0000
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);33;7504;6103;Cola, TIPO: Bastão, COR: Branca, COMPOSIÇÃO: Éter de Poliglucosídeo, EMBALAGEM: Tubo com 40g, CARACTERÍSTICAS ADICIONAIS: Atóxica, lavável, UNID. DE MEDIDA: Unitário;150.00;1.4000
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);33;7504;6103;Cola, TIPO: Bastão, COR: Branca, COMPOSIÇÃO: Éter de Poliglucosídeo, EMBALAGEM: Tubo com 40g, CARACTERÍSTICAS ADICIONAIS: Atóxica, lavável, UNID. DE MEDIDA: Unitário;220.00;1.4000
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);41;7504;976;Fita adesiva, TIPO: Celofane, monoface, MATERIAL: Filme de celofane, adesivo à base de resina e borracha, COR: Transparente, DIMENSÃO: 25mm x 50m, EMBALAGEM: Rolo, UNID. DE MEDIDA: Unitário;200.00;1.5000
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);44;7504;1035;Grampeador, TIPO: De mesa, médio, MATERIAL: Corpo: Metálico, Base: Plástica, DIMENSÃO: 120x40x50mm (com variação de +/-10%), CAPACIDADE DE GRAMPEAMENTO: Até 20 folhas de papel 75g/m², TIPO DE GRAMPO: 26/6, EMBALAGEM: Caixa com 1 unidade, UNID. DE MEDIDA: Unitário;200.00;5.7500
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);52;7504;4469;Organizador de mesa, TIPO: Porta caneta, lembrete e clips, MODELO: Triplo, MATERIAL: Poliestireno, COR: Azul, cristal ou fumê, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;100.00;7.6200
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);63;6101;2471;Pilha Alcalina, TAMANHO: Palito AAA, VOLTAGEM: 1,5V, EMBALAGEM: Original do fabricante, Cartela com 4 (quatro) unidades, Conter dados de identificação do produto e marca do fabricante, símbolo orientando destinação após o uso, UNID. DE MEDIDA: Cartela;400.00;4.3400
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);72;7504;2525;Tesoura, TIPO: Forma anatômica, com ponta, USO: Geral, MATERIAL: Cabo: Polipropileno preto, Lâmina: Aço inoxidável, COMPRIMENTO: 21cm (variação de +/- 5%), UNID. DE MEDIDA: Unitário;150.00;3.6000
IAT-Instituto Água e Terra (Antigo IAP);546;2024;Pregão Eletrônico (Lei Federal 14.133/2021);74;7504;4427;Fita adesiva, TIPO: Celofane, monoface, MATERIAL: Filme de celofane, adesivo a base de resina e borracha, COR: Transparente, DIMENSÃO: Aproximadamente 48mmx50m, EMBALAGEM: Rolo, UNID. DE MEDIDA: Unitário;600.00;2.6000
IAT-Instituto Água e Terra (Antigo IAP);1036;2024;Pregão Eletrônico (Lei Federal 14.133/2021);17;7303;2426;Copo, TIPO: Descartável, USO: Água, APRESENTAÇÃO: Conter gravação em relevo, com características visíveis e de forma indelével: marca ou identificação do fabricante, capacidade do copo e o símbolo de identificação do material para reciclagem, MATERIAL: Resina termoplástica, com ou sem a incorporação de aditivos e/ou pigmentos, COR: Branco, CAPACIDADE: 180ml, MASSA MÍNIMA: 1,62g, FATOR DE CORREÇÃO: 0,0090g/ml, RESISTÊNCIA MÍNIMA: 0,8N, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, materiais estranhos, bolhas, rachaduras, furos, deformações, bordas afiadas ou rebarbas, EMBALAGEM: Pacote plástico com 100 unidades, UNID. DE MEDIDA: Unitário;3000.00;3.4900
IAT-Instituto Água e Terra (Antigo IAP);1060;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;7003;58328;Tablet, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;50.00;2681.9000
IAT-Instituto Água e Terra (Antigo IAP);1573;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;7104;72688;Armário, TIPO: Roupeiro com 4 Portas, MATERIAL: Aço, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;5.00;830.0000
IAT-Instituto Água e Terra (Antigo IAP);2043;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;7205;84222;Forno Micro-ondas, CAPACIDADE MÍNIMA: 32 litros, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;7.00;1298.8000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;16473;Carne, TIPO: Bovina, CORTE: Alcatra, em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;1250.00;24.9000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2018;Carne, TIPO: Bovina, CORTE: Alcatra sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;800.00;25.4900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21482;Carne, TIPO: Bovina, CORTE: Bisteca, fatiada, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;1550.00;21.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2035;Carne, TIPO: Bovina, CORTE: Charque dianteiro, peça, ASPECTO: Salgado, curado e dessecado, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, INGREDIENTES: Carne bovina e sal, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;615.00;37.4900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2019;Carne, TIPO: Bovina, CORTE: Contrafilé sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;650.00;26.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21090;Carne, TIPO: Bovina, CORTE: Costela desossada, em cubos, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;1385.00;15.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21104;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, em bife, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;1250.00;35.9000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2048;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;800.00;26.8000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2024;Carne, TIPO: Bovina, CORTE: Músculo sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;550.00;16.4900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;30782;Carne, TIPO: Bovina, CORTE: Paleta / Acém, em cubos, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, cor vermelho brilhante, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Quilograma;550.00;17.9500
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2047;Carne, TIPO: Bovina, CORTE: Patinho ou coxão mole, moída, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Cor vermelho brilhante, com no máximo 10% de gordura, com odor e sabor característicos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário;750.00;21.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2028;Carne, TIPO: Bovina, CORTE: Posta branca / Lagarto, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;500.00;22.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;16473;Carne, TIPO: Bovina, CORTE: Alcatra, em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;320.00;38.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2018;Carne, TIPO: Bovina, CORTE: Alcatra sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;200.00;31.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;21482;Carne, TIPO: Bovina, CORTE: Bisteca, fatiada, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;400.00;26.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2035;Carne, TIPO: Bovina, CORTE: Charque dianteiro, peça, ASPECTO: Salgado, curado e dessecado, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, INGREDIENTES: Carne bovina e sal, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;150.00;36.0000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2019;Carne, TIPO: Bovina, CORTE: Contrafilé sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;165.00;31.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;21090;Carne, TIPO: Bovina, CORTE: Costela desossada, em cubos, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;350.00;22.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;21104;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, em bife, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;350.00;32.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2048;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;200.00;28.8900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2024;Carne, TIPO: Bovina, CORTE: Músculo sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;150.00;23.5900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;30782;Carne, TIPO: Bovina, CORTE: Paleta / Acém, em cubos, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, cor vermelho brilhante, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Quilograma;150.00;21.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2047;Carne, TIPO: Bovina, CORTE: Patinho ou coxão mole, moída, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Cor vermelho brilhante, com no máximo 10% de gordura, com odor e sabor característicos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário;250.00;23.9900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2025;Carne, TIPO: Bovina, CORTE: Posta vermelha / Coxão duro, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;125.00;25.4900
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;10756;Posto, TIPO: Vigilante Armado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;13530.7400
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;301;10756;Posto, TIPO: Vigilante Armado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;13108.6600
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;301;19717;Posto, TIPO: Vigilante Desarmado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;2.00;13444.6200
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;301;12716;Posto, Vigilante desarmado, 12 x 36 horas, Todos os dias do mês, Noturno , CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;2.00;14518.2400
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;66368;Posto, Auxiliar de Manutenção Predial, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;1.00;4119.2000
IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;306;42852;Posto, Porteiro, 12x36 horas, diurno, Todos os dias do mês, CARACTERÍSTICAS ADICIONAIS: RISCO: CL 11.ª CCT, com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;1.00;8722.7600
II-SESP-Instituto de Identificação - SESP;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;19717;Posto, TIPO: Vigilante Desarmado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;13307.9800
II-SESP-Instituto de Identificação - SESP;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;12716;Posto, Vigilante desarmado, 12 x 36 horas, Todos os dias do mês, Noturno , CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;14370.6600
