numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
72;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE MEDICAMENTOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;447502.59;126479.60;2023-02-07;2023-03-13;www.bll.org.br.;;190125017;
73;2023;Pregão Eletrônico;Homologado;Prestação de serviços, não contínuos, eventuais e futuros, de fornecimento de alimentação para os Jogos Oficiais do Paraná/2023;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2024-05-02;;Menor Preço;30403818.00;23028020.00;2023-04-18;2023-04-27;http://www.licitacoes-e.com.br - ID.: 995227;;196738916;
74;2023;Pregão Eletrônico;Homologado;EVENTOS DE CAPACITAÇÃO DA SECRETÁRIA DA EDUCAÇÃO E DO ESPORTE, EM CURITIBA E FOZ DO IGUAÇU, NO DECORRER DO ANO DE 2.023;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2024-06-18;;Menor Preço;45151499.75;45151499.75;2023-04-18;2023-05-30;http://www.licitacoes-e.com.br - ID.: 994907;;196018875;1 Ano(s)
75;2023;Pregão Eletrônico;Fracassado;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS OPME;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;81183.20;;2023-02-08;;www.bll.org.br.;;197014032;
76;2023;Pregão Eletrônico;Homologado;Prestação de serviços para Realização de Exames Anatomopatologicos;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;100320.99;100320.99;2023-02-08;2023-03-24;www.bll.org.br.;;197402342;
77;2023;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de CARNE SUÍNA.;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2024-06-20;;Menor Preço;5335732.33;3645597.29;2023-04-11;2023-06-15;https://www.licitacoes-e.com.br;;199603868;
79;2023;Pregão Eletrônico;Homologado;Prestação de Serviço de Manutenção Preventiva, Corretiva e Calibração, com fornecimento/substituição de peças e acessórios em Equipamentos Médicos Hospitalares,;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;750899.36;456890.40;2023-02-08;2023-05-23;www.bll.org.br.;;194168870;
80;2023;Pregão Eletrônico;Homologado;Aquisição de  materiais de expediente.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Não;;;Menor Preço;182764.36;112197.90;2023-02-14;2023-04-25;http://www.comprasnet.gov.br;;0010282022;
81;2023;Pregão Eletrônico;Homologado;PRESTAÇÃO DE SERVIÇOS DE COLETA E ANÁLISE MICROBIOLÓGICA DE ÁGUA, ANÁLISE FÍSICO-QUÍMICA E ANÁLISE DE QUALIDADE DO AR EM PONTOS ESTRATÉGICOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;32674.72;32674.72;2023-02-08;2023-03-24;www.bll.org.br.;;195819491;1 Ano(s)
82;2023;Pregão Eletrônico;Homologado;CARNE BOVINA;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2024-05-21;;Menor Preço;18271010.72;12663763.74;2023-04-05;2023-05-15;www.licitacoes-e.com.br - ID 992631;;199699261;
83;2023;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a prestação de serviços de manutenção e locação de relógio ponto eletrônico biométrico, para atender a demanda do Hospital da Polícia Militar do Paraná, conforme especificações e quantidades definidas no Anexo I do presente Edital. Para o critério de disputa, será considerado o VALOR MÉDIO MENSAL, conforme as regras estabelecidas no Edital, as quais são de observância obrigatória. ;PMPR-HPM-Hospital da Polícia Militar - SESP;Não;;;Menor Preço;18598.80;11124.00;2023-03-01;2023-04-14;www.licitacoes-e.com.br (984469);;196588094;1 Ano(s)
85;2023;Pregão Eletrônico;Suspenso;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE PERSIANAS PARA A UEL.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;217500.00;;2023-04-12;;https://www.licitacoes-e.com.br/aop/index.jsp;;199391631;
86;2023;Pregão Eletrônico;Homologado;O objeto desta licitação é a execução de reparos no Colégio Estadual Santo Agostinho, sito à Rua Cascavel, 1600, Boqueirão, telefone 41 3286-4225, no Município de Curitiba, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;372622.11;313800.00;2023-02-14;2023-03-03;www.licitacoes-e.com.br;;196140093;1 Ano(s)
87;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, para atender a demanda do Hospital Regional de Telêmaco Borba HRTB.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;45600.00;24000.00;2023-02-09;2023-05-26;www.bll.org.br;;196081780;
88;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para prestação de serviço de coleta, transporte externo, inativação da carga microbiana e destinação final ambientalmente adequada dos resíduos de serviços de saúde RSS .;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Não;;;Menor Preço;1471553.47;1340609.97;2023-02-14;2023-03-20;http://www.comprasnet.gov.br;;0021482021;
89;2023;Pregão Eletrônico;Homologado;Aquisição de Fio de Sutura;SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;102716.56;88335.88;2023-03-20;2023-04-13;licitacoes-e.com.br - ID985612;;198466786;
90;2023;Pregão Eletrônico;Homologado;Registro de preços para futura e eventual contratação de empresa para fornecimento de acessórios ergonômicos e equipamentos de proteção individual.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2024-11-08;;Menor Preço;264164.08;151130.28;2023-05-30;2023-07-28;https://www.licitacoes-e.com.br;;199504282;
91;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO DE SISTEMA DE ALARME DE DETECÇÃO DE INCÊNDIO, COM FORNECIMENTO DE PEÇAS, MATERIAIS E ACESSÓRIOS, para atender a demanda da Escola de Saúde Pública do Paraná - ESPP.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;19180.67;19180.67;2023-02-09;2023-04-12;www.bll.org.br;;195917825;1 Ano(s)
92;2023;Pregão Eletrônico;Homologado;SERVIÇO DE EMPRESA ESPECIALIZADA NO GERENCIAMENTO DO ABASTECIMENTO DE COMBUSTÍVEIS DE VEÍCULOS POR POSTOS CREDENCIADOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;1217894.45;1156999.73;2023-03-07;2023-06-12;www.bll.org.br.;;190808424;
93;2023;Pregão Eletrônico;Homologado;LICITAÇÃO GLOBAL, para aquisição de CEREAIS E LEITES;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;44361.60;2448.00;2023-02-09;2023-02-27;www.bll.org.br;;194253230;
94;2023;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a aquisição de ferramenta forense de recuperação de dados de HDs e SSDs para equipar a Seção de Computação Forense da Polícia Científica do Paraná, conforme especificações e quantidades definidas no Anexo I do presente Edital. ;SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;186421.33;64800.00;2023-04-17;2023-05-19;www.licitacoes-e.com.br (993419);;192865565;
95;2023;Pregão Eletrônico;Homologado;Aquisição de tecidos utilizados na confecção de enxoval de pacientes e servidores do HUM pelo período de 6 meses, podendo ser prorrogado na forma legal;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;328283.00;211951.00;2023-02-14;2023-05-09;www.compras.gov.br;;19689944;
96;2023;Pregão Eletrônico;Fase Certame;Contratação de empresa especializada para confecção de impressos diversos, pelo período de seis meses, podendo ser prorrogado na forma legal.;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;25261.00;;2023-02-15;;www.compras.gov.br;;197692103;
97;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para realização de prestação de serviços na avaliação e seleção pré-cirúrgica de pacientes com indicação de cirurgia de implante coclear e acompanhamento de pacientes pós-cirúrgicos de implante coclear, pelo período de 12 meses, podendo ser prorrogado na forma legal.;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;41326.20;41326.20;2023-02-15;2023-03-02;www.compras.gov.br;;198171336;
98;2023;Pregão Eletrônico;Fase Certame;Contratação de empresa especializada para fornecimento de material de copa e cozinha diversos, pelo período de 6 meses, podendo ser prorrogado na forma legal;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;232446.88;;2023-02-16;;www.compras.gov.br;;194769660;
99;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para fornecimento de papeis de higiene descartáveis, a saber - papel toalha, lençol hospitalar e papel higiênico, pelo período de seis meses, podendo ser prorrogado na forma legal.;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;777672.75;415932.50;2023-03-02;2023-06-20;www.compras.gov.br;;197504129;
100;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para o fornecimento de pacotes de serviços padronizados e oficiais da fabricante HEWLETT PACKARD ENTERPRISE - HPE para Atualização de Versão, Suporte Técnico e Manutenção do Hardware Superdome X, 3PAR, Switches e licenciamento VMware OEM, em regime 24x7, pelo período de 30 meses, conforme requisitos e especificações constantes do Termo de Referência.;REPR-Receita Estadual do Paraná (Antigo CRE);Não;;;Menor Preço;2121460.00;2121460.00;2023-02-14;2023-02-22;http://www.licitacoes-e.com.br;;196805010;
101;2023;Pregão Eletrônico;Homologado;refrigeradores dupla função;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Sim;2024-06-19;;Menor Preço;14159053.17;6752400.00;2023-04-14;2023-06-02;http://www.licitacoes-e.com.br - ID.: 994120;;199573802;
102;2023;Pregão Eletrônico;Homologado;Aquisição de conjunto de portas metálicas de acesso de aeronaves ao Hangar 24 da Divisão de Transporte Aéreo da Casa Militar - DTA/CM, incluso sua instalação, conforme as condições e especificações contidas no Termo de Referência e seus anexos.;CASA MILITAR-Casa Militar do Estado do Paraná;Não;;;Menor Preço;194937.99;192000.00;2023-02-14;2023-02-28;https://www.licitacoes-e.com.br;;198727156;
103;2023;Pregão Eletrônico;Homologado;"AQUISIÇÃO DE DESINFETANTE HOSPITALAR
NÍVEL INTERMEDIÁRIO COM EQUIPAMENTOS EM COMODATO";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;51979.68;42480.00;2023-02-13;2023-04-20;www.bll.org.br.;;191274369;
104;2023;Pregão Eletrônico;Homologado;Material Médico Hospitalar;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;3062.50;3062.50;2023-02-13;2023-06-01;www.bll.org.br.;;196467483;
105;2023;Pregão Eletrônico;Homologado;Aquisição de Aquecedores de Água a Gás Natural Digital, utilizados para aquecimento de boilers;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;12299.80;12276.00;2023-03-29;2023-04-25;www.bll.org.br.;;188420893;
106;2023;Pregão Eletrônico;Deserto;Aquisição dos Elementos Filtrantes;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;7818.00;;2023-03-29;;www.bll.org.br;;194853947;
107;2023;Pregão Eletrônico;Fracassado;Gerador de Marcapasso Externo;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;37323.00;;2023-02-14;;www.bll.org.br.;;197857897;
108;2023;Pregão Eletrônico;Suspenso;"AQUISIÇÃO DE LICENÇAS DE SOFTWARE MICROSOFT OFFICE
365 E3, para atender a demanda do Hospital Regional de Guaraqueçaba, Hospital Regional do Litoral, Hospital Infantil Waldemar Monastier, Hospital Regional do Sudoeste Walter Alberto Pecoits, Hospital Regional do Norte Pioneiro, Hospital Dermatológico Sanitário, Centro
de Produção e Pesquisa de Imunobiológicos, Escola de Saúde Pública do Paraná, Hospital
Zona Sul - Eulalino Ignácio De Andrade, Hospital Zona Norte - Hospital Dr. Anísio Figueiredo,
Hospital Regional de Telêmaco Borba, Hospital Regional Centro-oeste, Hospital Regional
de Ivaiporã e Hospital Colonia Adauto Botelho.";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;;;2023-02-14;;www.bll.org.br;;194225709;
111;2023;Pregão Eletrônico;Homologado;Contratacao de empresa especializada para a para a construcao de muro nas adjacencias da Vila da Madeira sob responsabilidade do Porto de Paranagua incluindo materiais mao de obra e todos os equipamentos necessarios a perfeita execucao dos servicos sob responsabilidade do Porto de Paranagua conforme escopo especificacao de servicos e demais condicoes estabelecidas no termo de referencia projetos anexos e edital;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;594933.39;249000.00;2023-02-28;2023-03-30;https://www.licitacoes-e.com.br;;194582390;
112;2023;Pregão Eletrônico;Fracassado;Aquisição de Insumos para processamento de roupas hospitalares para atender a demanda do Hospital Regional de Guaraqueçaba - HRG.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;3927.70;;2023-06-27;;www.bll.org.br;;184051168;
113;2023;Pregão Eletrônico;Deserto;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE ODONTOLOGIA VETERINÁRIA PARA EQUINOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;26496.90;;2023-03-29;;www.bll.org.br.;;196630660;
114;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE SERVIÇOS DE HIGIENIZAÇÃO, HOTELARIA, CONSERVAÇÃO HOSPITALAR, JARDINAGEM, CAMAREIRA E AUXILIAR DE SERVIÇOS GERAIS, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS, INSUMOS, MATERIAIS E UTENSÍLIOS, para atender a demanda do Hospital Regional do Litoral.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;4773950.76;4330304.76;2023-02-15;2023-11-23;www.bll.org.br;;190420345;12 Mês(es)
115;2023;Pregão Eletrônico;Homologado;O objeto desta licitação é a execução de reparos no Colégio Estadual Machado de Assis, sito à Rua Vereador Eugênio G. de Oliveira, s/n, Natingui, Zona Rural, telefone 42 32779042, no Município de Ortigueira, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Maior Preço;368042.88;327489.00;2023-02-23;2023-03-09;www.licitacoes-e.com.br;;196132511;1 Ano(s)
116;2023;Pregão Eletrônico;Homologado;Locação de Arquibancadas Cobertas, Tendas, Barracas e Grades visando atender as necessidades da Academia Policial Militar do Guatupê.;PMPR-APMG-Academia Policial Militar do Guatupê - SESP;Não;;;Menor Preço;558000.00;428490.00;2023-03-02;2023-03-16;https://www.licitacoes-e.com.br ( ID 986262);;199244965;
117;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE CALIBRAÇÃO DE INSTRUMENTOS DE MEDIÇÃO, para atender a demanda do Centro de Produção e Pesquisa de Imunobiológicos.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;36815.00;16249.80;2023-03-17;2023-04-20;www.bll.org.br;;197000856;
118;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE VACINAS PARA EQUINOS, para atender a demanda do Centro de Produção e Pesquisa de Imunobiológicos.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;7135.20;7134.86;2023-02-15;2023-03-13;www.bll.org.br;;196837841;
119;2023;Pregão Eletrônico;Homologado;"Contratação de empresa especializada e qualificada, para prestação de serviço de Manutenção
Elétrica com fornecimento de materiais, conforme Laudo técnico e Planilha orçamentária apontamento
em auditoria contratada";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;52540.67;45440.00;2023-02-13;2023-04-14;www.bll.org.br.;;197050080;
120;2023;Pregão Eletrônico;Fase Certame;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de MEDICAMENTOS.;SESA-Secretaria de Estado da Saúde;Sim;;;Menor Preço;3604694.58;;2023-02-17;;www.licitacoes-e.com.br;;199038494;
122;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para o fornecimento de refeições prontas marmitas, incluindo o serviço de entrega, sob demanda, pelo período de 12 doze meses, para atender as necessidades da 3ª EsFAEP.APMG.;PMPR-APMG-Academia Policial Militar do Guatupê - SESP;Não;;;Menor Preço;977574.40;694936.00;2023-03-06;2023-03-16;https://www.licitacoes-e.com.br ( ID 987159);;199380060;
123;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE COFFEE BREAK PARA O CAMPUS E HU - UEL.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;444980.00;439900.00;2023-04-25;2023-05-19;www.licitacoes-e.com.br;;199391860;
124;2023;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 doze meses, para futura e eventual aquisição de MEDICAMENTOS  DEMANDA JUDICIAL 07;SESA-Secretaria de Estado da Saúde;Sim;2024-04-03;;Menor Preço;25889072.60;21353382.00;2023-02-17;2023-03-24;www.licitacoes-e.com.br;;199709500;
125;2023;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 doze meses, para futura e eventual aquisição de MEDICAMENTOS  DEMANDA JUDICIAL 09 RITUXIMABE;SESA-Secretaria de Estado da Saúde;Sim;2024-04-02;;Menor Preço;18047214.72;3831896.34;2023-02-17;2023-03-24;www.licitacoes-e.com.br;;199717146;
126;2023;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 doze meses, para futura e eventual aquisição de MEDICAMENTOS  DEMANDA JUDICIAL 08;SESA-Secretaria de Estado da Saúde;Sim;2024-05-08;;Menor Preço;674593.20;472241.80;2023-02-17;2023-04-25;www.licitacoes-e.com.br;;199841688;
127;2023;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a contratação de empresa especializada e homologada junto a Agência Nacional de Aviação Civil  - ANAC -, com o objetivo de prestar serviço de manutenção aeronáutica preventiva e corretiva, com fornecimento de peças e demais itens necessários para manter a aeronavegabilidade do helicóptero Robinson R44, matrícula PR-YFH, ano 2006 e helicóptero Robinson R44, matrícula PP-PRL, ano 2009 de acordo com o manual de manutenção da aeronave, para uma programação de 400 horas voadas por ano, para cada aeronave, e/ou 12 meses, e demais itens prescritos no Anexo I do presente Edital.;SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;660471.93;588446.90;2023-03-23;2023-05-08;licitacoes-e.com.br - ID985735;;196248153;1 Ano(s)
128;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para o Fornecimento de subscrições do SUSE Linux Enterprise Server, para execução em plataforma x86 e x86-64 de até 2 Sockets, uso de ilimitadas máquinas virtuais, com suporte Standard, para um período de 60 meses, conforme quantitativos, requisitos e especificações descritos no Termo de Referência.;REPR-Receita Estadual do Paraná (Antigo CRE);Não;;;Menor Preço;321871.05;259520.94;2023-04-14;2023-04-24;http://www.licitacoes-e.com.br;;196735305;
129;2023;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por lote, objetivando a contratação de empresa especializada em prestação de serviço de locação de impressoras de etiquetas e impressoras de pulseiras, com fornecimento de suprimentos de pulseiras, etiquetas ribbons para o Hospital Universitário do Oeste do Paraná - HUOP. ;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Não;;;Menor Preço;857724.00;545164.32;2023-03-08;2023-03-24;http://www.comprasnet.gov.br;;0017742021;
130;2023;Pregão Eletrônico;Homologado;Prestação de serviço especializado de manutenção preventiva e corretiva em microscópios em geral;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;28600.00;25690.00;2023-03-10;2023-05-03;;;196091467;
131;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada em serviço de Prestação de Serviços de Sistema de Comunicação PABX virtual em forma de software servidor disponível pela nuvem;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;10904.67;4399.00;2023-02-16;2023-11-24;www.bll.org.br.;;194226853;
132;2023;Pregão Eletrônico;Suspenso;AQUISIÇÃO DE FILTROS DE ÁREA LIMPA E AFINS, para atender a demanda do Centro de Produção e Pesquisa de Imunobiológicos.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;;;2023-02-17;;www.bll.org.br;;195335850;
133;2023;Pregão Eletrônico;Homologado;KIT TRANSDUTOR DE PRESSÃO  PAI com cabos em regime de comodato;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;240480.00;240279.60;2023-02-16;2023-06-06;www.bll.org.br.;;194559933;
134;2023;Pregão Eletrônico;Homologado;Medalhas;SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;13926.00;11189.00;2023-03-29;2023-04-12;www.licitacoes-e.com.br. ( ID 991829);;200029836;
135;2023;Pregão Eletrônico;Homologado;Contratação de Empresa Especializada para FORNECIMENTO DE MÃO DE OBRA E MATERIAIS PARA EXECUÇÃO DAS INSTALAÇÕES ELÉTRICAS, CONFORME OS PROJETOS EXECUTIVOS EXISTENTES, ESPECIFICAÇÕES CONTIDAS NO MEMORIAL DESCRITIVO E PLANILHAS ORÇAMENTÁRIAS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;186448.27;133380.78;2023-02-16;2023-07-17;www.bll.org.br.;;191701810;
136;2023;Pregão Eletrônico;Homologado;"Registro de Preços, pelo período de 12 meses, para futura e eventual aquisição de ÓRTESES,
PRÓTESES E MATERIAIS ESPECIAIS - OPME";SESA-Secretaria de Estado da Saúde;Sim;2024-07-10;;Menor Preço;20270520.69;17180775.71;2023-04-04;2023-06-29;http://www.licitacoes-e.com.br;;196637214;
137;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para fornecimento de copos descartáveis, pelo período de seis meses, podendo ser prorrogado na forma legal,;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;93575.00;76675.00;2023-02-23;2023-04-10;www.compras.gov.br;;198971451;
138;2023;Pregão Eletrônico;Homologado;Aquisição de Dispenser de papel higiênico rolo 300m;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;24262.92;13306.73;2023-02-17;2023-04-03;www.bll.org.br.;;196456740;
139;2023;Pregão Eletrônico;Homologado;Aquisição de gêneros alimentícios para atender a demanda do 4º Comando Regional de Polícia Militar no município de Ponta Grossa-PR, conforme quantidades e especificações técnicas descritas no Termo de Referência.;SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;72644.40;65162.94;2023-03-07;2023-03-30;https://www.licitacoes-e.com.br (ID 987569);;199736299;
140;2023;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de MEDICAMENTOS.;SESA-Secretaria de Estado da Saúde;Sim;2024-03-19;;Menor Preço;39285174.35;35318295.00;2023-02-23;2023-03-10;www.licitacoes-e.com.br;;199048015;
141;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE MEDICAMENTOS 03, para atender a demanda do Hospital de Dermatologia Sanitária do Paraná, Hospital Infantil Waldemar Monastier, Hospital Regional de Guaraqueçaba, Hospital Regional do Litoral, Hospital Regional do Norte Pioneiro, Hospital Regional do Sudoeste Walter Alberto Pecoits, Hospital Regional Zona Norte de Londrina, Hospital Regional Zona Sul de Londrina, Hospital Regional de Telêmaco Borba, Hospital Regional do Centro Oeste, Hospital Regional de Ivaiporã e Hospital Adauto Botelho.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;918051.92;324484.64;2023-02-17;2023-03-28;www.bll.org.br;;188058647;
142;2023;Pregão Eletrônico;Suspenso;contratação de empresa especializada, pelo período de 12 meses com possibilidade de prorrogação conforme legislação aplicável, para a cessão de mão de obra postos de trabalho, nas áreas de apoio higiene e limpeza, lavanderia e manejo e direcionamento de resíduos;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;7844311.56;;2023-02-27;;https://www.compras.gov.br;;197955384;
143;2023;Pregão Eletrônico;Homologado;"Contratação de Empresa Especializada para revisão, manutenção preventiva e corretiva do Sistema
de Para Raio  Sistema de Proteção Contra Descargas Atmosféricas  SPDA com fornecimento de
insumos, materiais e peças, para um período de doze meses";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;440136.00;276496.00;2023-02-17;2023-05-22;www.bll.org.br.;;196877681;
146;2023;Pregão Eletrônico;Fase Certame;Contratação de empresa especializada para fornecimento de REDE DE COMUNICAÇÃO DE DADOS SEM FIO  WIFI;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Não;;;Menor Preço;56272.80;;2023-02-17;;www.bll.org.br.;;197504021;
147;2023;Pregão Eletrônico;Homologado;PE UEL 16/23 - CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GLP - GÁS LIQUEFEITO DE PETRÓLEO - PARA O CAMPUS UEL;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;115650.00;88048.20;2023-04-19;2023-05-03;https://www.licitacoes-e.com.br/aop/index.jsp;;200189442;
148;2023;Pregão Eletrônico;Homologado;"A presente licitação tem por objeto a aquisição de Frascos de Hemocultura para atender a
demanda do laboratório do Hospital da Polícia Militar do Paraná";SESP-Secretaria de Estado da Segurança Pública;Não;;;Menor Preço;28112.00;28112.00;2023-03-10;2023-03-17;licitacoes-e.com.br - ID988248;;195062927;
149;2023;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 doze meses para futura e eventual aquisição de MEDICAMENTOS  DEMANDA JUDICIAL 08;SESA-Secretaria de Estado da Saúde;Sim;2024-03-28;;Menor Preço;14120920.95;10056850.65;2023-02-23;2023-03-23;www.licitacoes-e.com.br;;199058665;
150;2023;Pregão Eletrônico;Homologado;"Aquisição de Produtos Hortifrutigranjeiros, divididos em dois lotes, incluindo o serviço de entrega, os quais serão entregues parceladamente, conforme condições, quantidades, exigências e especificações estabelecidas no Termo de Referência, parte integrante deste Edital, para atender a demanda do restaurante do Palácio Iguaçu, no que diz respeito as refeições da Governadoria, além de receptivos
oficiais em almoços e jantares no Palácio Iguaçu.";CASA MILITAR-Casa Militar do Estado do Paraná;Não;;;Menor Preço;73766.45;38879.25;2023-02-23;2023-03-14;https://www.licitacoes-e.com.br;;198706086;
151;2023;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 meses, para futura e eventual aquisição de MEIOS DE CULTURA PRONTOS, SUPLEMENTOS, CORANTES E REATIVOS.;SESA-Secretaria de Estado da Saúde;Sim;2024-06-26;;Menor Preço;725423.29;443834.63;2023-04-11;2023-05-19;http://www.licitacoes-e.com.br;;196175237;
152;2023;Pregão Eletrônico;Homologado;A presente licitação tem por objeto Registro de Preços, pelo período de 12 meses, para futura e eventual aquisição de Kits e Insumos para Diagnostico em Virologia e Imunologia;SESA-Secretaria de Estado da Saúde;Sim;2024-05-08;;Menor Preço;70582.24;10655.58;2023-03-31;2023-05-02;licitacoes-e.com.br;;191652215;
