orgao;numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;quantidade;valorunitario
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);30;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;1202.00;25.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;7909;137;Escova, TIPO: De mão, sem alça e cabo, MATERIAL: Cerdas: Nylon, Base: Madeira, FORMATO: Oval, MEDIDA: 13cm x 7cm (variação de +/- 10%), UNID. DE MEDIDA: Unitário;350.00;2.4400
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7909;186;Escova TIPO: Sanitária, com suporte redondo, MATERIAL: Cabo e base em polipropileno, cerdas em nylon sintético ou polipropileno, FORMATO: Redondo, MEDIDA: Cerdas: Comprimento mínimo (saliente) de 2cm e espessura média de 0,60mm (variação +/- 10%), com fixação firme e resistente ao cabo, Base: Diâmetro de 13,5cm (variação +/- 10%), Cabo: Altura aproximadamente de 40cm (variação +/- 10%), UNID. DE MEDIDA: Unitário;350.00;3.1800
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7909;190;Escova, TIPO: De chão, com cabo, MATERIAL: Cerdas: Nylon rígido, Base: Cepa em madeira, medindo 30cm de comprimento, Cabo: Inclinado em madeira polida e tratada sem pintura, COMPRIMENTO TOTAL: 120cm (variação +/- 10%), UNID. DE MEDIDA: Unitário;200.00;5.5000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;7910;60;Balde, MATERIAL: Em plástico rígido com alça metálica, CAPACIDADE: 20 litros (variação de +/- 10%), COR: Escura, CARACTERÍSTICAS ADICIONAIS: Sem tampa, grande resistência ao impacto, UNID. DE MEDIDA: Unitário;150.00;9.8000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6;7910;61;Balde, MATERIAL: Em plástico rígido com alça metálica, COR: Escura, CAPACIDADE: 10 litros (variação de +/- 10%), CARACTERÍSTICAS ADICIONAIS: Sem tampa, grande resistência ao impacto, UNID. DE MEDIDA: Unitário;100.00;6.1000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;7910;64;Lixeira, TIPO: Sem tampa, USO: Escritório, MATERIAL: Polipropileno, MEDIDA: Altura: 25cm, Diâmetro: 25cm, COR: Preta, CAPACIDADE: 12 litros (variação de +/- 10%), UNID. DE MEDIDA: Unitário;300.00;16.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8;7910;66;Lixeira, TIPO: Fechada, com tampa, USO: Doméstico, MATERIAL: Polipropileno, COR: Escura, CAPACIDADE: 60 litros (variação de +/- 10%), UNID. DE MEDIDA: Unitário;100.00;28.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;7910;192;Desentupidor, TIPO: Manual, USO: Sanitário, MATERIAL: Bocal em borracha, medindo 10cm (variação de +/- 10%), cabo em madeira revestido em plástico, medindo 50cm (variação de +/- 10%), UNID. DE MEDIDA: Unitário;100.00;3.2500
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;7910;956;Pá, USO: Lixo, MATERIAL: Em polipropileno, com cabo curto, COR: Escura, MEDIDA: Comprimento: 275mm, Largura: 223mm, Altura: 70mm (variação de +/- 10%), UNID. DE MEDIDA: Unitário;80.00;1.4900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);13;7910;4368;Balde, MATERIAL: Em plástico rígido com alça metálica, CAPACIDADE: 15 litros (variação de +/- 10%), COR: Diversas, CARACTERÍSTICAS ADICIONAIS: Sem tampa, grande resistência ao impacto, UNID. DE MEDIDA: Unitário;50.00;6.7500
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;7910;10177;Lixeira, TIPO: Com tampa e abertura acionada por pedal, MATERIAL: Polietileno, FORMATO: Retangular, CAPACIDADE: 20 litros (variação de +/- 10%), DIMENSÃO APROXIMADA: Altura: 43,5cm, Largura: 26cm (variação de +/- 10%), COR: Branca, UNID. DE MEDIDA: Unitário;50.00;28.8400
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);17;7910;10178;Lixeira, TIPO: Com tampa e abertura acionada por pedal, MATERIAL: Polietileno, FORMATO: Retangular, CAPACIDADE: 40 litros (variação de +/- 10%), DIMENSÃO APROXIMADA: Altura: 56cm, Largura: 25cm (variação de +/- 10%), COR: Branca, UNID. DE MEDIDA: Unitário;50.00;59.7800
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);1026;2023;Pregão Eletrônico (Lei Federal 14.133/2021);21;7910;12642;Lixeira, TIPO: Com tampa, abertura acionada por pedal e cantos arredondados, MATERIAL: Polipropileno de alta resistência, CAPACIDADE: 100 litros (variação de +/- 10%), COR: Branca, UNID. DE MEDIDA: Unitário;80.00;116.9000
CCTG-Centro Cultural Teatro Guaira;22;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;8917;4094;Água mineral natural, CLASSIFICAÇÃO: Sem gás, EMBALAGEM: Garrafa plástica, com tampa rosqueável e lacre de segurança, constando a data de validade e demais exigências conforme legislação vigente, PESO LÍQUIDO: Entre 500 à 510ml, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, UNID. DE MEDIDA: Unitário;2640.00;0.8700
CCTG-Centro Cultural Teatro Guaira;22;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;8917;5340;Água mineral natural, CLASSIFICAÇÃO: Gaseificada, EMBALAGEM: Garrafa plástica, com tampa rosqueável e lacre de segurança, constando a data de validade e demais exigências conforme legislação vigente, PESO LÍQUIDO: Entre 500 à 510ml, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, UNID. DE MEDIDA: Unitário;720.00;1.1200
CCTG-Centro Cultural Teatro Guaira;53;2023;Pregão Eletrônico;25;7902;1586;Detergente líquido, USO: Remoção de gordura de louças, talheres, panelas e outros utensílios domésticos, QUALIDADE: Biodegradável, PRINCÍPIO ATIVO: Linear alquilbenzeno sulfonato de sódio, COMPOSIÇÃO: Tensoativo aniônico, glicerina, coadjuvante, conservante, sequestrante, espessante, fragrância e veículos, AROMA: Neutro, SOLUBILIDADE: Em água, MEDIDA DE PH: Entre 7,0 - 7,5, EMBALAGEM: Frasco plástico com 500ml, UNID. DE MEDIDA: Unitário;200.00;1.7400
CCTG-Centro Cultural Teatro Guaira;276;2023;Pregão Eletrônico;2;7205;84241;Micro-ondas, CAPACIDADE MÍNIMA: 27 litros, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;6.00;610.9700
CCTG-Centro Cultural Teatro Guaira;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;105;86691;Prestação de Serviços, TIPO: Confecção de Cordão Personalizado para Crachá, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;427.00;1.8600
CCTG-Centro Cultural Teatro Guaira;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;105;86692;Prestação de Serviços, TIPO: Confecção de Porta Crachá Personalizado, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;427.00;0.4000
CCTG-Centro Cultural Teatro Guaira;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;105;85882;Prestação de Serviços, Confecção de Crachá Personalizado, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;427.00;3.3800
CCTG-Centro Cultural Teatro Guaira;467;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7303;2426;Copo, TIPO: Descartável, USO: Água, APRESENTAÇÃO: Conter gravação em relevo, com características visíveis e de forma indelével: marca ou identificação do fabricante, capacidade do copo e o símbolo de identificação do material para reciclagem, MATERIAL: Resina termoplástica, com ou sem a incorporação de aditivos e/ou pigmentos, COR: Branco, CAPACIDADE: 180ml, MASSA MÍNIMA: 1,62g, FATOR DE CORREÇÃO: 0,0090g/ml, RESISTÊNCIA MÍNIMA: 0,8N, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, materiais estranhos, bolhas, rachaduras, furos, deformações, bordas afiadas ou rebarbas, EMBALAGEM: Pacote plástico com 100 unidades, UNID. DE MEDIDA: Unitário;1025.00;3.1200
CCTG-Centro Cultural Teatro Guaira;467;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7303;2426;Copo, TIPO: Descartável, USO: Água, APRESENTAÇÃO: Conter gravação em relevo, com características visíveis e de forma indelével: marca ou identificação do fabricante, capacidade do copo e o símbolo de identificação do material para reciclagem, MATERIAL: Resina termoplástica, com ou sem a incorporação de aditivos e/ou pigmentos, COR: Branco, CAPACIDADE: 180ml, MASSA MÍNIMA: 1,62g, FATOR DE CORREÇÃO: 0,0090g/ml, RESISTÊNCIA MÍNIMA: 0,8N, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, materiais estranhos, bolhas, rachaduras, furos, deformações, bordas afiadas ou rebarbas, EMBALAGEM: Pacote plástico com 100 unidades, UNID. DE MEDIDA: Unitário;600.00;3.1200
CCTG-Centro Cultural Teatro Guaira;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);26;8504;4597;Toalha de papel, APRESENTAÇÃO: Bobina, TIPO: Folha simples, USO: Dispenser auto corte, COMPOSIÇÃO: 100% fibras de celulose virgem, DIMENSÃO: Largura: 20cm, Comprimento: 200m (variação de +/- 10%), GRAMATURA: 27g/m² à 29g/m², CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;3252.00;11.0000
CCTG-Centro Cultural Teatro Guaira;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7003;95654;"Desktop, PLACA-MÃE (MOTHERBOARD): Deverá implementar: Função de registro de número de patrimônio em memória não volátil, Implementar mecanismo de proteção de gravação de número do patrimônio, Controle de permissão de acesso através de senhas, sendo uma para inicializar o computador e outra para ter acesso aos recursos de administração de BIOS, Controladoras de discos rígidos SATA e M.2: 2 (dois) ou mais dispositivos no padrão SATA, sendo pelo menos um de 6,0 Gb/s, 1 (um) ou mais dispositivos padrão M.2 PCIe Gen 3 (para disco SSD  Solid State Drive), Controladora USB com suporte a dispositivos externos: 3 (três) ou mais interfaces no padrão USB 2.0 ou superior, 3 (três) ou mais interfaces no padrão USB 3.2, ou superior, 1 (uma) ou mais interfaces no padrão USB Tipo C, A soma de todas as interfaces USB deverá permitir conectar 7 (sete) ou mais dispositivos diretamente, Controladora de áudio: 1 (uma) saída estéreo, 1 (uma) entrada de microfone, Ambas podem ser ofertadas numa só interface de áudio composto que permita uso simultâneo de entrada de microfone e saída estéreo (combo), Memória RAM: Possuir no mínimo 2 (dois) slots de memória DDR4, ou tecnologia superior, Permitir no mínimo expansão para 32 GB, ou valor superior, Módulo TPM (Trusted Platform Module) para criptografia das chaves do sistema: Integrado a placa-mãe (motherboard) e sem uso de conectores, de forma que não permita remoção do módulo, Implementação por chip dedicado, Versão 2.0 ou superior, O FABRICANTE deve ser registrado na ""Membership List"" do Trusted Computing Group (TCG), acessível pelo website https://trustedcomputinggroup.org/membership/member-companies/#cwy-members-list, ou endereço que o venha substituir, estando na categoria Promoter ou ""Contributor"", de forma a atestar que os seus equipamentos estão em conformidade com a especificação do TCG, A verificação do chip deve ser feita no endereço https://trustedcomputinggroup.org/membership/certification/tpm-certified-products/, ou endereço que o venha substituir, Slots PCIe: 1 (um) slot livre padrão PCIe X16, Gen 3 ou superior, Chipset: Deverá ser do mesmo fabricante do processador, Deverá suportar velocidade do barramento de comunicação com o processador ofertado, Operar com dois canais simultâneos (Dual Channel), BIOS, Deverá estar em conformidade como Padrão UEFI na versão 2.6 ou superior (uefi.org/specsandtesttools ou endereço que o venha substituir), O FABRICANTE deve ser registrado na Membership List do Unified Extensible Firmware Interface Forum, acessível pelo website www.uefi.org/members, ou endereço que o venha substituir, estando na categoria ""Promoters"" ou ""Contributors"", de forma a atestar que os seus equipamentos estão em conformidade com a especificação UEFI, Deverá ser desenvolvida pelo fabricante do equipamento ou este deverá ter direitos (COPYRIGHT) sobre esta BIOS, Deverá ser apresentada declaração do FABRICANTE da BIOS que o fabricante do equipamento possui livre direito de edição sobre a BIOS, garantindo assim manutenção (adaptações, correções) do equipamento adquirido, Deverá prover suporte à SMBIOS, ACPI, atualização e configuração da BIOS, Suporte do recurso PXE (Pre-boot Execution Environment) e WOL (Wake on LAN), Deverá possuir interface gráfica e diagnóstico dos componentes do equipamento, quando necessário intervenção do suporte técnico, A data da versão da BIOS deverá ser igual ou superior a 1º de julho de 2023, Deverá possuir alto-falante interno para indicar possíveis erros de hardware, PROCESSADOR DE 64 BITS: Arquitetura ""desktop"", Plataforma Intel Core ou AMD Ryzen: O processador ofertado deve possuir desempenho mínimo conforme avaliação do software Performance Test da Passmark, A comprovação deverá ser específica para o equipamento que está sendo ofertado, Só será aceito processador lançado a partir do primeiro trimestre de 2023 (Q1 2023), comprovado através do site do FABRICANTE do processador, Dissipador e ventilador (cooler) do mesmo fabricante do processador ou homologado pelo fabricante do equipamento de acordo com as recomendações do fabricante do processador, INTERFACE DE REDE INTERNA: Ethernet com velocidades 10/100/1000 Base-T/Tx: Implementar as funções Wale-On-LAN (WOL) e PXE 2.0, Auto-negotiation (suporte a negociação automática de velocidade, modos Half/Full duplex e inversão de pares de TX/RX), Conector RJ-45, CONTROLADORA DE VÍDEO: Placa de vídeo on-board, 2 (duas) saídas digitais, podendo ser padrão HDMI ou DisplayPort, Suporte simultâneo a 2 monitores, Resolução mínima 3.840 x 2.160 pixeis, na saída de vídeo digital, Compatível com a tecnologia DirectX 12, ou superior, Compatível com a tecnologia OpenGL 4.5, ou superior, MEMÓRIA RAM: DDR4, 3.200 MT/s ou superior, 2 (dois) módulos de 8 GB, totalizando 16 GB, Os pentes de memória devem ser homologados pelo fabricante do equipamento ofertado, UNIDADE DE ARMAZENAMENTO SSD: Tecnologia M.2 PCIe NVMe Gen 3, Capacidade de armazenamento de 256 GB, Velocidade de leitura mínima de 2.200 MB/s, Velocidade de gravação mínima de 1.500 MB/s, GABINETE: Com slot de segurança furado no próprio gabinete para tranca tipo ""Kensington"", ou similar, que trave todas as partes do gabinete, Sensor de intrusão com gerador de alertas, Deve também implementar a geração de logs de intrusão e gravar na BIOS, 7 (sete) ou mais interfaces padrão USB, sendo no mínimo 2 (duas) frontais, Uma das interfaces USB deve ser Tipo C, Conector(es) de entrada e saída de áudio 3,5 mm, sendo aceita interface tipo combo, Fonte interna Bivolt (127 V e 220 V): Com correção de fator de potência ativo, Eficiência de mínima de 90%, 92% e 89% em regimes de carga de 20%, 50% e 100% da capacidade de carga equivalente à certificação 80 PLUS PLATINUM e verificável no endereço https://www.clearesult.com/80plus/ ou outro endereço que o venha substituir, devendo constar no site o nome do fabricante e o modelo da fonte do equipamento ofertado, Caso a PROPONETE não tenha na sua linha do produto ofertado fonte certificada 80 PLUS PLATINUM, será aceita fonte com eficiência de mínima de 87%, 90% e 87% em regimes de carga de 20%, 50% e 100% da capacidade de carga equivalente a certificação 80 PLUS GOLD e verificável no endereço https://www.clearesult.com/80plus/ ou outro endereço que o venha substituir, devendo constar no site o nome do fabricante e o modelo da fonte do equipamento ofertado, Todas as conexões internas à placa-mãe e aos periféricos devem ser feitas diretamente, sem uso de adaptadores ou extensores, Com capacidade de suportar os componentes solicitados, Cabo de força NBR-14.136 com no mínimo 1,8 m de comprimento, Volume máximo de 8.500 cm3 (altura x largura x profundidade), ou 8,5 litros, Admite-se que o volume possa exceder até 5,0% o volume máximo solicitado, O gabinete deverá possuir em seu corpo, o modelo, o número de série e/ou etiqueta de serviço que identifique unicamente o equipamento perante o FABRICANTE, As informações deverão possibilitar acesso à configuração de fábrica, obtenção de drivers atualizados, correções de problemas, firmwares e outras informações para bom funcionamento do equipamento, O gabinete deverá ter rigidez suficiente para suportar a colocação do monitor ofertado, quando estiver em posição horizontal, Não serão aceitos gabinetes de MiniPC com fontes externas, PERIFÉRICOS: Mouse ótico com resolução de 1000 dpi, 2 (duas) teclas, dispositivo de rolagem (scroll), interface USB e com mouse pad, Teclado com interface USB, padrão ABNT2, resistente a respingos ou derramamento acidental de líquidos, O comprimento mínimo dos cabos do teclado e do mouse deve ser de 1,8 m, sem uso de adaptadores ou extensões, Mouse e teclado deverão, obrigatoriamente, ser do mesmo FABRICANTE do equipamento fornecido, Será aceito o regime de OEM (Original Equipment Manufacturer), desde que devidamente comprovado pelo FABRICANTE, Possuir a mesma tonalidade do gabinete (cor), não sendo aceito o emprego de mouses e teclados de livre comercialização no mercado, Devem ter a logomarca do FABRICANTE do desktop no corpo de ambos os dispositivos, gravados em baixo-relevo, Serão aceitos, como alternativa, que ambos dispositivos impressão a laser ou serigrafia, Nesse caso deverá ser demonstrado através de certificado de qualidade que a gravação resistirá no corpo dos acessórios durante o período de garantia, O mouse pad pode ser de livre comercialização, Cabos de segurança padrão ""Kensington"" ou similar: 1 (um) cabo de segurança com cadeado ou fechadura com chave que permita travar dois equipamentos, ou seja, com uma trava para o desktop e uma outra trava para o monitor, sem adaptações ou 2 (dois) cabos de segurança com cadeado ou fechadura com chave, ou seja, um cabo para o desktop e outro cabo para o monitor, CARACTERÍSTICAS ADICIONAIS: Compatibilidade, sistema operacional, certificações, requisitos de qualidade, garantia, manuais, drivers, acessórios e demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário";40.00;2753.1800
CCTG-Centro Cultural Teatro Guaira;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7003;95762;Monitor, ESPECIFICAÇÃO: LCD com dimensão de 21 polegadas, ou superior, Tecnologia de iluminação LED, Resolução nativa de 1920 x 1080 pixels, ou resoluções superiores, Luminância de 250 nit ou 250 cd/m2, ou superior, Entrada digital DisplayPort ou HDMI, do mesmo tipo que a saída de vídeo principal do desktop, Botões e controles: Botão liga/desliga, Botões para ajustes de brilho contraste e nitidez, independentes ou tipo 'JOG' (múltiplas posições para emular as funções solicitadas), Os controles podem ser auxiliados por recurso de tela (OSD), Fonte Interna bivolt (127 V e 220 V) com ajuste automático de tensão, Gabinete com slot para tranca de segurança tipo 'Kensington', ou similar, Pedestal: Pedestal nativo com regulagem de inclinação frontal de -2 graus a +15 graus, Regulagem de altura de 100 mm, ou superior, O gabinete deverá possuir em seu corpo o modelo, o número de série e/ou etiqueta de serviço que identifique unicamente o equipamento perante o fabricante, As informações deverão possibilitar acesso à configuração de fábrica, obtenção de drivers atualizados, correções de problemas, firmwares e outras informações para bom funcionamento do equipamento, Em relação à qualidade da tela, a norma ISO 13.406-2 admite dois pixeis apagados (dead pixels) por um milhão de pixeis para monitores de Classe II, norma adotada como requisito de qualidade pelos fabricantes de monitores domésticos e corporativos, Deverá ser fornecido cabo de força NBR NBR-14.136, sem adaptações, Deverá ser fornecido cabo de vídeo compatível com a saída de vídeo digital ofertada, sem adaptações, Os cabos de força e de vídeo deverão ter no mínimo 1,8 m de comprimento., UNID. DE MEDIDA: Unitário;40.00;532.0000
CCTG-Centro Cultural Teatro Guaira;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;208;95797;Prestação de Serviços, TIPO: Garantia de 60 (sessenta) meses on-site, para monitor, UNID. DE MEDIDA: Unitário;40.00;130.0000
CCTG-Centro Cultural Teatro Guaira;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;208;95645;Prestação de Serviços, TIPO: Garantia de 60 (sessenta) meses on-site, UNID. DE MEDIDA: Unitário;40.00;296.0000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;7303;2624;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1 litro, MODELO: Lisa, MATERIAL: Corpo plástico, ampola de vidro, COR: Preta, branca ou azul escuro, CARACTERÍSTICAS ADICIONAIS: Com alça, UNID. DE MEDIDA: Unitário;20.00;33.9000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8;7303;2624;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1 litro, MODELO: Lisa, MATERIAL: Corpo plástico, ampola de vidro, COR: Preta, branca ou azul escuro, CARACTERÍSTICAS ADICIONAIS: Com alça, UNID. DE MEDIDA: Unitário;20.00;33.9000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9;7303;3260;Garrafa térmica, TIPO: Com torneira, CAPACIDADE: 4 litros, MODELO: Lisa, com tampa rosqueável, MATERIAL: Polipropileno, COR: Azul, CARACTERÍSTICAS ADICIONAIS: Com alça na parte superior, torneira desmontável, pés retráteis e boca larga, UNID. DE MEDIDA: Unitário;6.00;47.5000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;7303;3260;Garrafa térmica, TIPO: Com torneira, CAPACIDADE: 4 litros, MODELO: Lisa, com tampa rosqueável, MATERIAL: Polipropileno, COR: Azul, CARACTERÍSTICAS ADICIONAIS: Com alça na parte superior, torneira desmontável, pés retráteis e boca larga, UNID. DE MEDIDA: Unitário;6.00;47.5000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;7303;3248;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1,8 litros, MODELO: Lisa, MATERIAL: Corpo com revestimento em aço inox, ampola de vidro e tampa em polipropileno, CARACTERÍSTICAS ADICIONAIS: Com alça , UNID. DE MEDIDA: Unitário;10.00;56.9500
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;7303;3248;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1,8 litros, MODELO: Lisa, MATERIAL: Corpo com revestimento em aço inox, ampola de vidro e tampa em polipropileno, CARACTERÍSTICAS ADICIONAIS: Com alça , UNID. DE MEDIDA: Unitário;10.00;56.9500
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);13;7303;28869;Xícara para Chá com Pires, MATERIAL: Porcelana, CAPACIDADE: Mínima de 200ml, CARACTERÍSTICAS ADICIONAIS: Liso, Sem Qualquer Tipo de Defeito, UNID. DE MEDIDA: Unitário;72.00;10.2000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);14;7303;28869;Xícara para Chá com Pires, MATERIAL: Porcelana, CAPACIDADE: Mínima de 200ml, CARACTERÍSTICAS ADICIONAIS: Liso, Sem Qualquer Tipo de Defeito, UNID. DE MEDIDA: Unitário;72.00;10.2000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;7303;50390;Peneira de malha fina para chá- coador tela inox, aro e cabo em aço inox com 7 cm de diâmetro. Dimensões: 210x70x70 mm, CARACTERÍSTICAS ADICIONAIS: tamanho e medidas aproximadas aceitando-se variação de 10%, UNID. DE MEDIDA: Unitário;10.00;4.1000
CEDEC-Coordenadoria Estadual de Defesa Civil;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);18;7303;3399;Açucareiro, MATERIAL: Totalmente em aço inox, com acabamento em brilho, CAPACIDADE: 300 g, DIÂMETRO: 8 cm, ALTURA: 8 cm, CARACTERÍSTICAS ADICIONAIS: Com tampa, basculante fixa, alças, lateral e colher em aço inox, UNID. DE MEDIDA: Unitário;10.00;25.7500
CEDEC-Coordenadoria Estadual de Defesa Civil;396;2023;Pregão Eletrônico;1;2304;56236;Caminhão, Tipo Auto Bomba Tanque, Equipamentos, Acessórios, Grafismo e Plotagem padrão PMPR, Sinalização Visual e Acústica, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;20.00;809994.2400
CEDEC-Coordenadoria Estadual de Defesa Civil;396;2023;Pregão Eletrônico;1;2304;56236;Caminhão, Tipo Auto Bomba Tanque, Equipamentos, Acessórios, Grafismo e Plotagem padrão PMPR, Sinalização Visual e Acústica, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;10.00;809994.2400
CEDEC-Coordenadoria Estadual de Defesa Civil;449;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;7504;58074;Caneta Metálica Personalizada, Acondicionada em Estojo, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1000.00;3.2000
CEDEC-Coordenadoria Estadual de Defesa Civil;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);30;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;124.00;25.0000
CEDEC-Coordenadoria Estadual de Defesa Civil;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);31;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;5124.00;25.0000
