numprocesso,objeto,orgao,datahomologacao,registrodepreco,tempoprazocontrato,valor_estimado,valor_ou_desconto_homologado,dataabertura,datahomologacao__dup1,adesao_ata_srp-2025__qtd_registros,adesao_ata_srp-2025__sum_lote_num,adesao_ata_srp-2025__mean_lote_num,adesao_ata_srp-2025__sum_classeitem_num,adesao_ata_srp-2025__mean_classeitem_num,adesao_ata_srp-2025__sum_numeroitem_num,adesao_ata_srp-2025__mean_numeroitem_num,adesao_ata_srp-2025__sum_item_num,adesao_ata_srp-2025__mean_item_num,adesao_ata_srp-2025__sum_quantidade_num,adesao_ata_srp-2025__mean_quantidade_num,adesao_ata_srp-2025__sum_valorunitario_num,adesao_ata_srp-2025__mean_valorunitario_num,alteracoes_ata_srp-2025__qtd_registros,contratos-2025__qtd_registros,contratos-2025__sum_numcontrato_num,contratos-2025__mean_numcontrato_num,contratos-2025__sum_anocontrato_num,contratos-2025__mean_anocontrato_num,empresas_participantes-2025__qtd_registros,empresas_participantes-2025__sum_nrlote_num,empresas_participantes-2025__mean_nrlote_num,empresas_participantes-2025__sum_cnpjcpfparticipante_num,empresas_participantes-2025__mean_cnpjcpfparticipante_num,empresas_participantes-2025__sum_razaosocialnomeparticipante_num,empresas_participantes-2025__mean_razaosocialnomeparticipante_num,empresas_participantes-2025__sum_valorpropostolote_num,empresas_participantes-2025__mean_valorpropostolote_num,itens-2025__qtd_registros,itens-2025__sum_nrlote_num,itens-2025__mean_nrlote_num,itens-2025__sum_classeitem_num,itens-2025__mean_classeitem_num,itens-2025__sum_numeroitem_num,itens-2025__mean_numeroitem_num,itens-2025__sum_item_num,itens-2025__mean_item_num,itens-2025__sum_quantidade_num,itens-2025__mean_quantidade_num,itens-2025__sum_valor_estimado_unitario_num,itens-2025__mean_valor_estimado_unitario_num,itens-2025__sum_valor_ou_desconto_homologado_unitario_num,itens-2025__mean_valor_ou_desconto_homologado_unitario_num,lotes-2025__qtd_registros,lotes-2025__sum_nrlote_num,lotes-2025__mean_nrlote_num,lotes-2025__sum_valor_estimado_num,lotes-2025__mean_valor_estimado_num,lotes-2025__sum_valor_ou_desconto_homologado_num,lotes-2025__mean_valor_ou_desconto_homologado_num,orgaos_participantes-2025__qtd_registros,orgaos_participantes-2025__sum_nrlote_num,orgaos_participantes-2025__mean_nrlote_num,orgaos_participantes-2025__sum_classeitem_num,orgaos_participantes-2025__mean_classeitem_num,orgaos_participantes-2025__sum_numeroitem_num,orgaos_participantes-2025__mean_numeroitem_num,orgaos_participantes-2025__sum_item_num,orgaos_participantes-2025__mean_item_num,orgaos_participantes-2025__sum_quantidadeprevista_num,orgaos_participantes-2025__mean_quantidadeprevista_num,publicidade-2025__qtd_registros,_filtro_obras_aplicado,anomaly_score,is_anomalous
2,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra da Unidade Nova Escolar - UNV GRALHA AZUL, situada à Avenida Portugal, 3623, Bairro Nações, fone do NRE da Área Metropolitana Sul 41 3277-7353, no Município de Fazenda Rio Grande, Estado do Paraná, com desenvolvimento dos projetos em plataforma BIM.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,nan,Não,nan,25728276.11,nan,2025-04-25,nan,,,,,,,,,,,,,,,4.0,2636.0,659.0,8100.0,2025.0,8.0,12.0,1.5,506389697001014.0,63298712125126.75,,,1432326.8,179040.85,26.0,31.0,1.1923076923076923,28140.0,1082.3076923076924,2063418.0,79362.23076923077,,,30847.0,1186.423076923077,26233612.3,1049344.492,1183845.76,118384.576,12.0,16.0,1.3333333333333333,30567842.06,2778894.7327272724,1432326.8,179040.85,,,,,,,,,,,,,True,-0.15785720818116045,0
3,"Contratação de serviços especializados de arquitetura e engenharia para projeto e execução das obras do Centro de Tecnologia Inovação Lazer e Cultura- Fabrica de Ideias, no municipio de Curitiba, bairro Rebouças, compreendendo desenvolvimento de projetos basicos, aprovações e licenciamentos nos orgaos competentes, desenvolvimento de projetos executivos, planejamento e orçamentação detalhada, obras de demolição, reforma e ampliação de edificações existentes- retrofit, construção de infraestrutura, acessos e paisagismo, bem como construção de novas edificações conforme anteprojetos, procedimentos e demais documentos deste edital.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),nan,Não,nan,335264442.04,nan,2025-10-07,nan,,,,,,,,,,,,,,,,,,,,15.0,106.0,7.066666666666666,75937805013027.0,5062520334201.8,,,2527918.04,168527.86933333334,33.0,185.0,5.606060606060606,50073.0,1517.3636363636363,1899391.0,57557.30303030303,,,18692.0,566.4242424242424,339944915.40000004,17891837.65263158,2527918.04,168527.86933333334,33.0,185.0,5.606060606060606,340875369.67,17940808.93,2527918.04,168527.86933333334,47.0,47.0,1.0,18894.0,402.0,862121.0,18343.0,,,183771102.0,3910023.4468085105,,True,-0.07811761308100718,0
4,"Execução de obras de recuperação do pavimento de vias urbanas do Município de Tamboara, em cumprimento ao Convênio 007/2024 - protocolo 21.244.976-8, celebrado entre o Departamento de Estradas de Rodagem do Estado do Paraná e o município de Tamboara no âmbito da Superintendência Regional Noroeste do DER/PR.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2025-05-08,Não,nan,1310908.41,999781.93,2025-03-10,2025-05-08,,,,,,,,,,,,,,,3.0,8345.0,2781.6666666666665,6075.0,2025.0,22.0,194.0,8.818181818181818,64184447691405.0,2917474895063.864,,,2173445.44,98792.97454545455,33.0,206.0,6.242424242424242,44114.0,1336.7878787878788,2712255.0,82189.54545454546,,,19839.0,601.1818181818181,1371415.0999999999,42856.721874999996,1084591.2,47156.13913043478,27.0,199.0,7.37037037037037,5218954.66,200729.02538461538,2173445.44,98792.97454545455,,,,,,,,,,,,,True,-0.12056201553385576,0
5,"Contratação de Empresa de Supervisão e Apoio à Fiscalização da execução de obras de duplicação em pavimento rígido da PR-412 e implantação de vias marginais, entre a ponte sobre o canal em Matinhos e a interseção com a rodovia PR-407 em Pontal do Paraná, numa extensão de 14,28 km, por Produto, no Âmbito da Superintendência Regional Leste do DER/PR.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2025-05-23,Não,nan,10510990.56,7883240.49,2025-03-25,2025-05-23,,,,,,,,,,,,,,,5.0,13324.0,2664.8,10125.0,2025.0,22.0,72.0,3.272727272727273,434928609005974.0,19769482227544.273,,,25066710.19,1139395.9177272727,60.0,490.0,8.166666666666666,54005.0,900.0833333333334,4317372.0,71956.2,,,59409.0,990.15,11433816.68,190563.61133333333,8726572.7,436328.63499999995,41.0,281.0,6.853658536585366,33004424.1,804985.9536585367,21692710.990000002,1084635.5495000002,1.0,1.0,1.0,6607.0,6607.0,50919.0,50919.0,,,10.0,10.0,,True,-0.04890014232784401,0
6,"Contratação de Empresa para Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização da Execução de obras de restauração e duplicação da PR-412, entre a divisa PR/SC até Guaratuba.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,7085377.22,nan,2025-03-26,nan,,,,,,,,,,,,,,,,,,,,17.0,92.0,5.411764705882353,266479352378783.0,15675256022281.354,,,55524952.75,3266173.6911764704,65.0,253.0,3.8923076923076922,316378.0,4867.3538461538465,5192314.0,79881.75384615385,,,655369.0,10082.6,8576861.749,131951.71921538463,92301.18,4615.058999999999,38.0,184.0,4.842105263157895,85700711.44,2255281.88,55524952.75,3266173.6911764704,40.0,202.0,5.05,300106.0,7502.65,3372150.0,84303.75,,,643100.0,16077.5,,True,0.004112933869771185,1
8,"Execução dos serviços de recuperação de talude de aterro, inclusive construção de descidas d água no km 2,040 da rodovia PR-897, Contorno Viário do município de Marialva, no âmbito da Superintendência Regional Noroeste do DER/PR.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2025-04-22,Não,nan,646674.13,379900.00,2025-03-20,2025-04-22,,,,,,,,,,,,,,,2.0,3204.0,1602.0,4050.0,2025.0,39.0,603.0,15.461538461538462,236705262345470.0,6069365701165.897,,,475200.2,12184.620512820513,42.0,607.0,14.452380952380953,18301.0,435.73809523809524,2901331.0,69079.30952380953,,,173725.0,4136.309523809524,927264.581,23181.614525,419430.201,10754.620538461539,42.0,607.0,14.452380952380953,985424.4,24635.61,475200.2,12184.620512820513,,,,,,,,,,,,,True,-0.06789509503153479,0
9,Reforma/adequações da rede elétrica da Biblioteca do Campus de Toledo.,UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo,2025-03-26,Não,nan,75334.62,28.60,2025-03-10,2025-03-26,,,,,,,,,,,,,,,3.0,8419.0,2806.3333333333335,6075.0,2025.0,3.0,3.0,1.0,54152984000353.0,18050994666784.332,,,452069.71,226034.855,14.0,14.0,1.0,8728.0,623.4285714285714,963748.0,68839.14285714286,,,6348.0,453.42857142857144,77336.95999999999,5524.068571428571,55790.858700000004,3985.061335714286,3.0,3.0,1.0,527708.3300000001,175902.7766666667,452098.31,150699.43666666668,,,,,,,,,,,,,True,-0.22561885294680356,0
10,"Contratação de empresa para execução de serviços técnicos de supervisão e apoio à fiscalização na análise e aprovação de projeto e execução das obras de restauração e melhorias nas rodovias PR-180 e PR-281, no trecho Dois Vizinhos a Francisco Beltrão, no âmbito da diretoria de operações da Superintendência Regional Oeste de Cascavel.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,4349775.00,nan,2025-04-09,nan,,,,,,,,,,,,,,,2.0,4408.0,2204.0,4050.0,2025.0,7.0,9.0,1.2857142857142858,148058807367882.0,21151258195411.715,,,49390584.0,7055797.714285715,10.0,11.0,1.1,2164.0,216.4,824504.0,82450.4,,,13124.0,1312.4,5272003.279999999,527200.328,743801.0,106257.28571428571,7.0,8.0,1.1428571428571428,24011589.14,3430227.02,17166984.0,4291746.0,5.0,6.0,1.2,678.0,135.6,497295.0,99459.0,,,13103.0,2620.6,,True,-0.12775933093340974,0
11,Contratação de empresa especializada para execução do remanescente da obra de reforma da Central de Pós-Graduação do Campus Luiz Meneghel de Bandeirantes.,UENP-Universidade Estadual do Norte do Paraná,2025-03-31,Não,nan,766175.86,574631.91,2025-03-17,2025-03-31,,,,,,,,,,,,,,,8.0,31458.0,3932.25,16200.0,2025.0,9.0,30.0,3.3333333333333335,288227779001056.0,32025308777895.11,,,41997071.06,4666341.228888889,19.0,54.0,2.8421052631578947,7116.0,374.5263157894737,1419052.0,74686.94736842105,,,19889.0,1046.7894736842106,46588500.81,2452026.358421053,40950864.21,3722805.8372727274,13.0,37.0,2.8461538461538463,54326469.72,4178959.209230769,41997071.06,4666341.228888889,,,,,,,,,,,,,True,-0.044397477761283666,0
12,"Contratação de Empresa Especializada em Engenharia/Arquitetura para Elaboração de Laudo Técnico Conclusivo de Avaliação Estrutural, Projeto de Reforço Estrutural, Projeto de Reforma e de Estrutura Metálica para a Cobertura para o CAC do Campus de Paranavaí da Universidade Estadual do Paraná.",UNESPAR-Universidade Estadual do Paraná,nan,Não,nan,69880.13,nan,2025-06-17,nan,,,,,,,,,,,,,,,,,,,,258.0,32052.0,124.23255813953489,5676986277041302.0,22003822779229.85,70.0,2.0,168389.87,652.6739147286821,316.0,31392.0,99.34177215189874,1656463.0,5241.971518987341,21581236.0,68295.0506329114,,,63462.0,200.82911392405063,123695.6,397.73504823151126,9548.3,38.501209677419354,279.0,32226.0,115.50537634408602,12755410.97,45882.773273381295,168389.87,652.6739147286821,,,,,,,,,,,,,True,0.21544113462312842,1
14,"Execução de obras de contenção de águas pluviais e demais dispositivos de drenagem na rodovia PR-685 trecho Entr. PR-492 Entr. PR-559, para solucionar problemas de erosão de solo em propriedades lindeiras aos dispositivos de drenagem da rodovia PR-685, por determinação do Ministério Público.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2025-06-10,Não,nan,954145.21,569990.00,2025-04-14,2025-06-10,,,,,,,,,,,,,,,3.0,9518.0,3172.6666666666665,6075.0,2025.0,72.0,2487.0,34.541666666666664,2059042959009167.0,28597818875127.32,,,2208989.96,30680.41611111111,74.0,2489.0,33.63513513513514,51486.0,695.7567567567568,4976121.0,67244.87837837837,,,2771.0,37.445945945945944,2001550.13,27047.97472972973,1587416.64,22047.45333333333,74.0,2489.0,33.63513513513514,3690253.37,49868.288783783784,2208989.96,30680.41611111111,,,,,,,,,,,,,True,0.00504263940214833,1
15,"Execução das obras de implantação e pavimentação das rodovias PR-574, entre Palmitópolis e Cafelândia, e PR-575, entre Palmitópolis e Jotaesse, com extensão de 21,27 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2025-06-02,Não,nan,107691020.77,95680000.00,2025-04-10,2025-06-02,,,,,,,,,,,,,,,1.0,4254.0,4254.0,2025.0,2025.0,2.0,2.0,1.0,114332791000253.0,57166395500126.5,,,95806000.0,47903000.0,3.0,3.0,1.0,9951.0,3317.0,97666.0,32555.333333333332,,,4502.0,1500.6666666666667,107691080.97999999,35897026.99333333,95680028.0,47840014.0,3.0,3.0,1.0,107849633.77,35949877.92333333,95806000.0,47903000.0,1.0,1.0,1.0,8910.0,8910.0,10465.0,10465.0,,,4500.0,4500.0,,True,0.11587189815049437,1
16,"Elaboração de Projeto Básico de Engenharia para Restauração e Ampliação de Capacidade da Rodovia PR-218 entre Entr. PR-561 Paranavaí  a Amaporã  numa extensão de 33,43 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,2529225.48,nan,2025-05-14,nan,,,,,,,,,,,,,,,3.0,9471.0,3157.0,6075.0,2025.0,3.0,3.0,1.0,38885619002401.0,12961873000800.334,,,2852354.8200000003,950784.9400000001,15.0,15.0,1.0,56556.0,3770.4,732684.0,48845.6,,,11332.0,755.4666666666667,2696180.7399999998,192584.33857142855,1993733.2,166144.43333333332,6.0,6.0,1.0,5385243.9,1077048.78,2852354.8200000003,950784.9400000001,1.0,1.0,1.0,8910.0,8910.0,1242.0,1242.0,,,360.0,360.0,,True,-0.2014249846380709,0
18,Reforma do Cels,UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,2025-04-22,Não,nan,199015.51,166556.15,2025-03-26,2025-04-22,,,,,,,,,,,,,,,2.0,6644.0,3322.0,4050.0,2025.0,4.0,4.0,1.0,130621492001546.0,32655373000386.5,,,398154.07999999996,99538.51999999999,8.0,11.0,1.375,15566.0,1945.75,473147.0,59143.375,,,130167.0,16270.875,229451.1,28681.3875,192879.47999999998,48219.869999999995,8.0,11.0,1.375,270340143.28,33792517.91,398154.07999999996,99538.51999999999,,,,,,,,,,,,,True,-0.18575389508209955,0
20,"Contratação de empresa especializada na área de engenharia/ arquitetura para elaboração de documentos necessários para a regularização das edificações do campus sede da Universidade Estadual de Maringá - UEM quanto às normas de prevenção e combate a incêndios e a desastres. Serão executados os serviços de levantamento arquitetônico e elaboração de Projeto Técnico de Prevenção a Incêndio e a Desastres - PTPID, conforme Anexo X do edital",UEM-Universidade Estadual de Maringá,nan,Não,nan,1792285.47,nan,2025-07-22,nan,,,,,,,,,,,,,,,,,,,,9.0,45.0,5.0,330530030001208.0,36725558889023.11,,,61561.78,6840.197777777777,29.0,66.0,2.2758620689655173,66775.0,2302.5862068965516,2428788.0,83751.31034482758,,,136607.0,4710.586206896552,1804656.8900000001,138819.76076923078,5888.3,654.2555555555556,14.0,51.0,3.642857142857143,5835953.2299999995,448919.4792307692,61561.78,6840.197777777777,16.0,16.0,1.0,1680.0,105.0,1581957.0,98872.3125,,,135500.0,8468.75,,True,-0.17731268808651185,0
23,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Restauração e Duplicação da PR-412, entre a divisa de PR/SC até Guaratuba, numa extensão de 12,81 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,nan,nan,2025-07-02,nan,,,,,,,,,,,,,,,1.0,1730.0,1730.0,2025.0,2025.0,1.0,1.0,1.0,72159817000118.0,72159817000118.0,10.0,10.0,20072.0,20072.0,4.0,4.0,1.0,10943.0,2735.75,198339.0,49584.75,,,448.0,112.0,165418.2,55139.4,52.0,52.0,4.0,4.0,1.0,9969431.26,3323143.7533333334,20072.0,20072.0,,,,,,,,,,,,,True,-0.2093915853168945,0
24,"Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de União da Vitória PR, em terreno situado à Rua Professora Amazília, 747, perfazendo área construída de 254,51 metros quadrados, conforme planilha orçamentária de referência.",IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,2025-07-11,Não,nan,879393.94,713000.00,2025-04-30,2025-07-11,,,,,,,,,,,,,,,2.0,1902.0,951.0,4050.0,2025.0,11.0,63.0,5.7272727272727275,93403429001649.0,8491220818331.728,,,10368152.56,942559.3236363637,43.0,304.0,7.069767441860465,273596.0,6362.697674418605,2385901.0,55486.06976744186,,,22111.0,514.2093023255813,5739034.3,133465.91395348837,901182.25,39181.836956521736,25.0,152.0,6.08,15363422.379999999,614536.8951999999,10368152.56,942559.3236363637,32.0,257.0,8.03125,269096.0,8409.25,1936477.0,60514.90625,,,22050.0,689.0625,,True,-0.11305763474853919,0
25,"Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Centenário do Sul-PR, em terreno situado à Rua Vereador Maziadi Felício, QD 09 Lote 12-D, com área construída de 264,21 metros quadrados, conforme planilha orçamentária de referência.",IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,2025-07-18,Não,nan,723382.21,576000.00,2025-04-24,2025-07-18,,,,,,,,,,,,,,,,,,,,11.0,49.0,4.454545454545454,327455478005886.0,29768679818716.91,,,813196.15,73926.92272727273,35.0,333.0,9.514285714285714,79955.0,2284.4285714285716,2146030.0,61315.142857142855,,,17772.0,507.77142857142854,727833.01,21406.85323529412,576778.07,64086.452222222215,37.0,338.0,9.135135135135135,116524997.54,3236805.4872222226,813196.15,73926.92272727273,,,,,,,,,,,,,True,-0.13975259348608116,0
26,"Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Umuarama-PR, em terreno situado à Rua Desembargador Antônio Franco Ferreira da Costa, nº 3560, Centro, com área construída de 276,38 metros quadrados, conforme planilha orçamentária de referência.",IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,2025-07-11,Não,nan,1398403.52,978882.46,2025-04-24,2025-07-11,,,,,,,,,,,,,,,,,,,,5.0,19.0,3.8,122521695000663.0,24504339000132.6,,,993558.74,198711.748,29.0,247.0,8.517241379310345,64592.0,2227.310344827586,1615804.0,55717.379310344826,,,351211.0,12110.724137931034,1399240.02,49972.85785714286,978888.436,195777.6872,29.0,247.0,8.517241379310345,289471460.34,10338266.440714285,993558.74,198711.748,38.0,186.0,4.894736842105263,247038.0,6501.0,214175.0,5636.184210526316,,,229302.0,6034.263157894737,,True,-0.12960879664570907,0
27,"Execução de obra comum de engenharia referente à reforma no Edifício Sede do Departamento de Estradas de Rodagem do Paraná, no Bloco C - Restaurante e Garagem, com área aproximada de 3.600,00 m2, sito à Avenida Iguaçu, n.º 340, no município de Curitiba, Paraná.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,1527689.56,nan,2025-06-03,nan,,,,,,,,,,,,,,,1.0,5219.0,5219.0,2025.0,2025.0,1.0,1.0,1.0,3535902000110.0,3535902000110.0,,,264999.68,264999.68,7.0,8.0,1.1428571428571428,9667.0,1381.0,471370.0,67338.57142857143,,,2888.0,412.57142857142856,1535362.86,383840.715,4140.62,4140.62,7.0,8.0,1.1428571428571428,1836679.56,459169.89,264999.68,264999.68,,,,,,,,,,,,,True,-0.2220880109932744,0
28,"CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE SERVIÇOS, COM FORNECIMENTO DE MATERIAL, DE REFORMA DAS INSTALAÇÕES DO SETOR DE CIÊNCIAS SOCIAIS APLICADAS SESA, NO BLOCO G DO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,2025-06-18,Não,nan,466189.65,354829.80,2025-06-04,2025-06-18,,,,,,,,,,,,,,,1.0,4413.0,4413.0,2025.0,2025.0,37.0,201.0,5.4324324324324325,2151541230005501.0,58149762973121.65,,,3052323.59,82495.23216216215,42.0,290.0,6.904761904761905,118209.0,2814.5,3066908.0,73021.61904761905,,,7954.0,189.38095238095238,1374987.5999999999,32737.799999999996,878855.32,41850.253333333334,49.0,356.0,7.26530612244898,49776651.89,1015850.0385714286,2841459.34,109286.89769230768,15.0,73.0,4.866666666666666,97650.0,6510.0,1070675.0,71378.33333333333,,,7274.0,484.93333333333334,,True,-0.06804230265761146,0
29,"Contratação de empresa especializada para execução AMPLIAÇÃO DA SEÇÃO DE ESCOAMENTO DO
RIO MASCATE E OBRAS COMPLEMENTARES  ETAPA 01, conforme planilha orçamentária de
referência constante no Anexo XIII.",IAT-Instituto Água e Terra (Antigo IAP),nan,Não,nan,nan,nan,2025-08-01,nan,,,,,,,,,,,,,,,3.0,7416.0,2472.0,6075.0,2025.0,3.0,4.0,1.3333333333333333,56102618000423.0,18700872666807.668,,,1983500.0,661166.6666666666,6.0,7.0,1.1666666666666667,1399.0,233.16666666666666,394939.0,65823.16666666667,,,30002.0,5000.333333333333,120.635,24.127000000000002,54.3737,13.593425,5.0,6.0,1.2,3118543.0,779635.75,1983500.0,661166.6666666666,,,,,,,,,,,,,True,-0.22402611138663953,0
31,"Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Realeza PR, em terreno situado à Rua Sgto. Ramires da Silva, QD 36 Lote 06, perfazendo área construída de 150,70 metros quadrados, conforme planilha orçamentária de referência.",IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,nan,Não,nan,804246.84,nan,2025-04-24,nan,,,,,,,,,,,,,,,2.0,6081.0,3040.5,4050.0,2025.0,2.0,2.0,1.0,23986672000347.0,11993336000173.5,,,170509.56,170509.56,6.0,6.0,1.0,8846.0,1474.3333333333333,298482.0,49747.0,,,42.0,7.0,3412195.2771,568699.21285,96325.153,48162.5765,6.0,6.0,1.0,14312385.64,2385397.606666667,170526.37,85263.185,4.0,4.0,1.0,26412.0,6603.0,389556.0,97389.0,,,4.0,1.0,,True,-0.2251976451094424,0
32,"Contratação de empresa especializada em obras de engenharia para Construção da Unidade Nova Escolar do Colégio Estadual Interventor Manoel Ribas, situado na Rua Carlos Gardel, s/n, fone 46 3520-4900, no Município de Santo Antônio do Sudoeste, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,2025-06-13,Não,nan,16705960.18,23.70,2025-05-09,2025-06-13,,,,,,,,,,,,,,,2.0,6444.0,3222.0,4050.0,2025.0,3.0,3.0,1.0,17272471000392.0,5757490333464.0,,,664800.0,332400.0,9.0,19.0,2.111111111111111,2281.0,253.44444444444446,516534.0,57392.666666666664,,,8705.0,967.2222222222222,16735325.48,4183831.37,12774347.6173,6387173.80865,10.0,20.0,2.0,17411638.18,3482327.636,664823.7,221607.9,5.0,15.0,3.0,525.0,105.0,347028.0,69405.6,,,8690.0,1738.0,,True,-0.14358988504469367,0
35,"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NO SEGMENTO HOSPITALAR, OBJETIVANDO A PRESTAÇÃO DE SERVIÇOS MÉDICOS, EQUIPE MULTIDISCIPLINAR ASSISTENCIAL, FORNECIMENTO DE EQUIPAMENTOS, DE FORMA COMPLEMENTAR E ACESSÓRIOS MÉDICO HOSPITALARES COM MANUTENÇÃO PREVENTIVA E CORRETIVA DOS RESPECTIVOS EQUIPAMENTOS, OPME, INSTRUMENTAIS CIRÚRGICOS, INSUMOS HOSPITALARES, MEDICAMENTOS E SERVIÇOS COMPLEMENTARES COM LAUDOS PARA DIAGNÓSTICO E TRATAMENTO, VISANDO O ATENDIMENTO DOS USUÁRIOS DO SISTEMA ÚNICO DE SAÚDE NO HOSPITAL REGIONAL DO CENTRO OESTE  HRCO, PELO PERÍODO DE 24 VINTE E QUATRO MESES",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,nan,Não,nan,82546137.12,nan,2025-08-08,nan,,,,,,,,,,,,,,,1.0,1657.0,1657.0,2025.0,2025.0,4.0,6.0,1.5,43051904000620.0,10762976000155.0,,,3799973.76,949993.44,9.0,10.0,1.1111111111111112,3762.0,418.0,723747.0,80416.33333333333,,,38.0,4.222222222222222,12470754.989999998,1558844.3737499998,45643.58,7607.263333333333,7.0,9.0,1.2857142857142858,96144891.82000001,16024148.636666669,3799973.76,949993.44,,,,,,,,,,,,,True,-0.19265778199729305,0
36,"Execução das obras de recuperação, reforço e reabilitação da ponte sobre o rio Jordão, na rodovia PR-170, em Guarapuava, numa extensão total de 158,80 metros.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,14286943.82,nan,2025-05-28,nan,,,,,,,,,,,,,,,1.0,2563.0,2563.0,2025.0,2025.0,1.0,1.0,1.0,5470816000100.0,5470816000100.0,,,90429.0,90429.0,4.0,5.0,1.25,2718.0,679.5,225272.0,56318.0,,,1062.0,265.5,14444986.870000001,7222493.4350000005,90429.0,90429.0,4.0,5.0,1.25,14444986.870000001,7222493.4350000005,90429.0,90429.0,,,,,,,,,,,,,True,-0.20763244188281993,0
38,"Contratação de empresa para elaboração do Estudo de Impacto Ambiental - EIA e o respectivo Relatório de Impacto Ambiental -RIMA, Anteprojeto de engenharia, demais estudos ambientais e documentos necessários para o Licenciamento Ambiental Prévio para as obras de pavimentação da rodovia PR-405, trecho Guaraqueçaba ao Entroncamento da PR-340 - Cacatu, numa extensão de aproximadamente 80 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,8651916.73,nan,2025-06-11,nan,,,,,,,,,,,,,,,9.0,33416.0,3712.8888888888887,18225.0,2025.0,11.0,59.0,5.363636363636363,246667442001528.0,22424312909229.816,,,3183893.0,318389.3,14.0,69.0,4.928571428571429,71691.0,5120.785714285715,1216663.0,86904.5,,,96.0,6.857142857142857,9619780.39,687127.1707142858,660165.4506999999,60015.04097272726,14.0,69.0,4.928571428571429,14282780.39,1020198.5992857143,3183894.02,289444.9109090909,12.0,68.0,5.666666666666667,76848.0,6404.0,1203581.0,100298.41666666667,,,93.0,7.75,,True,-0.17264326727764578,0
39,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Implantação do Trevo de Acesso ao Hospital Regional de Cornélio Procópio e Melhorias na PR-160, numa extensão de 0,54 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,nan,Não,nan,nan,nan,2025-07-18,nan,,,,,,,,,,,,,,,1.0,4289.0,4289.0,2025.0,2025.0,2.0,3.0,1.5,170186866000382.0,85093433000191.0,,,128100.0,64050.0,8.0,15.0,1.875,17702.0,2212.75,402640.0,50330.0,,,740.0,92.5,111250.0,18541.666666666668,366.0,183.0,8.0,15.0,1.875,1137500.0,189583.33333333334,128100.0,64050.0,,,,,,,,,,,,,True,-0.19210692179997002,0
