numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;num_protocolo_aax;data;valor;cpf_cnpj;nome_razaosocial
747;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;6510;89331;Luva, USO: Hospitalar, para procedimento não cirúrgico, TAMANHO: M, MATERIAL: Borracha nitrílica, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Caixa;221069463;2024-07-22;22.4100;40813690000112;SAN CAMILO HOSPITALAR LTDA
747;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;6510;89332;Luva, USO: Hospitalar, para procedimento não cirúrgico, TAMANHO: G, MATERIAL: Borracha nitrílica, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Caixa;221069463;2024-07-22;2.4100;40813690000112;SAN CAMILO HOSPITALAR LTDA
747;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6508;70627;Luva para procedimento, MATERIAL: Borracha nitrílica, TAMANHO: PP, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Caixa;221069463;2024-07-22;22.4100;40813690000112;SAN CAMILO HOSPITALAR LTDA
475;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6510;10236;Lanceta, Para coleta de sangue capilar, fabricada em aço inoxidável e corpo confeccionado em plástico rígido com design ergonômico que dispense o uso de lancetador, que retraia automaticamente após o uso, com protetor plástico e dispositivo de segurança, não podendo ser remontada ou reusada. Deverá ser de fácil manuseio, com segurança na punção e estéril, ESPESSURA: Entre 28G e 30G, Profundidade: 1,4 mm a 1,8 mm, EMBALAGEM: Contendo número de lote, prazo de validade e instruções de uso, UNID. DE MEDIDA: Unitário;223128700;2024-07-24;0.1003;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
747;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;6510;89332;Luva, USO: Hospitalar, para procedimento não cirúrgico, TAMANHO: G, MATERIAL: Borracha nitrílica, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Caixa;221069463;2024-07-25;22.4100;40813690000112;SAN CAMILO HOSPITALAR LTDA
223;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6515;57722;Aparelho, Uso: Para Equipamento de Tomografia Computadorizada, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;225404224;2024-08-01;2625492.7400;01449930000602;SIEMENS HEALTHCARE DIAGNOSTICOS LTDA.
223;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6515;57722;Aparelho, Uso: Para Equipamento de Tomografia Computadorizada, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;225404224;2024-08-01;2625492.7400;01449930000602;SIEMENS HEALTHCARE DIAGNOSTICOS LTDA.
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56719;Curativo para sistema a vácuo, TAMANHO: Médio, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, De uso único, EMBALAGEM: Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;437.7600;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56661;Frasco Coletor, De curativo, a vácuo, Tamanho G (canister), com tampa soldada por ultrassom, tubo de silicone, filtro antibacteriano e tubo coletor, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;458.6000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56719;Curativo para sistema a vácuo, TAMANHO: Médio, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, De uso único, EMBALAGEM: Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;437.7600;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56719;Curativo para sistema a vácuo, TAMANHO: Médio, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, De uso único, EMBALAGEM: Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;437.7600;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56661;Frasco Coletor, De curativo, a vácuo, Tamanho G (canister), com tampa soldada por ultrassom, tubo de silicone, filtro antibacteriano e tubo coletor, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;458.6000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56720;Curativo para Sistema a vácuo, TAMANHO: Grande, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, de uso único, Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;505.5000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56720;Curativo para Sistema a vácuo, TAMANHO: Grande, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, de uso único, Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;505.5000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56720;Curativo para Sistema a vácuo, TAMANHO: Grande, contendo uma esponja hidrófoba de poliuretano com película adesiva semipermeável e tubo de drenagem estéril descartável, de uso único, Com dados de rotulagem conforme legislação vigente, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;505.5000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
337;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;56661;Frasco Coletor, De curativo, a vácuo, Tamanho G (canister), com tampa soldada por ultrassom, tubo de silicone, filtro antibacteriano e tubo coletor, UNID. DE MEDIDA: Unitário;225404810;2024-08-01;458.6000;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
401;2023;Pregão Eletrônico (Lei Federal 14.133/2021);20;6510;9627;Sonda, Endotraqueal nº 7,5, com balonete de baixa pressão, siliconada, radiopaca, cânula em PVC atóxico, transparente, resistente ao acotovelamento, com conector universal de 15mm, escala numerada bem visível graduada em cm, com ponta negra ou anel marcador que controla a profundidade da entubação e com orifício lateral de Murphy, estéril, descartável, de uso único, EMBALAGEM: Individual, deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na ANVISA e apresentar código de barras, UNID. DE MEDIDA: Unitário;221360940;2024-08-02;3.3400;34813172000104;A F R DISTRIBUIDORA DE PRODUTOS LTDA
725;2023;Pregão Eletrônico (Lei Federal 14.133/2021);16;6501;76678;SELUMETINIBE, SULFATO DE, 10 MG, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;220705854;2024-08-02;495.7200;00088317000121;VICTORIA COMERCIO DE PRODUTOS HOSPITALARES LTDA
725;2023;Pregão Eletrônico (Lei Federal 14.133/2021);17;6501;90794;SELUMETINIBE, SULFATO DE, 25 MG, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;220705854;2024-08-02;1239.3200;00088317000121;VICTORIA COMERCIO DE PRODUTOS HOSPITALARES LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;6501;1765;Escopolamina, Butilbrometo, 20 mg/ml, Solução injetável, Ampola, 1 ml, VIA DE ADMINISTRAÇÃO: Subcutânea/Intramuscular/Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;0.9900;02816696000154;PONTAMED FARMACEUTICA LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6;6501;3040;Gentamicina, Sulfato, 40 mg/ml (80 mg), Solução injetável, Ampola, 2 ml, VIA DE ADMINISTRAÇÃO: Intramuscular/Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;1.2000;17174657000844;HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA.
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;6501;876;Metoprolol, Tartarato, 1 mg/ml, Solução injetável, Ampola, 5 ml, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;15.4900;44734671002286;CRISTÁLIA PRODUTOS QUIMICOS FARMACÊUTICOS LTDA 
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;6501;1758;Hidrocortisona, Succinato Sódico, 500 mg, Pó para solução injetável, Frasco-ampola, Diluente, 4 ml, VIA DE ADMINISTRAÇÃO: Intramuscular/Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;5.4200;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;3799;Ciprofloxacino, cloridrato , 3,5 mg/ml , Solução oftálmica, Frasco gotejador, 5 ml, VIA DE ADMINISTRAÇÃO: Oftálmica, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;19.7500;44734671002286;CRISTÁLIA PRODUTOS QUIMICOS FARMACÊUTICOS LTDA 
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;6501;838;Metilprednisolona, Succinato Sódico, 125 mg, Pó para solução injetável, Frasco-ampola, Diluente, 2 ml, VIA DE ADMINISTRAÇÃO: Intramuscular/Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;6.2100;02816696000154;PONTAMED FARMACEUTICA LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;963;Sinvastatina, 40 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;0.1500;02816696000154;PONTAMED FARMACEUTICA LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6501;329;Cetoprofeno, 100 mg, Pó para solução injetável, Frasco-ampola, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;3.4000;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);14;6501;1781;Propatilnitrato, 10 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;0.4200;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;6501;877;Metronidazol, 250 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;0.1800;02816696000154;PONTAMED FARMACEUTICA LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;6501;786;Furosemida, 40 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;0.0500;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8;6501;795;Ibuprofeno, 50 mg/ml, Suspensão gotas, Frasco gotejador, 30 ml, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;2.1900;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
146;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;6501;551;Dextrana 70 + Hipromelose, 1 mg + 3 mg/ml, Solução oftálmica, Frasco gotejador, 15 ml, VIA DE ADMINISTRAÇÃO: Oftálmica, UNID. DE MEDIDA: Unitário;225747237;2024-08-08;15.7700;44734671002286;CRISTÁLIA PRODUTOS QUIMICOS FARMACÊUTICOS LTDA 
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);33;6510;5542;"Canula de traqueostomia, calibre 7,5, estéril, descartável, confeccionada em PVC atóxico, siliconado, flexível, transparente, ponta distal é arredondada para suavizar o trauma na inserção; composta por cânula externa com balão de baixa pressão, cânula interior e tampa de vedação, linha radiopaca, hastes flexíveis ajustáveis ao paciente, asas para fixação com impressão do calibre em local visível, com gravação indelével. Deve ser de fácil manuseio que não cause traumatismo traqueal e mandril com ponta arredondada. A embalagem individual deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na ANVISA e apresentar código de barras, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;10.8400;02223342000104;STARMED ARTIGOS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);34;6510;5543;Cânula, TIPO: De traqueostomia, ESPECIFICAÇÃO: Calibre 8,0, estéril, descartável, confeccionada em PVC atóxico, siliconado, flexível, transparente, ponta distal é arredondada para suavizar o trauma na inserção, composta por cânula externa com balão de baixa pressão, cânula interior e tampa de vedação, linha radiopaca, hastes flexíveis ajustáveis ao paciente, asas para fixação com impressão do calibre em local visível, com gravação indelével, USO: Deve ser de fácil manuseio que não cause traumatismo traqueal e mandril com ponta arredondada, EMBALAGEM: A embalagem individual deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na ANVISA e apresentar código de barras, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;11.4700;02223342000104;STARMED ARTIGOS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);36;6510;35914;Fio Guia, Para Intubação, Infantil, Medindo 2,0X300mm, Fio Metálico Dobrável, Para Auxiliar na Intubação Oro-traquéia, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;57.3300;28470340000103;METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6510;40078;"Sistema fechado de aspiração endotraqueal em polipropileno, 5 FR (cincoFrench), MATERIAL: PVC e silicone, MEDIDA: 30cm (trinta centímetros) de comprimento  aproximadamente, Atóxico, Flexível, Transparente, Composto por sonda aspiração em PVC, Graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, Luva plástica siliconizada envolvendo a sonda, Adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, , Com câmara fechada para isolar a sonda, Conector para tubo endotraqueal e circuito ventilador mecânico, contendo via de instalação com válvula antirrefluxo, Válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Embalagem individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;20.8500;08583229000108;CARLA DE OLIVEIRA CORREA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;6510;38984;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 6 FR (seis French), em PVC e silicone, MEDIDA: 30cm de comprimento aproximadamente, Atóxico, flexível, transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconizada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, contendo via de instalação com válvula antirrefluxo, válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Embalagem individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;20.8500;08583229000108;CARLA DE OLIVEIRA CORREA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;6510;38964;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 8 FR (oito French), Em PVC e silicone, MEDIDA: Comprimento: 30 cm aproximadamente, Atóxico, Flexível, Transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, Com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, contendo via de instalação com válvula antirrefluxo, válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, CARACTERÍSTICAS ADICIONAIS: Embalagem contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;17.7200;40175705000164;CEI COMÉRCIO EXPORTAÇÃO E IMPORTAÇÃO DE MATERIAIS MÉDICOS LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;6510;38964;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 8 FR (oito French), Em PVC e silicone, MEDIDA: Comprimento: 30 cm aproximadamente, Atóxico, Flexível, Transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, Com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, contendo via de instalação com válvula antirrefluxo, válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, CARACTERÍSTICAS ADICIONAIS: Embalagem contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;20.8500;08583229000108;CARLA DE OLIVEIRA CORREA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;6510;88636;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 12FR (doze French) em PVC e silicone, MEDIDA: No mínimo 50cm de comprimento, atóxico, flexível, transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, Com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, Contendo via de instalação com válvula antirrefluxo, Válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;17.7200;40175705000164;CEI COMÉRCIO EXPORTAÇÃO E IMPORTAÇÃO DE MATERIAIS MÉDICOS LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);36;6510;35914;Fio Guia, Para Intubação, Infantil, Medindo 2,0X300mm, Fio Metálico Dobrável, Para Auxiliar na Intubação Oro-traquéia, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;57.3300;28470340000103;METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);37;6510;35913;Fio Guia, Para Intubação, Adulto, Medindo 3,2X420mm, Fio Metálico Dobrável, Para Auxiliar na Intubação Oro-traquéia, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;36.4800;28470340000103;METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);37;6510;35913;Fio Guia, Para Intubação, Adulto, Medindo 3,2X420mm, Fio Metálico Dobrável, Para Auxiliar na Intubação Oro-traquéia, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;36.4800;28470340000103;METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6510;38984;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 6 FR (seis French), em PVC e silicone, MEDIDA: 30cm de comprimento aproximadamente, Atóxico, flexível, transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconizada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, contendo via de instalação com válvula antirrefluxo, válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Embalagem individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;17.7200;40175705000164;CEI COMÉRCIO EXPORTAÇÃO E IMPORTAÇÃO DE MATERIAIS MÉDICOS LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;6510;88638;"Sistema fechado de aspiração endotraqueal, MATERIAL: Polipropileno, 16FR (dezesseis French) em PVC e silicone, MEDIDA: No mínimo 50cm de comprimento, atóxico, flexível, transparente, Composto por sonda aspiração em PVC, graduada em centímetros com orifícios na extremidade de aspiração e ponta arredondada, luva plástica siliconada envolvendo a sonda, adaptador com conexão em ""Y"" com duplo swivel (pivô giratório 360º) em diversos tamanhos, Com câmara fechada para isolar a sonda, conector para tubo endotraqueal e circuito ventilador mecânico, Contendo via de instalação com válvula antirrefluxo, Válvula para controle de vácuo com trava por pressão e tampa protetora na extremidade distal, EMBALAGEM: Individual, em papel grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, esterilizado, com abertura em pétala, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;20.8500;08583229000108;CARLA DE OLIVEIRA CORREA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;6510;38892;Sonda, Endotraqueal nº 2,0, Sem balonete de baixa pressão, siliconada, radiopaca, cânula em PVC atóxico, transparente, resistente ao acotovelamento, com conector universal de 15mm, escala numerada bem visível graduada em cm, com ponta negra ou anel marcador que controla a profundidade da entubação e com orifício lateral de Murphy, Estéril, descartável, de uso único, EMBALAGEM: A embalagem individual deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, registro na ANVISA e apresentar código de barras, CARACTERÍSTICAS ADICIONAIS: Prazo de validade: 90% do prazo total da validade do produto na data da entrega, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;2.2900;02223342000104;STARMED ARTIGOS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);17;6510;88585;"Sonda, TIPO: Sistema fechado de aspiração traqueal, CALIBRE: 16FR, APRESENTAÇÃO: Para uso em traqueostomia, conector duplo ""swil"", via de irrigação com válvula antirrefluxo, com sonda de aproximadamente 30cm graduada com números e cores e coberta por bainha de plástico siliconizada, com válvula de sucção com trava de segurança, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;20.8500;08583229000108;CARLA DE OLIVEIRA CORREA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);24;6510;5533;"Canula de traqueostomia, Calibre 3,0, estéril, descartável, confeccionada em PVC atóxico, siliconado, flexível, transparente, ponta distal é arredondada para suavizar o trauma na inserção; composta por cânula externa sem balão de baixa pressão, cânula interior e tampa de vedação, linha radiopaca, hastes flexíveis ajustáveis ao paciente, asas para fixação com impressão do calibre em local visível, com gravação indelével. Deve ser de fácil manuseio que não cause traumatismo traqueal e mandril com ponta arredondada. A embalagem individual deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na ANVISA e apresentar código de barras, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;11.4700;02223342000104;STARMED ARTIGOS MEDICOS E HOSPITALARES LTDA
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);39;6510;39976;Fixador de tubo de alimentação adulto ou FTAD, Dispositivo seguro para fixação de sonda de alimentação nasoenteral e nasogástrica (5 a 18 FR), Com apresentação anatômica em formato de borboleta, Confortável, Hipoalergênica, Respirável e facilmente adaptável ao formato do nariz do paciente, Com braçadeira giratória para eliminar a pressão nas narinas, Desejável uma barreira hidrocolóide para maior adesão à pele saudável e sua conservação, Permitindo-se uso prolongado (em média 5 dias), Regulável através do velcro para união das bandas, Produto não estéril, EMBALAGEM: Individual com dados de identificação, Procedência e data de fabricação, UNID. DE MEDIDA: Unitário;225885346;2024-08-12;12.5100;10818693000269;BARD BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA A SAUDE LTDA.
396;2023;Pregão Eletrônico (Lei Federal 14.133/2021);31;6510;5540;"Canula de traqueostomia, Calibre 6,5, estéril, descartável, confeccionada em PVC atóxico, siliconado, flexível, transparente, ponta distal é arredondada para suavizar o trauma na inserção; composta por cânula externa com balão de baixa pressão, cânula interior e tampa de vedação, linha radiopaca, hastes flexíveis ajustáveis ao paciente, asas para fixação com impressão do calibre em local visível, com gravação indelével. Deve ser de fácil manuseio que não cause traumatismo traqueal e mandril com ponta arredondada. A embalagem individual deve favorecer abertura em técnica asséptica, que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na ANVISA e apresentar código de barras, UNID. DE MEDIDA: Unitário";225885346;2024-08-12;10.7400;02223342000104;STARMED ARTIGOS MEDICOS E HOSPITALARES LTDA
