numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
61;2024;Licitação Eletrônica - Estatal;Cancelado;Registro de preços para eventual e futura AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO - PAPEL TOALHA.;COHAPAR-Companhia de Habitação do Paraná;Sim;;;Menor Preço;;;2024-09-04;;;;222616930;
62;2024;Licitação Eletrônica - Estatal;Homologado;Contratacao de empresa capacitada no ramo de engenharia para prestacao de servicos garantidos e continuados de manutencao predial preventiva, corretiva e preditiva, compreendendo o fornecimento de postos de mao de obra residente, materiais de consumo, insumos e equipamentos necessarios, bem como, a realizacao por demanda, de servicos eventuais diversos de engenharia, nas instalacoes prediais da Celepar localizadas em Curitiba, conforme especificacoes;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;12863536.05;11461392.22;2024-10-22;2024-12-23;;;224783647;1 Parcela(s) - Empreitada/Global
63;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa para o fornecimento de 300 cadeiras giratórias tipo operacional padrão, 30 cadeiras giratórias tipo operacional necessidades especiais e 20 cadeiras giratórias modelo executivo, conforme especificações descritas neste termo de referência.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;644123.50;55903.50;2024-11-13;2025-02-07;;;225357161;
65;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual AQUISIÇÃO DE ADOÇANTE DIETÉTICO LÍQUIDO -gênero de alimentação - para atendimento das necessidades da COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Sim;2026-10-29;;Menor Preço;4568.40;2430.00;2024-09-16;2024-10-21;;;224344864;
67;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual AQUISIÇÃO DE CAFÉ EM PÓ para atendimento das necessidades da COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-10-03;;Menor Preço;74864.64;54988.80;2024-09-13;2024-09-26;;;225655430;
68;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade do MUNICÍPIO, no Município de CARLÓPOLIS, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 92 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;13814136.72;13814135.80;2024-09-25;2024-10-08;;;226384804;
69;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual contratação de SERVIÇOS DE CONFECÇÃO DE BANNERS E CHAVEIROS com fornecimento dos insumos necessários, para atendimento às necessidades da Companhia de Habitação do Paraná - COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-11-19;;Menor Preço;39340.00;20650.00;2024-09-26;2024-10-21;;;222811864;
70;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual aquisição de CADEIRAS GIRATÓRIAS ERGONÔMICAS, NA COR PRETA, para atendimento das necessidades da COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-10-21;;Menor Preço;141114.00;99000.00;2024-09-19;2024-10-08;;;220936538;
71;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual aquisição de APARELHOS TELEFÔNICOS IP - gênero de comunicação.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-11-01;;Menor Preço;79232.27;67099.78;2024-09-20;2024-10-28;;;219682832;
72;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para prestação de serviços de auditoria interna.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;1200000.00;448998.00;2024-10-23;2025-04-30;;;225614920;
73;2024;Licitação Eletrônica - Estatal;Fracassado;Contratação de empresa especializada para prestação de serviços de Manutenção Predial compreendendo desmontagem de 50,20 m2 e descarte ecológico de paredes em gesso acartonado drywall existente e fornecimento e Instalação de 200,95 m2 de divisória naval na cor Branco Gelo, estruturado em perfilados em aço galvanizado na cor Preto Fosco, bem como fornecimento e Instalação de 10 portas completas absolutamente no mesmo padrão e cor das paredes, para atender demanda do Escritório Regional de Maringá - ERMA/COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;;;2024-10-02;;;;172495796;1 Parcela(s) - Empreitada/Global
74;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços, pelo período de 01 - um-  ano, podendo ser prorrogado por igual período, para futura e eventual contratação de SERVIÇOS GRÁFICOS.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-12-13;;Menor Preço;127550.00;78710.00;2024-10-30;2024-12-06;;;222614252;
75;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para prestação de serviços técnicos especializados de sustentação de software, sem dedicação exclusiva de mão de obra, remunerados segundo a métrica de valor fixo mensal, vinculado ao atendimento de níveis mínimos de serviço, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;59399150.40;48492046.08;2025-03-17;2025-06-17;;;227062240;
76;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual aquisição de ELETRODOMÉSTICOS, para atendimento das necessidades da COHAPAR.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-12-19;;Menor Preço;40051.84;18817.92;2024-09-24;2024-11-05;;;219678606;
77;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa para prestação de Serviços de Consultoria em Gestão especializada em Qualidade e Acompanhamento de Projetos, Modelagem de Processos e Gestão da Mudança para Assessorar a CELEPAR na adequação da capacidade de atendimento do seu Escritório de Projetos e Processos de Negócio.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;12000000.00;3653200.00;2024-12-02;2024-01-20;;;227405619;
79;2024;Licitação Eletrônica - Estatal;Homologado;A presente licitação tem por objeto a seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade da COHAPAR, no Município de GRANDES RIOS, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 20 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;2823772.40;2729000.00;2024-10-11;2024-10-21;;;227090499;
80;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade da COHAPAR, no Município de MARILÂNDIA DO SUL, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 20 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;3102351.00;2999999.00;2024-10-10;2024-10-21;;;227093218;
81;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para fornecimento de Câmeras IP, Licenças de software para Câmeras IP, Controlador de acesso com reconhecimento facial e licenças de software para Controlador de acesso com reconhecimento facial.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;161325.00;157372.25;2024-10-15;2024-11-01;;;227467525;
82;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa especializada para execução de reforma completa do sistema técnico de prevenção e combate à incêndio e desastres, bem como execução da manutenção, operação, controle e garantia estendida pelo período de 36 meses.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Maior Lance;11638650.19;10550436.39;2024-12-04;2025-01-03;;;227627654;
83;2024;Licitação Eletrônica - Estatal;Homologado;Fornecimento de LOTE 1 - Café moído e torrado em pacote de 500 gramas e LOTE 2- Açúcar refinado em pacote com 5 quilos. ;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;66804.10;5204.10;2024-11-21;2024-12-23;;;227904020;
84;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade da COHAPAR, no Município de RIO BOM, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 23 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;3592677.74;3564899.95;2024-10-23;2024-10-29;;;227700467;
85;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual AQUISIÇÃO DE MATERIAIS DE COPA E COZINHA.;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-12-06;;Menor Preço;46734.68;19301.60;2024-10-14;2024-11-18;;;222616662;
87;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa especializada na prestação de serviço de Seguro de Vida e Acidentes Pessoais em Grupo para 386 funcionários da COHAPAR, por um período de 60 meses, tudo em conformidade com as especificações contidas no ANEXO I - Termo de Referência.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;928716.00;490992.00;2024-10-24;2024-11-26;;;224791984;60 Mês(es)
88;2024;Licitação Eletrônica - Estatal;Homologado;Contratação da solução Now Platform do fabricante ServiceNow na modalidade nuvem SaaS e serviço técnico especializado para Gerenciamento de Serviços de Tecnologia da Informação ITSM, Gerenciamento de Serviços Empresariais ESM e Gerenciamento de Projetos e Processos, plenamente funcional, integrada, parametrizada e operacional por meio de serviços de implantação, implementação, suporte técnico, treinamento, consultoria, atualização tecnológica e serviços de garantia, conforme requisitos e especificações descritos neste termo de referência. ;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;25719259.05;25719239.89;2024-11-26;2024-12-30;;;228434086;
89;2024;Licitação Eletrônica - Estatal;Homologado;Serviços de centralização e processamento de créditos da folha de pagamento da Celepar e de todas as movimentações financeiras de pagamentos e de transferências de recursos financeiros;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Maior Lance;212500.00;212500.00;2024-11-29;2025-01-28;;;228496952;
90;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual AQUISIÇÃO DE MATERIAL ELÉTRICO DE ILUMINAÇÃO.;COHAPAR-Companhia de Habitação do Paraná;Sim;2026-01-14;;Menor Preço;20353.05;10392.99;2024-10-25;2024-11-11;;;222743532;
91;2024;Licitação Eletrônica - Estatal;Homologado;Registro de Preços para futura e eventual contratação de empresa especializada no fornecimento de Solução SAS Viya, na forma de licenciamento perpétuo, para sustentação dos Serviços de Análise de Ações Governamentais com uso de Inteligência Artificial.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-03-11;;Menor Preço;209033248.24;98729539.97;2025-01-13;2025-02-17;;;228890502;
92;2024;Licitação Eletrônica - Estatal;Homologado;Contratacao em DOIS LOTES, de empresa para fornecimento de Papel para impressora laser no formato A4 90 gramas branco, embalado em pacote com 500 folhas, conforme especificaçoes e quantidades do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;801600.00;801600.00;2024-11-12;2024-12-09;;;228740187;
93;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica especializada para prestação de serviços do tipo Call Center, contemplando SOLUÇÃO de serviços de atendimento ao SOLICITANTE de forma ativa e receptiva, via URA, telefone, e-mail, formulário eletrônico, chats e demais soluções de canais de atendimento, através de solução integrada de atendimento. Compreendendo ainda o fornecimento de infraestrutura de recursos humanos, física e tecnológica, métodos e processos de trabalho nas áreas que compreendem os serviços a serem executados, com planejamento, desenvolvimento, implantação, customização, integração, testes, sustentação, capacitação, operação e gestão de Call Center, conforme especificações e quantidades previstas no edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;15868533.55;5099731.80;2024-12-23;2025-04-08;;;229257498;60 Mês(es)
94;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual TOALHA DE PAPEL - MATERIAL DE LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO;COHAPAR-Companhia de Habitação do Paraná;Sim;2025-12-16;;Menor Preço;106160.00;34980.00;2024-11-06;2024-12-12;;;227785187;
95;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa do ramo da construção civil, especializada em obras e serviços de engenharia para conclusão de 47 UH e execução de infraestrutura em área localizada no município de FIGUEIRA/PR, proporcionando padrões mínimos de habitabilidade, salubridade, segurança e desempenho, definidos pelas posturas municipais, normas técnicas brasileiras e conforme especificações constantes dos documentos e informações constantes do Termo de Referência - ANEXO I, e do Volume Técnico - Projeto Executivo de Arquitetura e Engenharia - ANEXO I-E.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Maior Desconto;3720958.04;7.98;2024-12-12;2025-03-25;;;196557229;
96;2024;Licitação Eletrônica - Estatal;Homologado;Aquisição de Materiais Elétricos e de Rede Lógica.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;105624.21;100954.21;2024-12-18;2025-03-19;;;228538272;
97;2024;Licitação Eletrônica - Estatal;Homologado;"2ª PUBLICAÇÃO - Contratação de empresa do ramo da construção civil, especializada em obras e serviços de em engenharia, que será responsável pela produção do empreendimento habitacional PATO BRANCO .13ª ETAPA, MUNICÍPIO DE PATO BRANCO/PR, destinado às pessoas da TERCEIRA IDADE, compreendendo a elaboração e desenvolvimento de projetos Básico e Executivo em metodologia BIM, a execução de obras e serviços de engenharia, a montagem, a realização de testes e as demais operações necessárias e suficientes para a entrega final de habitação, ... que resultem em 40 unidades habitacionais e equipamentos comunitários dotados de padrões mínimos de habitabilidade, salubridade, segurança e desempenho, definidos pelas posturas municipais, normas técnicas brasileiras e conforme especificações constantes dos documentos e informações do Termo de Referência - ANEXO I, e do Anteprojeto de Arquitetura e Engenharia - Volume Técnico - ANEXO I-H.
";COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;8941637.57;7899000.00;2025-02-13;2025-05-20;;;205171363;1 Parcela(s) - Empreitada/Global
99;2024;Licitação Eletrônica - Estatal;Homologado;Aquisição de Luminárias, Postes de Fixação e Insumos para Iluminação Externa em 3 lotes.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;450496.09;149500.00;2025-01-29;2025-08-11;;;229710303;
101;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para prestação de serviços de atualização do ambiente de Nuvem da CELEPAR e componentes.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;1914945.40;1899000.00;2025-01-13;2025-01-30;;;229364200;1 Parcela(s) - Empreitada/Global
102;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para fornecimento de solução de ERP Enterprise Resource Planning, na modalidade SaaS Software como Serviço, bem como os requisitos mínimos necessários de boas práticas para a implantação, suporte, atualização e manutenção legal e tecnológica evolutiva da solução, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;38370337.42;9417400.00;2025-01-08;2025-05-21;;;230488037;
103;2024;Licitação Eletrônica - Estatal;Homologado;"Registro de Preços para futura e eventual contratação de pessoa jurídica para fornecimento de Câmeras IP para reconhecimento Facial, Câmeras IP WI-FI, Switches e Desktops, incluindo manutenção, suporte técnico e demais condições estabelecidas no Termo de Referência. 
";CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-07-09;;Menor Preço;209168903.06;37999332.12;2025-01-10;2025-06-09;;;230700176;
103;2024;Licitação Eletrônica - Estatal;Homologado;"Registro de Preços para futura e eventual contratação de pessoa jurídica para fornecimento de Câmeras IP para reconhecimento Facial, Câmeras IP WI-FI, Switches e Desktops, incluindo manutenção, suporte técnico e demais condições estabelecidas no Termo de Referência. 
";CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-06-12;;Menor Preço;209168903.06;37999332.12;2025-01-10;2025-06-09;;;230700176;
103;2024;Licitação Eletrônica - Estatal;Homologado;"Registro de Preços para futura e eventual contratação de pessoa jurídica para fornecimento de Câmeras IP para reconhecimento Facial, Câmeras IP WI-FI, Switches e Desktops, incluindo manutenção, suporte técnico e demais condições estabelecidas no Termo de Referência. 
";CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-04-15;;Menor Preço;209168903.06;37999332.12;2025-01-10;2025-06-09;;;230700176;
104;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade do MUNICÍPIO, no Município de ARAPUÃ, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 19 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;2904497.70;2622749.93;2024-12-18;2025-02-07;;;229768867;
105;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade do MUNICÍPIO, no Município de PORTO RICO, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 96 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;16693680.00;15739969.83;2024-12-19;2025-01-16;;;230165807;
106;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa especializada para fornecimento de solução de armazenamento de dados multiplataforma High-end, contemplando o fornecimento de serviços de instalação, configuração, ativação, migração e suporte especializado com garantia de 60 meses conforme especificações técnicas descritas neste Termo de Referência.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;15173839.36;12100000.00;2025-01-14;2025-02-17;;;230736219;
107;2024;Licitação Eletrônica - Estatal;Homologado;Registro de Preços para futura e eventual contratação de empresa especializada na prestação de serviços de infraestrutura, cabeamento lógico, instalação de equipamentos e instalações elétricas, por demanda, incluindo instalação, remoção, ampliação, remanejamento, manutenção preventiva e corretiva, testes de funcionalidade, com o fornecimento e substituição de materiais e outros serviços correlatos, conforme as condições constantes no presente edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-08-11;;Menor Preço;123423209.90;69326822.34;2025-01-29;2025-07-22;;;230836159;1 Parcela(s) - Empreitada/Global
108;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de pessoa jurídica para prestação de serviços técnicos de manutenção preventiva e corretiva nos sistemas de recalque de água da Celepar, por um período de 24 vinte e quatro meses, compreendendo reparos, assistência mecânica e elétrica, com fornecimento de pecas e acessórios, em equipamentos instalados no prédio da Celepar localizado na Rua Mateus Leme, 1561 - Curitiba PR.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;155760.00;155760.00;2025-01-31;2025-03-11;;;228657484;1 Parcela(s) - Empreitada/Global
109;2024;Licitação Eletrônica - Estatal;Fracassado;Registro de preços para futura e eventual AQUISIÇÃO DE AÇÚCAR REFINADO - 5 kg.;COHAPAR-Companhia de Habitação do Paraná;Sim;;;Menor Preço;;;2024-12-17;;;;229245465;
110;2024;Licitação Eletrônica - Estatal;Fase Certame;Contratação de solução, prevendo o fornecimento e instalação de equipamentos para a solução, prestação de serviços de manutenção e suporte técnico com o fornecimento de peças, configuração de sistemas de Áudio, Vídeo, Automação, Interatividade e Sistema de Alimentação Ininterrupta e treinamento na operação das salas de reuniões com sistema de web conferência para a Celepar. ;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;;;2025-02-17;;;;217619050;
111;2024;Licitação Eletrônica - Estatal;Homologado;Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade do MUNICÍPIO, no Município de BARBOSA FERRAZ, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 20 unidades habitacionais de forma a ampliar o acesso à moradia.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Menor Preço;2998580.00;2480000.00;2025-01-22;2025-02-17;;;231002286;
112;2024;Licitação Eletrônica - Estatal;Homologado;Registro de Preços para futura e eventual contratação de empresa de gerenciamento de canal eletrônico, instalação e manutenção de equipamentos para transmissão diária de informação, criação de conteúdo e gerenciamento de fila, conforme condições e exigências estabelecidas no Edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Sim;2026-04-22;;Menor Preço;28329750.00;23231100.00;2025-02-17;2025-04-08;;;231880518;
113;2024;Licitação Eletrônica - Estatal;Homologado;Registro de preços para futura e eventual AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE - PAPEL SULFITE A4 E A3 E COUCHÊ A4;COHAPAR-Companhia de Habitação do Paraná;Sim;2026-02-18;;Menor Preço;71888.70;45170.00;2025-01-13;2025-01-30;;;230015252;
114;2024;Licitação Eletrônica - Estatal;Homologado;"Registro de preços para futura e eventual AQUISIÇÃO DE MATERIAIS DE
LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO - PAPEL HIGIÊNICO";COHAPAR-Companhia de Habitação do Paraná;Sim;2026-03-19;;Menor Preço;57244.00;40694.50;2025-01-14;2025-03-10;;;230935254;
115;2024;Licitação Eletrônica - Estatal;Fracassado;Contratação de empresa do ramo da construção civil, especializada em obras e serviços de engenharia para conclusão de obras de pavimentação e sinalização viária, em área localizada no Conjunto Habitacional Primavera - 11ª. Etapa, no município de CRUZEIRO DO OESTE-PR, proporcionando padrões mínimos de salubridade, segurança e desempenho, definidos pelas posturas municipais, normas técnicas brasileiras e conforme especificações constantes dos documentos e informações constantes do Termo de Referência - ANEXO I, e do Volume Técnico - Projeto Executivo de Engenharia - ANEXO I-E.;COHAPAR-Companhia de Habitação do Paraná;Não;;;Maior Desconto;337762.60;;2025-02-14;;;;228923982;
1;2024;Licitação Presencial - Estatal;Homologado;Contratação de duas agências de propaganda, para a prestação de serviços de publicidade, para atender às demandas da Administração dos Portos de Paranaguá e Antonina - APPA.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Técnica e Preço;7500000.00;7500000.00;2024-08-20;2025-02-10;;;211706384;
1;2024;Licitação Pública Nacional - BID;Fracassado;"Contratação de empresa especializada para conclusão do remanescente da Delegacia Cidadã
Padrão II, com área de 1.362,69m2, situada a Avenida Colombo s/n, esquina com Rua João Maria
dos Santos, Bairro Santa Teresinha, no município de Colombo, Paraná";SECID-Secretaria de Estado das Cidades (Antigo SEDU);Não;;;Menor Preço;3777956.10;;2024-07-31;;;;210303057;
2;2024;Licitação Pública Nacional - BID;Homologado;Contratação de empresa especializada para prestação de serviços de engenharia para a execução do remanescente de obra e conclusão da Delegacia Cidadã Padrão II da cidade de Colombo, Paraná.;SECID-Secretaria de Estado das Cidades (Antigo SEDU);Não;;;Menor Preço;3777956.10;3256598.16;2024-11-13;2024-11-22;;;210303057;
1;2024;Pregão Eletrônico;Fracassado;registro de preço para futuras aquisições de lanternas náuticas compatíveis com o sistema de balizamento instalado sob responsabilidade da Administração dos Portos de Paranaguá e Antonina por um período de 12 meses;APPA-Administração dos Portos de Paranaguá e Antonina;Sim;;;Menor Preço;;;2024-01-18;;;;212694843;
2;2024;Pregão Eletrônico;Homologado;"Contratação de empresa especializada para execução do SPDA do Porto de Paranaguá, a CONTRATADA deverá executar os serviços de acordo com os projetos e memoriais disponíveis, levando em conta as modificações consideradas por esta APPA, conforme justificativas, normas e demais especificações contidas no Termo de referência, anexos e Edital.
";APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;8505392.21;8505102.21;2024-01-25;2024-04-22;https://www.licitacoes-e.com.br;;212387541;
3;2024;Pregão Eletrônico;Homologado;Contratação de empresa para fornecimento de Água Mineral envasada em garrafões e copos para Celepar pelo período de 60 meses;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;Menor Preço;256800.00;237600.00;2024-02-08;2024-03-04;www.licitacoes-e.com.br/;;215226824;
4;2024;Pregão Eletrônico;Suspenso;Contratação de empresa para prestar serviços de manutenção viária nas áreas sob responsabilidade dos Portos do Paraná, com pavimento rígido de concreto e com bloco intertravado, incluindo fornecimento de materiais, mão de obra e equipamentos, pelo período de 24 vinte e quatro meses, possibilitada a prorrogação do contrato desde que atendidos os dispositivos pertinentes da Lei Federal 13.303/2016 e haja concordância de ambas as partes, conforme justificativas, normas e demais especificações  estabelecidas no Termo de referência, Edital e anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Não;;;Menor Preço;;;2024-01-31;;https://www.licitacoes-e.com.br;;213553992;
5;2024;Pregão Eletrônico;Homologado;Contratação de empresa especializada em climatização, para fornecimento e instalação de  equipamentos e complementos de sistema de ar-condicionado, conforme projeto e memorial descritivo, em todos os pavimentos do bloco A da PARANAPREVIDÊNCIA.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Não;;;Menor Preço;861215.49;559900.00;2024-01-18;2024-01-25;www.bb.com.br;;211946741;1 Parcela(s) - Empreitada/Global
6;2024;Pregão Eletrônico;Homologado;Aquisição parcelada, através do Sistema de Registro de Preços, de Equipamentos de Proteção Individual  EPI, conforme especificações do item 03 três do termo de referência, para fornecimento aos trabalhadores dos diversos setores desta APPA, durante o período de 12 doze meses, conforme quantidades estimadas, justificativas, normas e especificações técnicas constantes do Termo de referência, edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Sim;;;Menor Preço;214530.00;214530.00;2024-01-24;2024-06-28;https://www.licitacoes-e.com.br;;213149172;
