numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;diferenca_valor;variacao_percentual;proporcao_homologado_estimado;flag_homologado_acima_estimado;flag_houve_desconto;lead_time_dias;criterio_menor_preco;flag_situacao_certame;flag_informatica
498;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de serviço para sustentação dos ambientes de produção, teste e homologação do banco de dados Oracle e servidores de aplicação que atendem o sistema de gestão hospitalar Philips Tasy para atender a demanda do Complexo Hospitalar da UEPG;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;75600000.0;71100000.0;2025-05-22;2025-06-06;TB_LICITACOES-2025.csv;contratação de serviço para sustentação dos ambientes de produção, teste e homologação do banco de dados oracle e servidores de aplicação que atendem o sistema de gestão hospitalar philips tasy para atender a demanda do complexo hospitalar da uepg;4500000.0;5.952380952380952;0.9404761904761905;False;True;15.0;True;False;True
510;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Selecionar a proposta apta a gerar o resultado mais vantajoso para contratar LICENÇA PERPÉTUAS, ATUALIZAÇÃO E SUPORTE PARA O BANCO DE DADOS ORACLE ENTERPRIZE EDITION E SUAS FERRAMENTAS para atender a demanda do complexo hospitalar da UEPG.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;199576130.0;182740000.0;2025-05-20;2025-05-27;TB_LICITACOES-2025.csv;selecionar a proposta apta a gerar o resultado mais vantajoso para contratar licença perpétuas, atualização e suporte para o banco de dados oracle enterprize edition e suas ferramentas para atender a demanda do complexo hospitalar da uepg.;16836130.0;8.435943717317295;0.915640562826827;False;True;7.0;True;False;True
513;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Contratação, por registro de preço, de prestação de serviços continuados de empresa agenciadora de passagens aéreas, devidamente credenciada junto aos órgãos reguladores, visando a aquisição de passagens aéreas no âmbito nacional e internacional, via sistema web customizável, com apoio operacional e tratamento de dados incluindo os serviços de cotação, reserva, emissão, marcação e remarcação, tarifas, taxas de embarque e cancelamento de bilhetes, cotação e emissão de seguro para viagens internacionais e serviços correlatos nos afastamentos de beneficiários e demais demandas em viagens a serviço dos órgãos da Administração Direta e Autárquica do Poder Executivo do Estado do Paraná.;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Maior Desconto;8196690100.0;;2025-09-25;;TB_LICITACOES-2025.csv;contratação, por registro de preço, de prestação de serviços continuados de empresa agenciadora de passagens aéreas, devidamente credenciada junto aos órgãos reguladores, visando a aquisição de passagens aéreas no âmbito nacional e internacional, via sistema web customizável, com apoio operacional e tratamento de dados incluindo os serviços de cotação, reserva, emissão, marcação e remarcação, tarifas, taxas de embarque e cancelamento de bilhetes, cotação e emissão de seguro para viagens internacionais e serviços correlatos nos afastamentos de beneficiários e demais demandas em viagens a serviço dos órgãos da administração direta e autárquica do poder executivo do estado do paraná.;0.0;0.0;0.0;False;True;0.0;False;True;True
559;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de computadores e aeronave DRONE;UNESPAR-Universidade Estadual do Paraná;Menor Preço;11532124.0;;2025-09-01;;TB_LICITACOES-2025.csv;aquisição de computadores e aeronave drone;0.0;0.0;0.0;False;True;0.0;True;True;True
591;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;"A presente licitação tem por objeto a produção/aquisição de itens para identificação, padronização e uniformização de bolsistas, atletas, técnicos, dirigentes e servidores da Paraná Esporte, para os seguintes eventos
-Programa Geração Olímpica e Paralímpica
-Jogos de Representação Estadual e Uniformes Especializados
-Jogos Escolares do Paraná
-Esporte para toda a vida - Jogos de Aventura e Natureza
-Verão Maior Paraná
-Jogos Oficiais do Paraná
";PRESP-Paraná Esporte (Antigo IPCE);Menor Preço;204356840.0;12500360.0;2025-06-12;2025-09-15;TB_LICITACOES-2025.csv;a presente licitação tem por objeto a produção/aquisição de itens para identificação, padronização e uniformização de bolsistas, atletas, técnicos, dirigentes e servidores da paraná esporte, para os seguintes eventos -programa geração olímpica e paralímpica -jogos de representação estadual e uniformes especializados -jogos escolares do paraná -esporte para toda a vida - jogos de aventura e natureza -verão maior paraná -jogos oficiais do paraná;191856480.0;93.88307237477346;0.0611692762522654;False;True;95.0;True;False;True
595;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução dos serviços de engenharia para SUBSTITUIÇÃO DO SISTEMA DE AQUECIMENTO DO BLOCO DA PISCINA, da Universidade Estadual de Ponta Grosa - UEPG, no endereço Avenida Carlos Cavalcanti, 4748 - Uvaranas, no município de Ponta Grossa - Paraná, Coordenadas Geográficas latitude -25,089985º e longitude -50,099149º, conforme planilha orçamentária de referência constante no Anexo XIII.;UEPG-Universidade Estadual de Ponta Grossa;Maior Desconto;44007567.0;1.0;2025-06-11;2025-10-03;TB_LICITACOES-2025.csv;contratação de empresa especializada para execução dos serviços de engenharia para substituição do sistema de aquecimento do bloco da piscina, da universidade estadual de ponta grosa - uepg, no endereço avenida carlos cavalcanti, 4748 - uvaranas, no município de ponta grossa - paraná, coordenadas geográficas latitude -25,089985º e longitude -50,099149º, conforme planilha orçamentária de referência constante no anexo xiii.;44007566.0;99.99999772766351;2.2723364824962943e-08;False;True;114.0;False;False;True
608;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;AUDITORIA, FATURAMENTO HOSPITALAR E ORGANIZAÇÃO HOSPITALAR, com ênfase nos serviços de monitoração, acompanhamento e orientações para o faturamento Hospitalar SUS, com indicadores de faturamento, com foco na melhoria das informações no âmbito dos sistemas SIH, BPASIA, APAC, FPO e SCNES, em todos os componentes de serviços hospitalares e ambulatoriais de Média e Alta Complexidade, trazendo benefícios e agilidade nos processos, para as unidades integrantes da Fundação Estatal de Atenção em Saúde do Paraná FUNEAS, utilizando-se de mão de obra qualificada e tecnologia machine learning, que entregam ferramentas de desenvolvimentos de programação e de recursos humanos qualificados para otimização e maximização de soluções para implantação e implementação do projeto mapa de riscos de processos e desenvolvimento de plano de ação conforme demanda gerada pela contratante, por processo Licitatório, pelo período de 24 vinte e quatro meses;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;1392000000.0;1391040000.0;2025-06-13;2025-07-08;TB_LICITACOES-2025.csv;auditoria, faturamento hospitalar e organização hospitalar, com ênfase nos serviços de monitoração, acompanhamento e orientações para o faturamento hospitalar sus, com indicadores de faturamento, com foco na melhoria das informações no âmbito dos sistemas sih, bpasia, apac, fpo e scnes, em todos os componentes de serviços hospitalares e ambulatoriais de média e alta complexidade, trazendo benefícios e agilidade nos processos, para as unidades integrantes da fundação estatal de atenção em saúde do paraná funeas, utilizando-se de mão de obra qualificada e tecnologia machine learning, que entregam ferramentas de desenvolvimentos de programação e de recursos humanos qualificados para otimização e maximização de soluções para implantação e implementação do projeto mapa de riscos de processos e desenvolvimento de plano de ação conforme demanda gerada pela contratante, por processo licitatório, pelo período de 24 vinte e quatro meses;960000.0;0.06896551724137931;0.9993103448275862;False;True;25.0;True;False;True
657;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de jaquetas corta vento para os servidores públicos do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANÁ  DER/PR. As vestimentas serão compostas conforme especificações contidas no Termo de Referência. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;11340000.0;;2025-09-30;;TB_LICITACOES-2025.csv;aquisição de jaquetas corta vento para os servidores públicos do departamento de estradas de rodagem do estado do paraná der/pr. as vestimentas serão compostas conforme especificações contidas no termo de referência.;0.0;0.0;0.0;False;True;0.0;True;True;True
675;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva nos sistemas de climatização.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;72000000.0;34800000.0;2025-06-11;2025-08-13;TB_LICITACOES-2025.csv;contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva nos sistemas de climatização.;37200000.0;51.66666666666667;0.48333333333333334;False;True;63.0;True;False;True
690;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de Servidores para atender a demanda do Hospital Universitário Regional dos Campos Gerais HURCG;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;146966817.0;67800000.0;2025-06-27;2025-08-04;TB_LICITACOES-2025.csv;aquisição de servidores para atender a demanda do hospital universitário regional dos campos gerais hurcg;79166817.0;53.867137232753706;0.46132862767246297;False;True;38.0;True;False;True
708;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de um sistema de monitoramento por câmeras instalado.;UEM-Universidade Estadual de Maringá;Menor Preço;1550500.0;1550000.0;2025-07-02;2025-08-29;TB_LICITACOES-2025.csv;aquisição de um sistema de monitoramento por câmeras instalado.;500.0;0.032247662044501774;0.999677523379555;False;True;58.0;True;False;True
713;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;"Contratação de empresa especializada para fornecimento e instalação de janelas 
sistema maxim-ar esquadrias em alumínio completas instalação e substituição de vidros 
fumê 6 mm substituição de janelas esquadria de alumínio de janelas fixas, com ou sem 
retirada de aparelho de ar condicionado fornecimento e instalação de portas de vidro 10 
mm, em duas folhas pivotantes com molas hidráulicas, incluindo retirada da porta 
existente, através de Registro de Preço.
";PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;31175550.0;23011600.0;2025-06-13;2025-07-02;TB_LICITACOES-2025.csv;contratação de empresa especializada para fornecimento e instalação de janelas sistema maxim-ar esquadrias em alumínio completas instalação e substituição de vidros fumê 6 mm substituição de janelas esquadria de alumínio de janelas fixas, com ou sem retirada de aparelho de ar condicionado fornecimento e instalação de portas de vidro 10 mm, em duas folhas pivotantes com molas hidráulicas, incluindo retirada da porta existente, através de registro de preço.;8163950.0;26.187027975448707;0.7381297202455129;False;True;19.0;True;False;True
714;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;"Prestação de serviço de locação de sistema de reconhecimento facial para atender a
demanda da Secretaria de Estado da Segurança Pública SESP conforme especificações
estabelecidas no Anexo I do edital";SESP-Secretaria de Estado da Segurança Pública;Menor Preço;54393000.0;;2025-10-29;;TB_LICITACOES-2025.csv;prestação de serviço de locação de sistema de reconhecimento facial para atender a demanda da secretaria de estado da segurança pública sesp conforme especificações estabelecidas no anexo i do edital;0.0;0.0;0.0;False;True;0.0;True;True;True
719;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de equipamentos de informática.;UEM-Universidade Estadual de Maringá;Menor Preço;5370106.0;3855800.0;2025-06-16;2025-07-04;TB_LICITACOES-2025.csv;aquisição de equipamentos de informática.;1514306.0;28.198810228326966;0.7180118977167304;False;True;18.0;True;False;True
735;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de equipamentos de laboratório e de um sistema de irrigação para atender a demanda do Instituto de Desenvolvimento Rural do Paraná - IAPAR - EMATER, conforme especificações técnicas do termo de referência;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Menor Preço;18162362.0;;2025-07-22;;TB_LICITACOES-2025.csv;aquisição de equipamentos de laboratório e de um sistema de irrigação para atender a demanda do instituto de desenvolvimento rural do paraná - iapar - emater, conforme especificações técnicas do termo de referência;0.0;0.0;0.0;False;True;0.0;True;True;True
740;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Fornecimento parcelado de materiais médico diversos, cateter central de inserção periférica, dispositivo adulto, neonatal e pediátrico de estabilização, entre outros, com cessão em comodato de 02, dois aparelhos de ultrassom para punção de acesso vascular portátil, para o Hospital Universitário - HU-UEL, pelo período de 12, doze meses.;UEL-Universidade Estadual de Londrina;Menor Preço;116896000.0;112320000.0;2025-06-23;2025-07-18;TB_LICITACOES-2025.csv;fornecimento parcelado de materiais médico diversos, cateter central de inserção periférica, dispositivo adulto, neonatal e pediátrico de estabilização, entre outros, com cessão em comodato de 02, dois aparelhos de ultrassom para punção de acesso vascular portátil, para o hospital universitário - hu-uel, pelo período de 12, doze meses.;4576000.0;3.9145907473309607;0.9608540925266904;False;True;25.0;True;False;True
795;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;"Contratação de empresa especializada e homologada junto a Agência Nacional de Aviação Civil
ANAC, com o objetivo de prestar serviço pintura, atualização do sistema de comunicação das
aeronaves, com aquisição e instalação de rádio policial e de manutenção aeronáutica preventiva e
corretiva, com fornecimento de peças e demais itens necessários a manter a aeronavegabilidade e
operação dos 03 três helicópteros Robinson R66, matrículas PS-EPH, PS-HCJ e PS-HLT, dividido
em 03 três lotes, pertencentes ao Batalhão de Polícia Militar de Operações Aéreas, de acordo com
o manual de manutenção da aeronave, para uma programação de 2.400 horas voadas cada
aeronave, por 5 anos e/ou 60 meses.";SESP-Secretaria de Estado da Segurança Pública;Menor Preço;1341406186.0;1178473002.0;2025-07-29;2025-08-13;TB_LICITACOES-2025.csv;contratação de empresa especializada e homologada junto a agência nacional de aviação civil anac, com o objetivo de prestar serviço pintura, atualização do sistema de comunicação das aeronaves, com aquisição e instalação de rádio policial e de manutenção aeronáutica preventiva e corretiva, com fornecimento de peças e demais itens necessários a manter a aeronavegabilidade e operação dos 03 três helicópteros robinson r66, matrículas ps-eph, ps-hcj e ps-hlt, dividido em 03 três lotes, pertencentes ao batalhão de polícia militar de operações aéreas, de acordo com o manual de manutenção da aeronave, para uma programação de 2.400 horas voadas cada aeronave, por 5 anos e/ou 60 meses.;162933184.0;12.14644644556604;0.8785355355443396;False;True;15.0;True;False;True
808;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Registro de Preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de COLCHÕES PNEUMÁTICOS COM SISTEMA DE PRESSÃO ALTERNADA, COLCHÕES INFLÁVEIS CAIXA DE OVO, COLCHÃO E TRAVESSEIROS HOSPITALAR ADULTO;SESA-Secretaria de Estado da Saúde;Menor Preço;157233127.0;;2025-08-26;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de colchões pneumáticos com sistema de pressão alternada, colchões infláveis caixa de ovo, colchão e travesseiros hospitalar adulto;0.0;0.0;0.0;False;True;0.0;True;True;True
836;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTOS E COMPLEMENTOS DE SISTEMA DE AR-CONDICIONADO, para atender a demanda do Hospital Regional do Sudoeste Walter Alberto Pecoits HRS, pelo período de 12 doze meses;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;48031000.0;;2025-07-07;;TB_LICITACOES-2025.csv;fornecimento e instalação de equipamentos e complementos de sistema de ar-condicionado, para atender a demanda do hospital regional do sudoeste walter alberto pecoits hrs, pelo período de 12 doze meses;0.0;0.0;0.0;False;True;0.0;True;True;True
859;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa visando a locação - fretamento de ônibus, com a inclusão de motorista, para o transporte de alunos e servidores da Universidade Estadual de Maringá.;UEM-Universidade Estadual de Maringá;Menor Preço;4550000.0;4480000.0;2025-07-10;2025-07-10;TB_LICITACOES-2025.csv;contratação de empresa visando a locação - fretamento de ônibus, com a inclusão de motorista, para o transporte de alunos e servidores da universidade estadual de maringá.;70000.0;1.5384615384615385;0.9846153846153847;False;True;0.0;True;False;True
870;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de materiais de informática para o Núcleo de Estudo e Defesa dos Direitos da Infância e Juventude-NEDDIJ e Núcleo Maria da Penha-NUMAPE.;UENP-Universidade Estadual do Norte do Paraná;Menor Preço;3025459.0;1604126.0;2025-07-10;2025-08-14;TB_LICITACOES-2025.csv;aquisição de materiais de informática para o núcleo de estudo e defesa dos direitos da infância e juventude-neddij e núcleo maria da penha-numape.;1421333.0;46.97908647910945;0.5302091352089054;False;True;35.0;True;False;True
877;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de equipamentos diversos Switcher de vídeo, Câmera PTZ, Controladora de Câmera PTZ, Painel de LED, Tripé para Câmera, Kit Microfone Lapela, Notebook, Monitores e Impressora 3D com cabine fechada, para a Universidade Estadual do Paraná UNESPAR pelo TED 002/2024, entre SEDEF e a UNESPAR;UNESPAR-Universidade Estadual do Paraná;Menor Preço;13471538.0;8691632.0;2025-07-31;2025-09-15;TB_LICITACOES-2025.csv;aquisição de equipamentos diversos switcher de vídeo, câmera ptz, controladora de câmera ptz, painel de led, tripé para câmera, kit microfone lapela, notebook, monitores e impressora 3d com cabine fechada, para a universidade estadual do paraná unespar pelo ted 002/2024, entre sedef e a unespar;4779906.0;35.48151666127505;0.6451848333872495;False;True;46.0;True;False;True
887;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;"Contratação de empresa de engenharia especializada para a instalação de uma usina fotovoltaica
montada sobre a cobertura da portaria principal, consistindo no fornecimento de materiais e
equipamentos, instalação completa das estruturas metálicas de sustentação e sistema de geração de
energia solar fotovoltaica tipo zero grid, documentações e projetos, comissionamento, capacitação da
equipe técnica da ALEP, operação assistida com suporte técnico e homologação junto a concessionária de energia elétrica de sistema de micro geração conectada à rede, com potência instalada tota superior a 30 KWp, para atender as demandas da Assembleia Legislativa do Estado do Paraná, conforme as especificações, quantidades e demais exigências estabelecidas no Termo de Referência e demais documentos técnicos anexos ao presente procedimento.";ALEP-Assembleia Legislativa do Estado do Paraná;Menor Preço;12770853.0;8490000.0;2025-06-10;2025-07-17;TB_LICITACOES-2025.csv;contratação de empresa de engenharia especializada para a instalação de uma usina fotovoltaica montada sobre a cobertura da portaria principal, consistindo no fornecimento de materiais e equipamentos, instalação completa das estruturas metálicas de sustentação e sistema de geração de energia solar fotovoltaica tipo zero grid, documentações e projetos, comissionamento, capacitação da equipe técnica da alep, operação assistida com suporte técnico e homologação junto a concessionária de energia elétrica de sistema de micro geração conectada à rede, com potência instalada tota superior a 30 kwp, para atender as demandas da assembleia legislativa do estado do paraná, conforme as especificações, quantidades e demais exigências estabelecidas no termo de referência e demais documentos técnicos anexos ao presente procedimento.;4280853.0;33.52049389339929;0.664795061066007;False;True;37.0;True;False;True
902;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Contratação de empresa especializada para instalação com fornecimento do sistema de alarme endereçável e detecção de incêndio, para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa 24.148.240-5;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;57182937.0;;2025-07-24;;TB_LICITACOES-2025.csv;contratação de empresa especializada para instalação com fornecimento do sistema de alarme endereçável e detecção de incêndio, para atender a demanda do complexo hospitalar da universidade estadual de ponta grossa 24.148.240-5;0.0;0.0;0.0;False;True;0.0;True;True;True
918;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de CATETER VENOSO PERIFÉRICO;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;231176000.0;;2025-07-18;;TB_LICITACOES-2025.csv;aquisição de cateter venoso periférico;0.0;0.0;0.0;False;True;0.0;True;True;True
926;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de serviços de suporte e manutenção mensal de sistema para gestão da CME, incluindo aquisição de licença de uso de software para atender a demanda do Complexo Hospitalar da UEPG;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;10680000.0;4320000.0;2025-07-30;2025-08-07;TB_LICITACOES-2025.csv;contratação de serviços de suporte e manutenção mensal de sistema para gestão da cme, incluindo aquisição de licença de uso de software para atender a demanda do complexo hospitalar da uepg;6360000.0;59.55056179775281;0.4044943820224719;False;True;8.0;True;False;True
927;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;"Registro de Precos para futura contratacao de empresa para o fornecimento Solucao de Tecnologia da Informacao e Comunicacao  TIC, incluindo os servicos de ativacao, configuracao, suporte tecnico, curadoria, manutencao e transferencia de conhecimento de uma Solucao de Contact Center Omnicanal com voz, webchat, WhatsApp, atendimento automatizado bot de voz , chatbot e atendimento de URA, formularios eletrônicos e email, com suporte à inteligencia artificial na modalidade SaaS Software as a Service em nuvem publica e demais condicoes aqui estabelecidas, para a Secretaria de Estado da Educacao  SEED		
";SEED-Secretaria de Estado da Educação;Menor Preço;666380639.0;;2025-08-07;;TB_LICITACOES-2025.csv;registro de precos para futura contratacao de empresa para o fornecimento solucao de tecnologia da informacao e comunicacao tic, incluindo os servicos de ativacao, configuracao, suporte tecnico, curadoria, manutencao e transferencia de conhecimento de uma solucao de contact center omnicanal com voz, webchat, whatsapp, atendimento automatizado bot de voz , chatbot e atendimento de ura, formularios eletrônicos e email, com suporte à inteligencia artificial na modalidade saas software as a service em nuvem publica e demais condicoes aqui estabelecidas, para a secretaria de estado da educacao seed;0.0;0.0;0.0;False;True;0.0;True;True;True
934;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Publicado;Registro de Preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de SISTEMA FECHADO DE ASPIRAÇÃO ENDOTRAQUEAL;SESA-Secretaria de Estado da Saúde;Menor Preço;58496960.0;;2025-10-29;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de sistema fechado de aspiração endotraqueal;0.0;0.0;0.0;False;True;0.0;True;False;True
965;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Prestação de serviços continuados de tecnologia da informação para locação de uso temporário, implantação, treinamento e prestação de serviços de suporte e manutenção de software de interfaceamento laboratorial;UEM-Universidade Estadual de Maringá;Menor Preço;25850000.0;25000000.0;2025-07-24;2025-07-30;TB_LICITACOES-2025.csv;prestação de serviços continuados de tecnologia da informação para locação de uso temporário, implantação, treinamento e prestação de serviços de suporte e manutenção de software de interfaceamento laboratorial;850000.0;3.2882011605415857;0.9671179883945842;False;True;6.0;True;False;True
971;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de materiais de informática e materiais de expediente.;UEM-Universidade Estadual de Maringá;Menor Preço;9690466.0;5166926.0;2025-07-28;2025-08-08;TB_LICITACOES-2025.csv;aquisição de materiais de informática e materiais de expediente.;4523540.0;46.680314445146394;0.533196855548536;False;True;11.0;True;False;True
974;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Sistema de Espectrometria de Infravermelho por Transformada de Fourier FTIR com Refletancia Total Atenuada ATR para analises de interesse forense. UNID. DE MEDIDA Unitario;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;438236400.0;;2025-10-02;;TB_LICITACOES-2025.csv;sistema de espectrometria de infravermelho por transformada de fourier ftir com refletancia total atenuada atr para analises de interesse forense. unid. de medida unitario;0.0;0.0;0.0;False;True;0.0;True;True;True
982;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Contratação de empresa para a prestação de serviços comuns de engenharia ambiental, referentes à Remoção de Sistema de Armazenamento Subterrâneo de Combustíveis - SASC do Escritório Centro Sudoeste do Departamento de Estradas de Rodagem do Paraná - DER PR, com volume total de tancagem de 60 m3, localizado na Rua Sebastião, bairro Cristo Rei, no município de Francisco Beltrão, Paraná.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;30291521.0;;2025-09-04;;TB_LICITACOES-2025.csv;contratação de empresa para a prestação de serviços comuns de engenharia ambiental, referentes à remoção de sistema de armazenamento subterrâneo de combustíveis - sasc do escritório centro sudoeste do departamento de estradas de rodagem do paraná - der pr, com volume total de tancagem de 60 m3, localizado na rua sebastião, bairro cristo rei, no município de francisco beltrão, paraná.;0.0;0.0;0.0;False;True;0.0;True;True;True
998;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Registro de Preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de agulhas para bloqueio de plexo com estimulador de nervo periférico em regime de comodato;SESA-Secretaria de Estado da Saúde;Menor Preço;210978540.0;;2025-10-15;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de agulhas para bloqueio de plexo com estimulador de nervo periférico em regime de comodato;0.0;0.0;0.0;False;True;0.0;True;True;True
999;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Contratação de solução de Gestão Integrada de Recursos Humanos e Folha de Pagamento, compreendida por software em modalidade SaaS Software as a Service.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;351201302.0;;2025-08-05;;TB_LICITACOES-2025.csv;contratação de solução de gestão integrada de recursos humanos e folha de pagamento, compreendida por software em modalidade saas software as a service.;0.0;0.0;0.0;False;True;0.0;True;True;True
1002;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;A presente licitação tem por objeto a PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTO DE TOMOGRAFIA COMPUTADORIZADA COM REPOSIÇÃO DE PEÇAS, ACESSÓRIOS E PERIFÉRICOS, INCLUINDO TROCA DE TUBO DE RAIOS-X, DE UM TOMÓGRAFO MARCA SIEMENS MODELO SOMATOM GO. UP  SN 136082, para atender a demanda do Hospital Regional do Norte Pioneiro HRNP, pelo período de 12 doze meses;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;30755760.0;;2025-08-05;;TB_LICITACOES-2025.csv;a presente licitação tem por objeto a prestação de serviço de manutenção preventiva e corretiva em equipamento de tomografia computadorizada com reposição de peças, acessórios e periféricos, incluindo troca de tubo de raios-x, de um tomógrafo marca siemens modelo somatom go. up sn 136082, para atender a demanda do hospital regional do norte pioneiro hrnp, pelo período de 12 doze meses;0.0;0.0;0.0;False;True;0.0;True;True;True
1004;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Registro de Preços, pelo período de 1 ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, para atender as unidades administrativas da UNIOESTE.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;5274910782.0;;2025-10-03;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de equipamentos de informática, para atender as unidades administrativas da unioeste.;0.0;0.0;0.0;False;True;0.0;True;True;True
1031;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;AQUISIÇÃO DE SOLUÇÃO DE VISÃO COMPUTACIONAL COMPUTER VISION COM INSTALAÇÃO CONFIGURAÇÃO ATIVAÇÃO E SUPORTE TÉCNICO para atender a demanda da Secretaria da Segurança Pública do Paraná;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;2530400000.0;;2025-08-12;;TB_LICITACOES-2025.csv;aquisição de solução de visão computacional computer vision com instalação configuração ativação e suporte técnico para atender a demanda da secretaria da segurança pública do paraná;0.0;0.0;0.0;False;True;0.0;True;True;True
