numprocesso,ano,orgao,modalidade,valor_total,lsl_cap,razao_vt_lsl,flag_irregular,participantes,vencedores,qtd_itens,excedente
1584,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),10781356.84,650000.0,16.58670283076923,1,0,0,45.0,10131356.84
787,2024,SEED-Secretaria de Estado da Educação,Pregão Eletrônico (Lei Federal 14.133/2021),10781189.91,650000.0,16.586446015384617,1,2,3,3.0,10131189.91
318,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),10677411.0,650000.0,16.426786153846155,1,6,15,27.0,10027411.0
318,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),10677411.0,650000.0,16.426786153846155,1,6,15,27.0,10027411.0
1084,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10612140.48,650000.0,16.326369969230768,1,9,37,47.0,9962140.48
22,2024,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Pregão Eletrônico,10550000.0,650000.0,16.23076923076923,1,30,179,230.0,9900000.0
828,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10535580.0,650000.0,16.208584615384616,1,15,21,28.0,9885580.0
1562,2024,DETRAN-Departamento de Trânsito do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),10531967.45,650000.0,16.203026846153843,1,4,5,5.0,9881967.45
78,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10447059.85,650000.0,16.072399769230767,1,8,12,13.0,9797059.85
259,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10394702.4,650000.0,15.991849846153846,1,20,37,40.0,9744702.4
556,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico,10372524.0,650000.0,15.95772923076923,1,5,11,134.0,9722524.0
52,2023,UEM-Universidade Estadual de Maringá,Concorrência Eletrônica (Lei Federal 14.133/2021),10367223.92,650000.0,15.949575261538461,1,10,16,49.0,9717223.92
45,2024,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),23500000.0,1500000.0,15.666666666666666,1,39,86,101.0,22000000.0
361,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),10130140.87,650000.0,15.584832107692307,1,3,3,24.0,9480140.87
518,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10109034.44,650000.0,15.552360676923076,1,3,3,15.0,9459034.44
301,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,10087495.47,650000.0,15.5192238,1,7,18,73.0,9437495.47
75,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),23272891.08,1500000.0,15.515260719999999,1,5,10,32.0,21772891.08
431,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),10071032.0,650000.0,15.493895384615385,1,36,86,98.0,9421032.0
1846,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),10069772.85,650000.0,15.49195823076923,1,0,0,3.0,9419772.85
149,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,10056850.65,650000.0,15.472077923076924,1,4,11,95.0,9406850.65
22,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Pública,23181256.3,1500000.0,15.454170866666667,1,30,179,230.0,21681256.3
61,2025,IAT-Instituto Água e Terra (Antigo IAP),Concorrência Eletrônica (Lei Federal 14.133/2021),23074175.16,1500000.0,15.38278344,1,11,38,90.0,21574175.16
31,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9980000.0,650000.0,15.353846153846154,1,21,51,73.0,9330000.0
77,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),22962700.91,1500000.0,15.308467273333333,1,16,21,118.0,21462700.91
706,2025,SEDEF-Secretaria de Estado do Desenvolvimento Social e Família,Pregão Eletrônico (Lei Federal 14.133/2021),9919241.5,650000.0,15.260371538461538,1,12,25,59.0,9269241.5
15,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Licitação Eletrônica - Estatal,9910000.0,650000.0,15.246153846153845,1,17,43,57.0,9260000.0
18,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Licitação Eletrônica - Estatal,9910000.0,650000.0,15.246153846153845,1,20,25,64.0,9260000.0
107,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9877564.03,650000.0,15.196252353846154,1,6,3,101.0,9227564.03
175,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9872846.77,650000.0,15.188995030769231,1,15,57,102.0,9222846.77
1538,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9844589.57,650000.0,15.145522415384615,1,0,0,2.0,9194589.57
174,2023,SEED-Secretaria de Estado da Educação,Pregão Eletrônico (Lei Federal 14.133/2021),9808790.78,650000.0,15.090447353846153,1,2,2,13.0,9158790.78
108,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9794107.44,650000.0,15.0678576,1,7,7,17.0,9144107.44
366,2024,PRESP-Paraná Esporte (Antigo IPCE),Pregão Eletrônico (Lei Federal 14.133/2021),9791936.0,650000.0,15.064516923076923,1,6,23,38.0,9141936.0
138,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9773015.02,650000.0,15.035407723076922,1,25,79,77.0,9123015.02
1421,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),9643356.4,650000.0,14.835932923076923,1,16,68,87.0,8993356.4
901,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),9597886.77,650000.0,14.765979646153845,1,29,19,27.0,8947886.77
939,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,9560184.0,650000.0,14.707975384615384,1,18,31,56.0,8910184.0
927,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9512000.0,650000.0,14.633846153846154,1,2,4,13.0,8862000.0
1083,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9504272.25,650000.0,14.621957307692307,1,16,30,31.0,8854272.25
566,2023,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),9450474.87,650000.0,14.539192107692307,1,13,26,41.0,8800474.87
543,2025,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),9446000.0,650000.0,14.532307692307691,1,8,17,96.0,8796000.0
102,2024,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Licitação Eletrônica - Estatal,9417400.0,650000.0,14.488307692307693,1,7,6,34.0,8767400.0
1466,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9415134.21,650000.0,14.484821861538462,1,5,9,10.0,8765134.21
1292,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9408058.4,650000.0,14.473936,1,16,22,24.0,8758058.4
1569,2024,PRESP-Paraná Esporte (Antigo IPCE),Pregão Eletrônico (Lei Federal 14.133/2021),9359554.35,650000.0,14.399314384615383,1,8,9,8.0,8709554.35
30,2025,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),9177696.0,650000.0,14.119532307692308,1,29,52,67.0,8527696.0
77,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),9148831.2,650000.0,14.075124923076922,1,16,21,118.0,8498831.2
190,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico,9124053.12,650000.0,14.037004799999998,1,3,12,44.0,8474053.12
72,2023,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),9029849.97,650000.0,13.892076876923078,1,10,19,63.0,8379849.970000001
120,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),20761220.82,1500000.0,13.84081388,1,4,11,56.0,19261220.82
443,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,20642026.59,1500000.0,13.761351059999999,1,1,1,154.0,19142026.59
1047,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8938334.88,650000.0,13.751284430769232,1,4,18,69.0,8288334.880000001
1391,2023,IAT-Instituto Água e Terra (Antigo IAP),Pregão Eletrônico,8899000.0,650000.0,13.69076923076923,1,1,1,2.0,8249000.0
409,2025,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),8892000.0,650000.0,13.68,1,18,26,71.0,8242000.0
311,2025,PARANACIDADE-Serviço Social Autônomo PARANACIDADE,Pregão Eletrônico (Lei Federal 14.133/2021),8889450.0,650000.0,13.676076923076923,1,3,5,9.0,8239450.0
1677,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),8870614.56,650000.0,13.647099323076924,1,0,0,2.0,8220614.5600000005
1761,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),8820000.0,650000.0,13.569230769230769,1,1,16,16.0,8170000.0
494,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,20309195.81,1500000.0,13.539463873333332,1,5,8,18.0,18809195.81
1936,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),8754300.0,650000.0,13.468153846153847,1,1,1,1.0,8104300.0
45,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),8708196.96,650000.0,13.397226092307694,1,39,86,101.0,8058196.960000001
403,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8650318.16,650000.0,13.308181784615385,1,6,11,67.0,8000318.16
91,2023,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),8633167.17,650000.0,13.281795646153846,1,8,8,42.0,7983167.17
1075,2024,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),8572445.0,650000.0,13.188376923076923,1,2,8,8.0,7922445.0
392,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8560432.8,650000.0,13.169896615384616,1,6,10,14.0,7910432.800000001
999,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),8506041.54,650000.0,13.086217753846153,1,6,7,9.0,7856041.539999999
2,2024,APPA-Administração dos Portos de Paranaguá e Antonina,Pregão Eletrônico,8505102.21,650000.0,13.084772630769232,1,31,155,206.0,7855102.210000001
649,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8486263.52,650000.0,13.05579003076923,1,4,15,44.0,7836263.52
1258,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,8384995.2,650000.0,12.899992615384615,1,2,3,6.0,7734995.2
456,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8320420.0,650000.0,12.800646153846154,1,8,21,44.0,7670420.0
782,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),19147813.5,1500000.0,12.765209,1,5,6,16.0,17647813.5
40,2024,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),19143000.0,1500000.0,12.762,1,17,22,32.0,17643000.0
236,2025,CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),Pregão Eletrônico (Lei Federal 14.133/2021),8291558.6,650000.0,12.756243999999999,1,3,3,764.0,7641558.6
275,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),8279295.6,650000.0,12.737377846153846,1,3,6,50.0,7629295.6
132,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8271924.9,650000.0,12.726038307692308,1,14,86,143.0,7621924.9
82,2024,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),19054038.56,1500000.0,12.702692373333333,1,23,126,357.0,17554038.56
123,2024,IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,Pregão Eletrônico,8239300.0,650000.0,12.675846153846154,1,8,11,101.0,7589300.0
84,2025,ALEP-Assembleia Legislativa do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),18989427.65,1500000.0,12.659618433333332,1,10,31,82.0,17489427.65
475,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8227803.96,650000.0,12.658159938461539,1,11,45,69.0,7577803.96
644,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),8207051.79,650000.0,12.626233523076923,1,4,5,33.0,7557051.79
118,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),18861941.03,1500000.0,12.574627353333334,1,8,13,21.0,17361941.03
272,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),8131078.31,650000.0,12.509351246153846,1,13,55,99.0,7481078.31
256,2024,SEJU-Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF),Pregão Eletrônico (Lei Federal 14.133/2021),8092520.01,650000.0,12.450030784615384,1,26,80,103.0,7442520.01
99,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),18618346.45,1500000.0,12.412230966666666,1,10,15,186.0,17118346.45
1224,2024,SEED-Secretaria de Estado da Educação,Pregão Eletrônico (Lei Federal 14.133/2021),8064000.0,650000.0,12.406153846153845,1,1,1,1.0,7414000.0
9,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,8054603.28,650000.0,12.391697353846155,1,21,138,627.0,7404603.28
733,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8025808.32,650000.0,12.347397415384616,1,3,6,22.0,7375808.32
2077,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),8003797.2,650000.0,12.313534153846154,1,1,1,1.0,7353797.2
444,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),7985870.0,650000.0,12.285953846153847,1,9,20,40.0,7335870.0
839,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7965215.99,650000.0,12.254178446153846,1,5,40,101.0,7315215.99
102,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7961386.14,650000.0,12.248286369230769,1,7,6,34.0,7311386.14
102,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7961386.14,650000.0,12.248286369230769,1,7,6,34.0,7311386.14
1240,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),7908770.13,650000.0,12.167338661538462,1,4,4,42.0,7258770.13
34,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Concorrência Pública,17986832.36,1500000.0,11.991221573333332,1,6,7,84.0,16486832.36
303,2025,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),7793696.8,650000.0,11.99030276923077,1,1,1,27.0,7143696.8
865,2025,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),7793696.8,650000.0,11.99030276923077,1,3,5,9.0,7143696.8
448,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico,17899999.43,1500000.0,11.933332953333332,1,8,24,35.0,16399999.43
692,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7697273.84,650000.0,11.841959753846153,1,5,11,145.0,7047273.84
1127,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7697273.84,650000.0,11.841959753846153,1,1,1,21.0,7047273.84
534,2023,PRESP-Paraná Esporte (Antigo IPCE),Pregão Eletrônico (Lei Federal 14.133/2021),7691836.92,650000.0,11.833595261538461,1,11,17,27.0,7041836.92
802,2023,PRESP-Paraná Esporte (Antigo IPCE),Pregão Eletrônico (Lei Federal 14.133/2021),7691836.92,650000.0,11.833595261538461,1,5,6,15.0,7041836.92
414,2023,SEFA-Secretaria de Estado da Fazenda,Pregão Eletrônico (Lei Federal 14.133/2021),7647251.0,650000.0,11.765001538461538,1,5,32,163.0,6997251.0
1245,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,7590220.0,650000.0,11.677261538461538,1,15,33,33.0,6940220.0
136,2024,IAT-Instituto Água e Terra (Antigo IAP),Pregão Eletrônico,7503657.15,650000.0,11.544087923076924,1,13,21,71.0,6853657.15
1,2024,APPA-Administração dos Portos de Paranaguá e Antonina,Licitação Presencial - Estatal,7500000.0,650000.0,11.538461538461538,1,34,135,434.0,6850000.0
1773,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),7475500.0,650000.0,11.500769230769231,1,3,5,12.0,6825500.0
1773,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),7475500.0,650000.0,11.500769230769231,1,3,5,12.0,6825500.0
616,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),7370370.5,650000.0,11.339031538461539,1,10,41,143.0,6720370.5
2174,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7359672.8,650000.0,11.322573538461539,1,0,0,1.0,6709672.8
1878,2024,"SEMIPI-Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa",Pregão Eletrônico (Lei Federal 14.133/2021),7344000.0,650000.0,11.298461538461538,1,1,1,1.0,6694000.0
1768,2024,"SETR-Secretaria de Estado do Trabalho, Qualificação e Renda",Pregão Eletrônico (Lei Federal 14.133/2021),7326800.1,650000.0,11.272000153846154,1,0,0,1.0,6676800.1
694,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico,16858740.0,1500000.0,11.23916,1,3,3,14.0,15358740.0
2236,2024,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),16760548.86,1500000.0,11.17369924,1,8,10,10.0,15260548.86
302,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),7256360.58,650000.0,11.163631661538462,1,6,10,31.0,6606360.58
53,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico,7255090.4,650000.0,11.16167753846154,1,12,34,86.0,6605090.4
15,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,16734508.0,1500000.0,11.156338666666667,1,17,43,57.0,15234508.0
167,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7178700.0,650000.0,11.044153846153845,1,8,19,38.0,6528700.0
1040,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),7176280.58,650000.0,11.040431661538461,1,6,14,55.0,6526280.58
5,2025,PMPR-HPM-Hospital da Polícia Militar - SESP,Credenciamento,7174596.8,650000.0,11.03784123076923,1,19,29,105.0,6524596.8
41,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Chamamento Público,7116129.62,650000.0,10.947891723076923,1,14,21,183.0,6466129.62
839,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),7091327.94,650000.0,10.909735292307692,1,5,40,101.0,6441327.94
1138,2024,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),7037112.83,650000.0,10.826327430769231,1,1,6,344.0,6387112.83
12,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Concorrência Pública,6990136.3,650000.0,10.754055846153847,1,64,531,632.0,6340136.3
405,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6989546.02,650000.0,10.753147723076923,1,4,10,35.0,6339546.02
1478,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico,15999999.97,1500000.0,10.666666646666668,1,6,16,21.0,14499999.97
1079,2023,REPR-Receita Estadual do Paraná (Antigo CRE),Pregão Eletrônico (Lei Federal 14.133/2021),6931803.16,650000.0,10.664312553846154,1,2,2,8.0,6281803.16
91,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),15975831.7,1500000.0,10.650554466666666,1,8,8,42.0,14475831.7
18,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,15878958.0,1500000.0,10.585972,1,20,25,64.0,14378958.0
1759,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),6880303.88,650000.0,10.585082892307693,1,2,3,3.0,6230303.88
2198,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),6856677.0,650000.0,10.548733846153846,1,0,0,2.0,6206677.0
600,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6840854.37,650000.0,10.52439133846154,1,8,12,16.0,6190854.37
105,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,15739969.83,1500000.0,10.49331322,1,14,30,33.0,14239969.83
698,2025,PCP-SESP-Polícia Científica do Paraná - SESP (Antigo IC-SESP),Pregão Eletrônico (Lei Federal 14.133/2021),6793984.17,650000.0,10.45228333846154,1,16,23,30.0,6143984.17
101,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico,6752400.0,650000.0,10.388307692307693,1,25,35,187.0,6102400.0
105,2023,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Concorrência Eletrônica (Lei Federal 14.133/2021),15447104.83,1500000.0,10.298069886666667,1,14,30,33.0,13947104.83
65,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6691317.61,650000.0,10.294334784615385,1,22,40,66.0,6041317.61
65,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6691317.61,650000.0,10.294334784615385,1,22,40,66.0,6041317.61
703,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),6672554.5,650000.0,10.265468461538461,1,10,29,32.0,6022554.5
927,2025,SEED-Secretaria de Estado da Educação,Pregão Eletrônico (Lei Federal 14.133/2021),6663806.39,650000.0,10.25200983076923,1,2,4,13.0,6013806.39
1107,2024,CASA MILITAR-Casa Militar do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),6642717.1,650000.0,10.219564769230768,1,4,13,126.0,5992717.1
1118,2024,CASA MILITAR-Casa Militar do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),6642717.1,650000.0,10.219564769230768,1,1,1,5.0,5992717.1
89,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6634879.7,650000.0,10.207507230769231,1,16,67,76.0,5984879.7
425,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),6633710.71,650000.0,10.205708784615384,1,10,13,27.0,5983710.71
43,2025,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Concorrência Eletrônica (Lei Federal 14.133/2021),15266768.68,1500000.0,10.177845786666666,1,10,10,18.0,13766768.68
48,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),15157121.4,1500000.0,10.1047476,1,10,19,209.0,13657121.4
1030,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),6557684.39,650000.0,10.088745215384614,1,7,8,171.0,5907684.39
49,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),15043354.24,1500000.0,10.028902826666666,1,8,11,24.0,13543354.24
22,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),6503809.02,650000.0,10.005860030769231,1,30,179,230.0,5853809.02
1349,2023,IAT-Instituto Água e Terra (Antigo IAP),Pregão Eletrônico,14949999.97,1500000.0,9.966666646666667,1,2,2,2.0,13449999.97
199,2024,UEM-Universidade Estadual de Maringá,Concorrência Eletrônica (Lei Federal 14.133/2021),14949000.0,1500000.0,9.966,1,10,71,1129.0,13449000.0
1477,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico,14847999.9,1500000.0,9.8986666,1,2,3,3.0,13347999.9
107,2024,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Pregão Eletrônico,6430000.0,650000.0,9.892307692307693,1,6,3,101.0,5780000.0
12,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Concorrência Eletrônica (Lei Federal 14.133/2021),14838189.61,1500000.0,9.892126406666666,1,64,531,632.0,13338189.61
882,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Pregão Eletrônico,6367900.0,650000.0,9.79676923076923,1,10,12,24.0,5717900.0
988,2023,SEEC-Secretaria de Estado da Cultura (Antigo SECC),Pregão Eletrônico (Lei Federal 14.133/2021),6355856.0,650000.0,9.77824,1,3,1,15.0,5705856.0
2061,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),6333294.42,650000.0,9.743529876923077,1,2,7,12.0,5683294.42
30,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,14609000.7,1500000.0,9.739333799999999,1,29,52,67.0,13109000.7
