numprocesso,objeto,orgao,adesao_ata_srp-2024__qtd_registros,alteracoes_ata_srp-2024__qtd_registros,contratos-2024__qtd_registros,empresas_participantes-2024__qtd_registros,itens-2024__qtd_registros,lotes-2024__qtd_registros,orgaos_participantes-2024__qtd_registros,publicidade-2024__qtd_registros,anomaly_score,is_anomalous
181,"Contratação de empresa especializada para apoio ao controle de qualidade das camadas de pavimento da obra de pavimentação das Estradas Rurais de Ligação entre São José dos Pinhais e Mandirituba, na Região Metropolitana de Curitiba, Paraná, com extensão total de 26,61 km",AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),,,1.0,1.0,2.0,2.0,,,-0.15700064356945947,0
182,"Contratação de empresa especializada para construção de sanitários nos Campi de Cornélio Procópio, Jacarezinho e Bandeirantes.",UENP-Universidade Estadual do Norte do Paraná,,,6.0,7.0,7.0,7.0,,,-0.1514071802927932,0
183,"Contratação semi-integrada de empresa para elaboração do projeto executivo e execução das obras de duplicação e restauração da rodovia PR-170/PRC-466, de Pitanga a Turvo, numa extensão de 45,50 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,15.0,15.0,,,0.11308330373052622,1
186,Obra de Interligação entre o Teatro A4 e o Auditório A3,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,8.0,3.0,6.0,4.0,17.0,,-0.1441317838181324,0
187,"Contratação de empresa especializada para prestação de serviços de engenharia para reforma do alojamento Bloco II da Academia Policial Militar do Guatupê, localizado na BR 277, KM 72, São José dos Pinhais, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),5.0,14.0,2.0,1.0,17.0,17.0,68.0,,-0.09476445523936378,0
188,Contratação de empresa especializada para execução de obras de infraestrutura no terreno do novo Campus Jacarezinho da UENP.,UENP-Universidade Estadual do Norte do Paraná,,,2.0,1.0,9.0,3.0,,,-0.1532237481272284,0
189,execução de obra de ampliação,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,2.0,2.0,2.0,,,-0.15052251297618213,0
190,Reforma para Implementação dos Estúdios de Rádio e TVE - Campus de Toledo,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,3.0,5.0,5.0,9.0,,-0.1666174291940894,0
191,Contratação para execução da obra de REFORMA DO AMBULATÓRIO MÉDICO DE ESPECIALIDADES,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,5.0,12.0,144.0,14.0,,,-0.06301493783023593,0
192,"Contratação de empresa especializada para prestação de serviços de engenharia na elaboração de projetos de implantação e construção da Delegacia Cidadã em Guaratuba, situada Rua Teixeira Soares, n 199 e 343, no município de Guaratuba, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),2.0,,,20.0,38.0,23.0,99.0,,-0.12848990745397104,0
193,"Contratação de empresa especializada para construção de uma sala evento no Centro de Ciências Humanas e da Educação - CCHE e Centro de Letras, Co-municação e Artes - CLCA, no município de Jacarezinho/PR",UENP-Universidade Estadual do Norte do Paraná,,1.0,1.0,3.0,5.0,5.0,3.0,,-0.15638598322887154,0
194,"Contratação de empresa especializada em projetos de engenharia para elaboração dos projetos de infraestrutura das redes  - reservatórios de água, redes de esgoto sanitário, água potável e água pluvial - da área externa do Bloco S05 - HOSPITAL UNIVERSITÁRIO REGIONAL DE MARINGÁ.",UEM-Universidade Estadual de Maringá,,,2.0,21.0,143.0,21.0,,,-0.03501818252272476,0
195,"Contratação de empresa especializada em arquitetura/engenharia para elaboração de projeto de reforma do Ambulatório de Especialidades da Universidade Estadual de Maringá, na metragem de 795,27 m2 e projeto estrutural metálico de cobertura de uma área expandida de 2.146,30m2  - cobertura metálica.",UEM-Universidade Estadual de Maringá,,,2.0,2.0,3.0,2.0,,,-0.17035783626740847,0
196,"Contratação de empresa especializada em arquitetura/engenharia para elaboração de projeto de estrutura metálica para a troca do telhado existente de 7.071,51m2, do Bloco S05 do Hospital Universitário Regional de Maringá",UEM-Universidade Estadual de Maringá,,,3.0,1.0,13.0,4.0,,,-0.1444698702570909,0
197,"Contratação de empresa especializada em arquitetura/engenharia para prestação de serviços de elaboração do Estudo de Impacto de Vizinhança - EIV, atendo como base o Plano Diretor do Hospital Universitário Regional de Maringá de 2016, localizado Av. Mandacaru, 1590 - Parque das Laranjeiras, Maringá - PR, 87083-240, a ser protocolado e aprovado devidamente na SEURBH / PMM.",UEM-Universidade Estadual de Maringá,2.0,9.0,6.0,18.0,24.0,24.0,305.0,,-0.07520960613286909,0
198,"Contratação de empresa especializada de arquitetura/engenharia para elaboração de projetos executivos de arquitetura hospitalar e projetos complementares de  engenharia em metodologia BIM, estudos preliminares, memoriais descritivos, cadernos de especificação técnica, planilha orçamentaria e cronograma físico-financeiro destinado a execução  do projeto do Ambulatório de Especialidades da Universidade Estadual de Maringá.",UEM-Universidade Estadual de Maringá,18.0,,3.0,11.0,91.0,11.0,370.0,,-0.07543582190471437,0
199,"contratação de empresa especializada para execução da obra de conclusão do Bloco Industrial e das ampliações de áreas que se destinam a corredores de interligação e instalação das secadoras, com área total de 3.408,57 m2, no Hospital Universitário Regional de Maringá localizado na Av. Mandacaru, 1590, no município de Maringá/PR",UEM-Universidade Estadual de Maringá,,,2.0,2.0,2.0,2.0,,,-0.12272247471932157,0
200,Contratação de empresa especializada para execução de obras de acessibilidade nas unidades da UENP.,UENP-Universidade Estadual do Norte do Paraná,,,13.0,16.0,59.0,16.0,,,-0.07666151264119969,0
202,"Construção da Moradia Estudantil, Módulo I da Unioeste/Campus de Toledo",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,2.0,2.0,2.0,,,-0.17368366608574115,0
204,Construção de um Sede Administrativa nova na Estação Experimental Prof. Antônio Carlos dos Santos Pessoa da Linha Guará. Marechal Cândido Rondon,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,2.0,2.0,2.0,,,-0.17529691207353437,0
205,Reforma da Cobertura dos Blocos I e II da CPDETCA  Unioeste/Campus de Marechal Cândido Rondon PR,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,2.0,2.0,2.0,,,-0.17085067127183384,0
206,Reforma das Salas de Aula do Bloco A Campus de Cascavel,UNIOESTE CASC-Universidade Estadual do Oeste do Paraná - Campus Cascavel,,,2.0,2.0,2.0,2.0,,,-0.162932909266918,0
207,"Contratação de empresa especializada para execução de serviços de engenharia cartográfica incluindo o aerolevantamento fotogramétrico de alta resolução, perfilamento a LASER aerotransportado e elaboração da base cartográfica planialtimétrica, na escala 1 10.000 PEC-PCD classe A, de acordo com a ET-CQDG, de todo o território do estado do Paraná, Brasil, compreendendo aproximadamente1 200.000 Km2, conforme descrito no
Termo de Referência",IAT-Instituto Água e Terra (Antigo IAP),,,1.0,22.0,22.0,15.0,8.0,,-0.07098743803981472,0
208,"Contratação de empresa especializada para execução de pavimentação da Escola de Bombeiros da Academia da Polícia Militar do Guatupê, situada à Rodovia BR 277, km 72, Rodovia Ney Braga, s/nº, Bairro Afonso Pena, no município de São José dos Pinhais, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,4.0,3.0,3.0,3.0,,,-0.15751518306269008,0
209,"Reforma e ampliação das edificações designadas como Área 3 e Área 4, que configurarão a futura sede da 17ª Regional de Saúde do Estado do Paraná, localizada na Rua Palheta X Rua Dom João VI, Jardim Guararapes, Londrina, Paraná",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,2.0,1.0,1.0,1.0,,,-0.12660484844269637,0
210,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA PARA EXECUÇÃO DE SERVIÇOS DE SUBSTITUIÇÃO DA REDE DE ENTRADA DE ÁGUA PRINCIPAL DO CAMPUS UEL,UEL-Universidade Estadual de Londrina,,,3.0,6.0,3.0,6.0,,,-0.1653063855061222,0
211,"ESPECIALIZADA PARA EXECUÇÃO DA REFORMA E AMPLIAÇÃO PARA
CONCLUSÃO DA CONSTRUÇÃO",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,8.0,4.0,26.0,23.0,,,-0.12204776162653691,0
213,"Contratação de empresa especializada para construção de restaurantes nos Campi de Cornélio Procópio, Jacarezinho e Bandeirantes.",UENP-Universidade Estadual do Norte do Paraná,,,3.0,3.0,122.0,8.0,,,-0.0696254752100634,0
214,"Contratação de empresa especializada na área de engenharia/arquitetura para conclusão do Bloco I45A na Universidade Estadual de Maringá - UEM, no endereço Avenida Colombo, 5790, no Município de Maringá, Paraná conforme, planilha orçamentária de referência constante no Anexo XI do edital.",UEM-Universidade Estadual de Maringá,,,1.0,1.0,4.0,4.0,,,-0.15873848385890543,0
216,Reforma e Adequação SVOR - HUOP,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,2.0,2.0,2.0,,,-0.17544031825954026,0
217,Construção da quadra poliesportiva de Francisco Beltrão,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,27.0,22.0,26.0,,,-0.11901809613658881,0
219,"Contratação Semi Integrada de empresa para elaboração do Projeto Executivo e Execução das obras de implantação do Contorno Noroeste de Pato Branco,  Lote 2, entre as rodovias PR-493 e PRC-158, numa extensão total de 14,34 km",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,,0.0006160250556268565,1
220,"Contratação de empresa especializada na área de engenharia/arquitetura para elaboração de documentos necessários para o Estudo de Impacto de Vizinhança, Relatório de Impacto de Vizinhança e Relatório de Impacto sobre a Mobilidade Urbana, na Universidade Estadual de Maringá - UEM no Município de Maringá, conforme Anexo IX do edital.",UEM-Universidade Estadual de Maringá,,,5.0,12.0,144.0,12.0,,,-0.04314539649911897,0
221,Reforma e Adequação da Reitoria Unioeste,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,14.0,1.0,15.0,14.0,15.0,13.0,,-0.13521013347940303,0
223,Reforma dos Auditórios da Unioeste Campus de Cascavel,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,4.0,6.0,9.0,9.0,,,-0.159251241810687,0
225,Reforma da Biblioteca Campus de Foz do Iguaçu,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,2.0,1.0,94.0,33.0,33.0,32.0,,-0.008452406588438155,0
226,Reforma para Implementação dos Estúdios de Rádio e TVE Campus de Marechal Cândido Rondon,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,3.0,6.0,5.0,7.0,,,-0.16412783114139312,0
227,"Contratação de Empresa para a prestação de serviços técnicos especializados, contemplando Consultoria para Análise de Projetos, Estudos Preliminares, Projetos Básicos e Executivos - Supervisão e Apoio à Fiscalização - Controle Tecnológico e Controle Geométrico das Obras de Contenção e Estabilização de Taludes na rodovia PR-170, nos seguintes locais 
Ponto 01 - km 487,840 ext. 180m, 
Ponto 02 - km 486,201 ext. 53 m, 
Ponto 03 - km 484,542 ext. 78m, 
Ponto 04 - km 478,841 ext. 120m, 
Ponto 05 - km 474,107 ext. 115m e 
Ponto 06 - km 473,084 ext. 268m, localizados no município de Bituruna-PR, no Âmbito da Superintendência Regional Leste.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,2.0,2.0,,,-0.16408856723806203,0
228,"Contratação de Empresa para Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização da Execução de Obras de Implantação, Restauração e Ampliação de Capacidade de Rodovias e Obras de Arte Especiais, por Produto, no Âmbito da Superintendência Regional Campos Gerais do DER/PR.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,2.0,2.0,,,-0.13513941198671725,0
231,Reforma Banheiro do Bloco C3 Campus de Toledo,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,2.0,1.0,3.0,3.0,3.0,2.0,,-0.16262264866526976,0
232,"Contratação de empresa especializada para execução de recapeamento asfáltico em Concreto Betuminoso Usinado a quente - CBUQ com área total de 2.653,58m metros quadrados e pavimento em piso intertravado de concreto com área total de 737,01 metros quadrados do estacionamento do Campus Regional de Umuarama - CAU e demais serviços conforme projetos e planilha orçamentaria anexo ao processo. Anexo XIII do edital.",UEM-Universidade Estadual de Maringá,,,1.0,1.0,1.0,1.0,,,-0.16698963882486878,0
234,"Contratação de empresa especializada na área de engenharia/arquitetura para adequações e reformas para acessibilidade no Campus Sede da Universidade Estadual de Maringá, no endereço Avenida Colombo, 5790, no município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII do edital.",UEM-Universidade Estadual de Maringá,,16.0,1.0,17.0,21.0,26.0,20.0,,-0.1176358887576407,0
235,"Contratação de empresa especializada para Aplicação de Manta Asfáltica nas Edificações da Universidade Estadual de Maringá, localizada na Avenida Colombo n. 5790, Zona 7, Bairro Jardim Universitário, no Município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XI do edital.",UEM-Universidade Estadual de Maringá,,,1.0,1.0,1.0,1.0,,,-0.14608065765263778,0
237,Contratação de empresa de consultoria para apoio e assessoramento técnico ao DER/PR no planejamento e gerenciamento das ações de manutenção rodoviária e execução de serviços técnicos especializados para a caracterização funcional e estrutural no âmbito da malha rodoviária do Estado do Paraná.,DER-Departamento de Estradas de Rodagem do Estado do Paraná,,3.0,11.0,6.0,7.0,7.0,6.0,,-0.08140634796783447,0
239,"Contratação de empresa de consultoria para execução de serviços técnicos de supervisão e apoio a fiscalização da execução de obras de reabilitação de obras de arte especiais, por produto, da Superintendência Regional Oeste de Cascavel/PR, de acordo com o estabelecido no Anexo I,  Termo de Referência deste Edital e demais documentos da licitação.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,2.0,2.0,2.0,,,-0.16543713802690485,0
241,"Contratação de Elaboração de Anteprojeto de Engenharia para Duplicação da Rodovia PR-151, entre o Km 319,71, entroncamento com a PRC-373 A, exclusive interseção, ao Km 324,95, entroncamento com a Av. Charles Louis Renaud, numa extensão de 5,24 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,4.0,4.0,4.0,,,-0.15291463155865664,0
242,"Contratação de empresa especializada para Reforma do Bloco 003, localizada na Avenida Colombo n. 5790, Zona 7, Bairro Jardim Universitário, no Município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XI do edital.",UEM-Universidade Estadual de Maringá,,,1.0,18.0,20.0,20.0,,,-0.10558620690211129,0
243,"Contratação de empresa especializada em serviços de engenharia para Ampliação de quadra de esportes coberta no Colégio Estadual Tiradentes, situado na rua Ruy Barbosa, s/n, fone 43 3534-1350, no Município de Santo Antônio da Platina, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,6.0,3.0,4.0,,,-0.15885090071695734,0
244,"Contratação de empresa especializada em Engenharia para execução de obra de construção da Delegacia Cidadã Padrão IA, situada à Travessa Centenário do Rotary nº 63, esquina com Rua Belo Horizonte, bairro Jardim América, no município de Assis Chateaubriand, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,1.0,1.0,2.0,2.0,,,-0.13905097179881704,0
246,"Contratação de empresa especializada para prestação de serviços de engenharia a fim de concluir a ampliação da Penitenciária Estadual de Piraquara II, localizada à Rua Isídio Alves Ribeiro, s/n, bairro Planta Meireles, no município de Piraquara, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,,,106.0,5.0,,,-0.09578474505788959,0
248,"Contratação de empresa especializada para execução da obra CONSTRUÇÃO DO CENTRO ESPECIALIZADO EM REABILITAÇÃO - CER - NÍVEL IV do Hospital Universitário Regional dos Campos Gerais, Wallace Thadeu de Mello e Silva, sito à R. Prof. Gabriel de Paula Machado, 601 - Uvaranas, Ponta Grossa - PR, CEP 84031-510, conforme projetos, planilha orçamentária e termo de referência constantes nos Anexos XIII, XIV e XVIII.",UEPG-Universidade Estadual de Ponta Grossa,,6.0,9.0,8.0,8.0,8.0,7.0,,-0.07568652893236405,0
249,"Execução de obra de reforço estrutural na trincheira localizada na avenida das Américas, sob as ruas Joaquim Nabuco e Dr. Claudino dos Santos, em São José dos Pinhais, Paraná, com fundamento no Decreto 10.086, de 17 de janeiro de 2022 e na Lei Federal nº. 14.133, de 01 de abril de 2021",AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),,,4.0,5.0,6.0,6.0,,,-0.16126483009565884,0
250,"Contratação de empresa especializada em serviços de engenharia para Ampliação e Reforma no Centro Estadual de Educação Jovens e Adultos CEEBJA Doutor Francisco Gutierrez Beltrão, situado na Avenida Engenheiro Beltrão, 65, Centro, fone 43 3258-5014, no Município de Ibiporã, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,14.0,255.0,14.0,,,0.0007021332710085426,1
252,"Execução das obras de implantação/pavimentação da PR-239, no subtrecho 03, compreendido entre os municípios de Mato Rico e Roncador, com extensão de 19,89 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,3.0,3.0,3.0,,,-0.009135752710422662,0
253,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de
projetos básico ND350, legal e executivo ND400 de arquitetura, projetos complementares de
engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra da UNV Gralha
Azul, na Rua Antônio Olavo Branco Martins, Bairro Contorno, no Município de Ponta Grossa, no Estadodo Paraná, com desenvolvimento dos projetos em plataforma BIM Building Information Modeling, conforme elementos técnicos instrutores e anexos ao edital.
Os projetos e a execução da obra deverão utilizar soluções construtivas que garantam elevada eficiência técnica, economia de recursos, otimização dos prazos de execução e durabilidade, preferencialmente com a utilização de sistemas construtivos industrializados, como o sistema pré-fabricado ou outras soluções equivalentes que atendam aos requisitos de desempenho estabelecidos. O sistema a ser utilizado deve garantir compatibilidade com os demais projetos complementares e possibilitar a sustentabilidade e viabilidade técnica e econômica da obra.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,,-0.16530917253282168,0
254,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico ND 350, legal ND 300 e executivo ND 400 de arquitetura, projetos complementares de engenharia ND 400, aprovação nos órgãos competentes, As Built ND 500 e execução da obra da Unidade Nova Escolar - UNV JARDIM DOS PÁSSAROS, situada à Rua Tucano, 1900, esquina com a Rua Sônia Bodziak, bairro Capela Velha, fone do NRE da Área Metropolitana Sul 41 3277-7353, no Município de Araucária, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,,-0.17351712087696292,0
255,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra de reforma e ampliação do Colégio Estadual Maestro Bento Mossurunga, situado na Avenida Aldo Vergani, 1004, Vila Oficinas, no município de Ponta Grossa, no Estado o Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,,-0.1637661400221197,0
257,"Contratação de Anteprojeto de Engenharia para Restauração e Ampliação de Capacidade da Rodovia PRC-158, entre Vitorino km 543,15 e São Lourenço do Oeste - SC km 556,28, numa Extensão de 13,13 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,2.0,,1.0,13.0,13.0,12.0,,-0.15910050175008705,0
258,"Contratação de empresa de consultoria, para execução de serviços técnicos de supervisão e apoio à fiscalização da execução de obras de restauração, ampliação e alargamento de Obras de Artes Especiais, por produto, no âmbito da Superintendência Regional Norte do DER/PR, de acordo com o estabelecido no Termo de Referência e demais documentos da licitação.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,7.0,9.0,10.0,10.0,,,-0.14730018710991155,0
259,"Execução de serviços de conservação do pavimento e da faixa de domínio dos trechos de rodovias sob jurisdição do Departamento de Estradas de Rodagem do Paraná - DER/PR, com fornecimento de materiais, subdivididos em 3 lotes, de acordo com o estabelecido no Termo de Referência.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,8.0,19.0,,28.0,28.0,31.0,59.0,,-0.01861705145583692,0
260,"Execução de serviços de manutenção e conservação rotineira e periódica do pavimento das rodovias sob jurisdição do Departamento de Estradas de Rodagem do Paraná - DER/PR, com fornecimento de materiais, subdividido em 40 lotes, de acordo com o estabelecido no Termo de Referência.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,3.0,52.0,43.0,,,0.1288467090179476,1
262,"Contratação Semi-Integrada de empresa para elaboração do Projeto Executivo e Execução das obras de restauração e ampliação de capacidade da rodovia PRC-466 no trecho entre o acesso a Subestação Ivaiporã Furnas, em Manoel Ribas e o entroncamento com a PR-460, em Pitanga, numa extensão de 43,05 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,,,143.0,11.0,,,-0.07409142776848615,0
263,"Contratação Semi-integrada de empresa para elaboração do Projeto Executivo e execução das obras de ampliação de capacidade e restauração das rodovias PRC-487 e PR-460, da ponte sobre o rio Muquilão, em Nova Tebas, a Pitanga, numa extensão de 51,52 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,4.0,11.0,1.0,14.0,15.0,15.0,59.0,,-0.0179567257021791,0
264,"EXECUÇÃO DE OBRA DE REFORMA PARA O HOSPITAL DE DERMATOLOGIA SANITÁRIA DO ESTADO DO PARANÁ, O PRAZO DE EXECUÇÃO DA OBRA É DE 900 DIAS CORRIDOS PARA A FASE 01 E 02 E 360 DIAS CORRIDOS PARA A TERCEIRA FASE, E MAIS 180 DIAS DE VIGÊNCIA CONTRATUAL, APÓS O TÉRMINO DO PRAZO DE EXECUÇÃO.",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,34.0,19.0,21.0,18.0,,-0.07758576570695197,0
2,"Registro de Preços, por inexigibilidade, assim preconizado pelo do Art. 82 da Lei de Licitações e
Contratos Administrativos n 14.133, de 1 de abril de 2021 e pelo art.151 do Decreto Estadual n 10.086 de 17 de janeiro de 2022, pelos períodos de 1 , 2  ou 3  ano de acordo com o item, podendo ser prorrogado por igual período, desde que comprovada vantajosidade para a administração pública, para futura e eventual subscrição  das licenças de softwares destinados à elaboração e fiscalização de projetos e obras públicas com o uso da metodologia Building Information Modeling BIM, visando o cumprimento do Decreto nº3.080/2019 que trata da Estratégia BIM PR, bem como do Capítulo VII do Decreto n 10.086/2022, que define a adoção gradual do BIM no âmbito do
Governo do Paraná",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,5.0,50.0,75.0,66.0,94.0,,0.008687861564774857,1
2,"Registro de Preços, por inexigibilidade, assim preconizado pelo do Art. 82 da Lei de Licitações e
Contratos Administrativos n 14.133, de 1 de abril de 2021 e pelo art.151 do Decreto Estadual n 10.086 de 17 de janeiro de 2022, pelos períodos de 1 , 2  ou 3  ano de acordo com o item, podendo ser prorrogado por igual período, desde que comprovada vantajosidade para a administração pública, para futura e eventual subscrição  das licenças de softwares destinados à elaboração e fiscalização de projetos e obras públicas com o uso da metodologia Building Information Modeling BIM, visando o cumprimento do Decreto nº3.080/2019 que trata da Estratégia BIM PR, bem como do Capítulo VII do Decreto n 10.086/2022, que define a adoção gradual do BIM no âmbito do
Governo do Paraná",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,5.0,50.0,75.0,66.0,94.0,,0.008687861564774857,1
13,"Credenciamento de empresas para manutenção e reparos de equipamentos de jardinagem - roçadeira, soprador, moto poda e motosserra.",UENP-Universidade Estadual do Norte do Paraná,,,2.0,5.0,23.0,9.0,13.0,,-0.1524362150043153,0
24,Credenciamento de pessoas juridicas na area da saude para a prestacao de Servicos de Arquitetura e Urbanismo com Enfase na Area Hospitalar e de Saude no HOSPITAL UNIVERSITARIO DO OESTE DO PARANA  HUOP,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,6.0,,4.0,35.0,80.0,58.0,70.0,,-0.027787209048278638,0
25,"CHAMAMENTO PÚBLICO PARA CREDENCIAMENTO DE EMPRESAS ESPECIALIZADAS PARA EXECUÇÃO DE SERVIÇOS DE INSTALAÇÃO, DESINSTALAÇÃO, MANUTENÇÃO CORRETIVA E SERVIÇO DE LIMPEZA EM APARELHOS DE CONDICIONADORES DE AR, EM ATENDIMENTO AS NECESSIDADES DO CÂMPUS SEDE DA UEM, FEI E TODAS AS SUAS EXTENSÕES - UMUARAMA, CIANORTE, GOIOERÊ, CIDADE GAÚCHA, DIAMANTE DO NORTE E IVAIPORÃ.",UEM-Universidade Estadual de Maringá,,,,18.0,69.0,69.0,6.0,,-0.0011958133432756757,0
3,"Contratação de empresa especializada para elaboração de Projeto Básico de Engenharia para construção de novo trapiche na Vila dos Pescadores, Pontal do Paraná, em decorrência da influência da dragagem de aprofundamento do Porto de Paranaguá, conforme justificativas, escopo e demais especificações técnicas descritas no Termo de Referência e anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,35.0,,7.0,44.0,48.0,49.0,424.0,,-0.016853107099978226,0
5,"REGISTRO DE PREÇOS para futura e eventual aquisição de 25 licenças SINGLE-USER do pacote de softwares AUTODESK AEC Collection Architecture, Engineering e Construction, pelo período de 03 anos, conforme quantidades e especificações descritas no Edital e seus Anexos.",COHAPAR-Companhia de Habitação do Paraná,,,7.0,10.0,21.0,16.0,1.0,,0.11334196397329077,1
12,"Contratação de empresa de engenharia para conclusão de 75 unidades habitacionais, elaboração de projetos executivos, execução de infraestrutura, equipamentos comunitários e praça com todo os seus componentes, em área localizada no município de Jandaia do Sul - PR.",COHAPAR-Companhia de Habitação do Paraná,,,2.0,135.0,77.0,84.0,48.0,,0.0616607605139724,1
15,"Seleção de empresa do ramo da construção civil visando 
formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos 
do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - 
FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da 
permissão de uso de terreno de propriedade do Município, no Município de 
Jaguapitã, com a finalidade de desenvolver e produzir empreendimento habitacional 
na linha de atendimento de provisão financiada de unidades habitacionais novas, 
totalizando 100 unidades habitacionais de forma a ampliar o acesso à moradia.",COHAPAR-Companhia de Habitação do Paraná,44.0,11.0,2.0,35.0,43.0,46.0,813.0,,-0.07492086842157247,0
18,"Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade da Cohapar/Município, no Município de SENGÉS, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 109 unidades habitacionais de forma a ampliar o acesso à moradia.",COHAPAR-Companhia de Habitação do Paraná,,,4.0,13.0,23.0,13.0,,,-0.13758102200608918,0
19,"Seleção de empresa do ramo da construção civil visando formalização de parceria no âmbito do Programa Minha Casa, Minha Vida recursos do FGTS - Fundo de Garantia de Tempo de Serviço, doravante denominado MCMV - FGTS, e do Programa Casa Fácil PR, doravante denominado CFPR, através da permissão de uso de terreno de propriedade do Município, no Município de MARUMBI, com a finalidade de desenvolver e produzir empreendimento habitacional na linha de atendimento de provisão financiada de unidades habitacionais novas, totalizando 54 unidades habitacionais de forma a ampliar o acesso à moradia.",COHAPAR-Companhia de Habitação do Paraná,,,4.0,3.0,4.0,4.0,1.0,,-0.15762920011113107,0
